id,name,business_id,created_at,externalReference,cost,type
645,Complimentary upgrade,187,2025-07-12 19:43:51.000,3a2f0bdf,0,OTHER
646,15% discount,187,2025-07-12 19:43:51.000,e339cba4,0,DISCOUNT
647,Buy 9 get 1 free,187,2025-07-12 19:43:51.000,8641438c,0,FREE_PRODUCT
648,10% off next visit,188,2025-07-12 19:43:51.000,55ab95ca,300,DISCOUNT
649,Free coffee,188,2025-07-12 19:43:51.000,ac65db83,150,FREE_PRODUCT
650,Birthday bonus,188,2025-07-12 19:43:51.000,b48b7a12,0,OTHER
651,20% off any purchase,188,2025-07-12 19:43:51.000,e0eaf86f,800,DISCOUNT
652,Free dessert,188,2025-07-12 19:43:51.000,7c384fb6,500,FREE_PRODUCT
653,Free coffee,189,2025-07-12 19:43:51.000,02c4fb42,150,FREE_PRODUCT
654,Birthday bonus,189,2025-07-12 19:43:51.000,51d5de7f,0,OTHER
655,15% discount,190,2025-07-12 19:43:51.000,779a1219,0,DISCOUNT
656,Free product,190,2025-07-12 19:43:51.000,d1e0291a,0,FREE_PRODUCT
657,Buy 9 get 1 free,190,2025-07-12 19:43:51.000,b0ef501a,0,FREE_PRODUCT
658,Complimentary upgrade,190,2025-07-12 19:43:51.000,cf622020,0,OTHER
659,Member discount 5%,191,2025-07-12 19:43:51.000,2b1317d2,0,DISCOUNT
660,Exclusive member offer,191,2025-07-12 19:43:51.000,519cb4bc,0,OTHER
661,Birthday bonus,192,2025-07-12 19:43:51.000,07d2d2df,0,OTHER
662,20% off any purchase,192,2025-07-12 19:43:51.000,89347382,800,DISCOUNT
663,Free dessert,192,2025-07-12 19:43:51.000,fbcd247c,500,FREE_PRODUCT
664,10% off next visit,192,2025-07-12 19:43:51.000,7b283c38,300,DISCOUNT
665,Free product,193,2025-07-12 19:43:51.000,ce38d8ac,0,FREE_PRODUCT
666,Buy 9 get 1 free,193,2025-07-12 19:43:51.000,b1241fce,0,FREE_PRODUCT
667,15% discount,193,2025-07-12 19:43:51.000,af55ed32,0,DISCOUNT
668,Complimentary upgrade,193,2025-07-12 19:43:51.000,7b76fe26,0,OTHER
669,Free product,194,2025-07-12 19:43:51.000,0a65eb70,0,FREE_PRODUCT
670,Buy 9 get 1 free,194,2025-07-12 19:43:51.000,9ab39d77,0,FREE_PRODUCT
671,15% discount,194,2025-07-12 19:43:51.000,f40c80f7,0,DISCOUNT
672,Free dessert,195,2025-07-12 19:43:51.000,62c1d434,500,FREE_PRODUCT
673,10% off next visit,195,2025-07-12 19:43:51.000,4a9ea8d5,300,DISCOUNT
674,10% off next visit,196,2025-07-12 19:43:51.000,167a9a0b,300,DISCOUNT
675,Free coffee,196,2025-07-12 19:43:51.000,099cfa53,150,FREE_PRODUCT
676,20% off any purchase,196,2025-07-12 19:43:51.000,382f40da,800,DISCOUNT
677,Birthday bonus,196,2025-07-12 19:43:51.000,36c8beb0,0,OTHER
678,20% off any purchase,197,2025-07-12 19:43:51.000,285848b2,800,DISCOUNT
679,Free coffee,197,2025-07-12 19:43:51.000,3ae606cf,150,FREE_PRODUCT
680,10% off next visit,197,2025-07-12 19:43:51.000,34c0b401,300,DISCOUNT
681,Free dessert,197,2025-07-12 19:43:51.000,970766cb,500,FREE_PRODUCT
682,Birthday bonus,197,2025-07-12 19:43:51.000,1de2b969,0,OTHER
683,Complimentary upgrade,198,2025-07-12 19:43:51.000,c95306b9,0,OTHER
684,Buy 9 get 1 free,198,2025-07-12 19:43:51.000,6bf7c23e,0,FREE_PRODUCT
685,Complimentary upgrade,199,2025-07-12 19:43:51.000,c08b57f8,0,OTHER
686,15% discount,199,2025-07-12 19:43:51.000,a165ae9a,0,DISCOUNT
687,Buy 9 get 1 free,199,2025-07-12 19:43:51.000,269fff96,0,FREE_PRODUCT
688,Buy 9 get 1 free,200,2025-07-12 19:43:51.000,e3fa5d61,0,FREE_PRODUCT
689,Complimentary upgrade,200,2025-07-12 19:43:51.000,286ff957,0,OTHER
690,Free product,200,2025-07-12 19:43:51.000,dcc72ab0,0,FREE_PRODUCT
691,15% discount,200,2025-07-12 19:43:51.000,0af72fe5,0,DISCOUNT
692,Free coffee,201,2025-07-12 19:43:51.000,ea16fe87,150,FREE_PRODUCT
693,10% off next visit,201,2025-07-12 19:43:51.000,4d74370d,300,DISCOUNT
694,Birthday bonus,201,2025-07-12 19:43:51.000,52d4816b,0,OTHER
695,20% off any purchase,201,2025-07-12 19:43:51.000,90c4169d,800,DISCOUNT
696,Free dessert,201,2025-07-12 19:43:51.000,09052540,500,FREE_PRODUCT
697,Complimentary upgrade,202,2025-07-12 19:43:51.000,b52f3cd2,0,OTHER
698,15% discount,202,2025-07-12 19:43:51.000,170d7e02,0,DISCOUNT
699,Buy 9 get 1 free,202,2025-07-12 19:43:51.000,25066c07,0,FREE_PRODUCT
700,Free dessert,203,2025-07-12 19:43:51.000,0ec6e87d,500,FREE_PRODUCT
701,20% off any purchase,203,2025-07-12 19:43:51.000,4d895207,800,DISCOUNT
702,Buy 9 get 1 free,204,2025-07-12 19:43:51.000,5031ea7e,0,FREE_PRODUCT
703,15% discount,204,2025-07-12 19:43:51.000,29c4e02d,0,DISCOUNT
704,Free product,204,2025-07-12 19:43:51.000,4191eb49,0,FREE_PRODUCT
705,Free coffee,205,2025-07-12 19:43:51.000,81eb389c,150,FREE_PRODUCT
706,Birthday bonus,205,2025-07-12 19:43:51.000,2b8af34a,0,OTHER
707,Free dessert,205,2025-07-12 19:43:51.000,b24af376,500,FREE_PRODUCT
708,20% off any purchase,205,2025-07-12 19:43:51.000,5e057254,800,DISCOUNT
709,10% off next visit,205,2025-07-12 19:43:51.000,4f26cd47,300,DISCOUNT
710,Free product,206,2025-07-12 19:43:51.000,f069ddbf,0,FREE_PRODUCT
711,Buy 9 get 1 free,206,2025-07-12 19:43:51.000,25679018,0,FREE_PRODUCT
712,15% discount,206,2025-07-12 19:43:51.000,a25b7723,0,DISCOUNT
713,Free dessert,207,2025-07-12 19:43:51.000,7c0ea65a,500,FREE_PRODUCT
714,Birthday bonus,207,2025-07-12 19:43:51.000,20e443d3,0,OTHER
715,10% off next visit,207,2025-07-12 19:43:51.000,63a8cb61,300,DISCOUNT
716,Birthday bonus,208,2025-07-12 19:43:51.000,35f4a138,0,OTHER
717,10% off next visit,208,2025-07-12 19:43:51.000,39c259cb,300,DISCOUNT
718,Free coffee,208,2025-07-12 19:43:51.000,b905f682,150,FREE_PRODUCT
719,Free dessert,208,2025-07-12 19:43:51.000,ec7be232,500,FREE_PRODUCT
720,20% off any purchase,208,2025-07-12 19:43:51.000,3cac46d2,800,DISCOUNT
721,20% off any purchase,209,2025-07-12 19:43:51.000,1c405ab0,800,DISCOUNT
722,10% off next visit,209,2025-07-12 19:43:51.000,76aac3d0,300,DISCOUNT
723,Free coffee,209,2025-07-12 19:43:51.000,d5e4e977,150,FREE_PRODUCT
724,10% off next visit,210,2025-07-12 19:43:51.000,b21960ce,300,DISCOUNT
725,Free coffee,210,2025-07-12 19:43:51.000,37fe47fb,150,FREE_PRODUCT
726,Free dessert,210,2025-07-12 19:43:51.000,e459460f,500,FREE_PRODUCT
727,20% off any purchase,210,2025-07-12 19:43:51.000,8442a3ed,800,DISCOUNT
728,Birthday bonus,210,2025-07-12 19:43:51.000,65dbef08,0,OTHER
729,20% off any purchase,211,2025-07-12 19:43:51.000,ae6f06f0,800,DISCOUNT
730,10% off next visit,211,2025-07-12 19:43:51.000,2e1013fd,300,DISCOUNT
731,Free dessert,211,2025-07-12 19:43:51.000,ab6c627b,500,FREE_PRODUCT
732,Free coffee,211,2025-07-12 19:43:51.000,a2dd9a0d,150,FREE_PRODUCT
733,Birthday bonus,211,2025-07-12 19:43:51.000,076b9a40,0,OTHER
734,20% off any purchase,212,2025-07-12 19:43:51.000,f290b538,800,DISCOUNT
735,10% off next visit,212,2025-07-12 19:43:51.000,fbd5a3b1,300,DISCOUNT
736,Birthday bonus,212,2025-07-12 19:43:51.000,8d4f8fe1,0,OTHER
737,Free dessert,212,2025-07-12 19:43:51.000,c064de4b,500,FREE_PRODUCT
738,Free dessert,213,2025-07-12 19:43:51.000,d3fc9373,500,FREE_PRODUCT
739,Birthday bonus,213,2025-07-12 19:43:51.000,6b73efb1,0,OTHER
740,20% off any purchase,213,2025-07-12 19:43:51.000,30587b81,800,DISCOUNT
741,Free coffee,213,2025-07-12 19:43:51.000,b536bf28,150,FREE_PRODUCT
742,10% off next visit,213,2025-07-12 19:43:51.000,9bbd63b8,300,DISCOUNT
743,Buy 9 get 1 free,214,2025-07-12 19:43:51.000,355a7a30,0,FREE_PRODUCT
744,Complimentary upgrade,214,2025-07-12 19:43:51.000,4d18a301,0,OTHER
745,15% discount,214,2025-07-12 19:43:51.000,852dabef,0,DISCOUNT
746,Free dessert,215,2025-07-12 19:43:51.000,bbea7311,500,FREE_PRODUCT
747,10% off next visit,215,2025-07-12 19:43:51.000,59a5316e,300,DISCOUNT
748,Free coffee,215,2025-07-12 19:43:51.000,1af7e004,150,FREE_PRODUCT
749,20% off any purchase,215,2025-07-12 19:43:51.000,21df293b,800,DISCOUNT
750,Member discount 5%,216,2025-07-12 19:43:51.000,5fae1059,0,DISCOUNT
751,Exclusive member offer,216,2025-07-12 19:43:51.000,6f4b36ca,0,OTHER
752,Complimentary upgrade,217,2025-07-12 19:43:51.000,bcef12ea,0,OTHER
753,Free product,217,2025-07-12 19:43:51.000,9f44b4d2,0,FREE_PRODUCT
754,15% discount,218,2025-07-12 19:43:51.000,e2a45e87,0,DISCOUNT
755,Complimentary upgrade,218,2025-07-12 19:43:51.000,0c13dc5a,0,OTHER
756,Free product,218,2025-07-12 19:43:51.000,2d9c655b,0,FREE_PRODUCT
757,Buy 9 get 1 free,218,2025-07-12 19:43:51.000,b7b02b90,0,FREE_PRODUCT
758,15% discount,219,2025-07-12 19:43:51.000,237b0ec7,0,DISCOUNT
759,Free product,219,2025-07-12 19:43:51.000,8b4780ee,0,FREE_PRODUCT
760,Buy 9 get 1 free,219,2025-07-12 19:43:51.000,63138b98,0,FREE_PRODUCT
761,Complimentary upgrade,219,2025-07-12 19:43:51.000,6dc7777b,0,OTHER
762,Member discount 5%,220,2025-07-12 19:43:51.000,c7b6999f,0,DISCOUNT
763,Exclusive member offer,220,2025-07-12 19:43:51.000,3f3660e7,0,OTHER
764,Complimentary upgrade,221,2025-07-12 19:43:51.000,61f14987,0,OTHER
765,Buy 9 get 1 free,221,2025-07-12 19:43:51.000,48fd60ee,0,FREE_PRODUCT
766,15% discount,221,2025-07-12 19:43:51.000,923d8902,0,DISCOUNT
767,Free product,221,2025-07-12 19:43:51.000,fd92a906,0,FREE_PRODUCT
768,Birthday bonus,222,2025-07-12 19:43:51.000,f77ed5b2,0,OTHER
769,Free dessert,222,2025-07-12 19:43:51.000,51be544b,500,FREE_PRODUCT
770,20% off any purchase,222,2025-07-12 19:43:51.000,0ddf630f,800,DISCOUNT
771,Complimentary upgrade,223,2025-07-12 19:43:51.000,abf88f4d,0,OTHER
772,Free product,223,2025-07-12 19:43:51.000,8c3435dd,0,FREE_PRODUCT
773,15% discount,223,2025-07-12 19:43:51.000,8187cccf,0,DISCOUNT
774,Free dessert,224,2025-07-12 19:43:51.000,b723913c,500,FREE_PRODUCT
775,Birthday bonus,224,2025-07-12 19:43:51.000,1c4365bd,0,OTHER
776,10% off next visit,224,2025-07-12 19:43:51.000,55846367,300,DISCOUNT
777,Free coffee,224,2025-07-12 19:43:51.000,085b8c21,150,FREE_PRODUCT
778,20% off any purchase,224,2025-07-12 19:43:51.000,095d4dff,800,DISCOUNT
779,Buy 9 get 1 free,225,2025-07-12 19:43:51.000,f79a6405,0,FREE_PRODUCT
780,15% discount,225,2025-07-12 19:43:51.000,75778ab0,0,DISCOUNT
781,Free product,225,2025-07-12 19:43:51.000,1cb6f12a,0,FREE_PRODUCT
782,Complimentary upgrade,225,2025-07-12 19:43:51.000,79a91ecd,0,OTHER
783,Free dessert,226,2025-07-12 19:43:51.000,52643c03,500,FREE_PRODUCT
784,10% off next visit,226,2025-07-12 19:43:51.000,b9e27821,300,DISCOUNT
785,Birthday bonus,226,2025-07-12 19:43:51.000,685e7906,0,OTHER
786,20% off any purchase,226,2025-07-12 19:43:51.000,03f906ab,800,DISCOUNT
787,Free coffee,226,2025-07-12 19:43:51.000,fa477987,150,FREE_PRODUCT
788,20% off any purchase,227,2025-07-12 19:43:51.000,cd7b5e5b,800,DISCOUNT
789,Birthday bonus,227,2025-07-12 19:43:51.000,848cc5ee,0,OTHER
790,10% off next visit,227,2025-07-12 19:43:51.000,f18b71c0,300,DISCOUNT
791,Free coffee,227,2025-07-12 19:43:51.000,edf21b5d,150,FREE_PRODUCT
792,Free dessert,227,2025-07-12 19:43:51.000,7ab8aa78,500,FREE_PRODUCT
793,Free product,228,2025-07-12 19:43:51.000,47cb3179,0,FREE_PRODUCT
794,Complimentary upgrade,228,2025-07-12 19:43:51.000,1998688d,0,OTHER
795,15% discount,228,2025-07-12 19:43:51.000,b15c6f08,0,DISCOUNT
796,Buy 9 get 1 free,228,2025-07-12 19:43:51.000,f76bd828,0,FREE_PRODUCT
797,20% off any purchase,229,2025-07-12 19:43:51.000,21295b8f,800,DISCOUNT
798,Free coffee,229,2025-07-12 19:43:51.000,955e8441,150,FREE_PRODUCT
799,Birthday bonus,229,2025-07-12 19:43:51.000,ade4f997,0,OTHER
800,Free dessert,229,2025-07-12 19:43:51.000,ddeb04e3,500,FREE_PRODUCT
801,10% off next visit,229,2025-07-12 19:43:51.000,6217305c,300,DISCOUNT
802,15% discount,230,2025-07-12 19:43:51.000,3c005e08,0,DISCOUNT
803,Complimentary upgrade,230,2025-07-12 19:43:51.000,1dca1cc5,0,OTHER
804,Buy 9 get 1 free,230,2025-07-12 19:43:51.000,895343fc,0,FREE_PRODUCT
805,Free product,230,2025-07-12 19:43:51.000,11774a41,0,FREE_PRODUCT
806,Free coffee,231,2025-07-12 19:43:51.000,55451987,150,FREE_PRODUCT
807,10% off next visit,231,2025-07-12 19:43:51.000,68f4bb2f,300,DISCOUNT
808,20% off any purchase,231,2025-07-12 19:43:51.000,20eea533,800,DISCOUNT
809,Birthday bonus,231,2025-07-12 19:43:51.000,a1c73794,0,OTHER
810,20% off any purchase,232,2025-07-12 19:43:51.000,e18845d9,800,DISCOUNT
811,Free coffee,232,2025-07-12 19:43:51.000,58a0a97a,150,FREE_PRODUCT
812,15% discount,233,2025-07-12 19:43:51.000,8c309e31,0,DISCOUNT
813,Complimentary upgrade,233,2025-07-12 19:43:51.000,0ba88fde,0,OTHER
814,Free product,233,2025-07-12 19:43:51.000,18f99bb2,0,FREE_PRODUCT
815,Complimentary upgrade,234,2025-07-12 19:43:51.000,ddf77615,0,OTHER
816,15% discount,234,2025-07-12 19:43:51.000,ce42faa6,0,DISCOUNT
817,Buy 9 get 1 free,234,2025-07-12 19:43:51.000,6d4eb0bf,0,FREE_PRODUCT
818,Free product,234,2025-07-12 19:43:51.000,e415d03a,0,FREE_PRODUCT
819,20% off any purchase,235,2025-07-12 19:43:51.000,cf8dca39,800,DISCOUNT
820,Free dessert,235,2025-07-12 19:43:51.000,d563316d,500,FREE_PRODUCT
821,Exclusive member offer,236,2025-07-12 19:43:51.000,c19da001,0,OTHER
822,Member discount 5%,236,2025-07-12 19:43:51.000,01dff57b,0,DISCOUNT
823,Complimentary upgrade,237,2025-07-12 19:43:51.000,c1306007,0,OTHER
824,15% discount,237,2025-07-12 19:43:51.000,817dbbe7,0,DISCOUNT
825,Complimentary upgrade,238,2025-07-12 19:43:51.000,d3aee36b,0,OTHER
826,15% discount,238,2025-07-12 19:43:51.000,fbeeb10c,0,DISCOUNT
827,Buy 9 get 1 free,238,2025-07-12 19:43:51.000,acd16e96,0,FREE_PRODUCT
828,Free product,238,2025-07-12 19:43:51.000,6ea33878,0,FREE_PRODUCT
829,Buy 9 get 1 free,239,2025-07-12 19:43:51.000,9a7255e7,0,FREE_PRODUCT
830,Free product,239,2025-07-12 19:43:51.000,0b9b5260,0,FREE_PRODUCT
831,15% discount,239,2025-07-12 19:43:51.000,fd6e6269,0,DISCOUNT
832,Complimentary upgrade,239,2025-07-12 19:43:51.000,c3377f4c,0,OTHER
833,Free dessert,240,2025-07-12 19:43:51.000,54b2884b,500,FREE_PRODUCT
834,Free coffee,240,2025-07-12 19:43:51.000,f2d20f0c,150,FREE_PRODUCT
835,Birthday bonus,240,2025-07-12 19:43:51.000,0fdca844,0,OTHER
836,20% off any purchase,240,2025-07-12 19:43:51.000,ccf164db,800,DISCOUNT
837,10% off next visit,241,2025-07-12 19:43:51.000,15962cc6,300,DISCOUNT
838,20% off any purchase,241,2025-07-12 19:43:51.000,59112bd7,800,DISCOUNT
839,Birthday bonus,241,2025-07-12 19:43:51.000,60b4f21f,0,OTHER
840,Free coffee,241,2025-07-12 19:43:51.000,8543e806,150,FREE_PRODUCT
841,Free dessert,241,2025-07-12 19:43:51.000,a87b85b1,500,FREE_PRODUCT
842,20% off any purchase,242,2025-07-12 19:43:51.000,cfb9f0f6,800,DISCOUNT
843,Free dessert,242,2025-07-12 19:43:51.000,b1483d3f,500,FREE_PRODUCT
844,20% off any purchase,243,2025-07-12 19:43:51.000,042cc8db,800,DISCOUNT
845,Free coffee,243,2025-07-12 19:43:51.000,28941ee4,150,FREE_PRODUCT
846,10% off next visit,243,2025-07-12 19:43:51.000,f04e64e4,300,DISCOUNT
847,Free dessert,243,2025-07-12 19:43:51.000,3f78ae0a,500,FREE_PRODUCT
848,Birthday bonus,243,2025-07-12 19:43:51.000,fb68aed4,0,OTHER
849,10% off next visit,244,2025-07-12 19:43:51.000,43694d3d,300,DISCOUNT
850,Birthday bonus,244,2025-07-12 19:43:51.000,072b2abe,0,OTHER
851,Complimentary upgrade,245,2025-07-12 19:43:51.000,69429530,0,OTHER
852,Buy 9 get 1 free,245,2025-07-12 19:43:51.000,e62a5971,0,FREE_PRODUCT
853,15% discount,245,2025-07-12 19:43:51.000,d4fffcd2,0,DISCOUNT
854,Free product,245,2025-07-12 19:43:51.000,c64857d5,0,FREE_PRODUCT
855,Free coffee,246,2025-07-12 19:43:51.000,6348571d,150,FREE_PRODUCT
856,10% off next visit,246,2025-07-12 19:43:51.000,1d34dab4,300,DISCOUNT
857,20% off any purchase,246,2025-07-12 19:43:51.000,64b5d28d,800,DISCOUNT
858,Free dessert,246,2025-07-12 19:43:51.000,057eae5b,500,FREE_PRODUCT
859,Birthday bonus,246,2025-07-12 19:43:51.000,feafafb8,0,OTHER
860,Member discount 5%,247,2025-07-12 19:43:51.000,44351006,0,DISCOUNT
861,Exclusive member offer,247,2025-07-12 19:43:51.000,6cd95f63,0,OTHER
862,10% off next visit,248,2025-07-12 19:43:51.000,cfdcf26c,300,DISCOUNT
863,Free dessert,248,2025-07-12 19:43:51.000,13a703c5,500,FREE_PRODUCT
864,Birthday bonus,248,2025-07-12 19:43:51.000,27021f30,0,OTHER
865,Birthday bonus,249,2025-07-12 19:43:51.000,548e8ab5,0,OTHER
866,20% off any purchase,249,2025-07-12 19:43:51.000,0e103274,800,DISCOUNT
867,10% off next visit,249,2025-07-12 19:43:51.000,624914b3,300,DISCOUNT
868,Free dessert,249,2025-07-12 19:43:51.000,17f3fff3,500,FREE_PRODUCT
869,Free coffee,249,2025-07-12 19:43:51.000,56b5590c,150,FREE_PRODUCT
870,20% off any purchase,250,2025-07-12 19:43:51.000,e3ed8bea,800,DISCOUNT
871,Free dessert,250,2025-07-12 19:43:51.000,2bae7671,500,FREE_PRODUCT
872,Free coffee,250,2025-07-12 19:43:51.000,ce248b95,150,FREE_PRODUCT
873,Birthday bonus,250,2025-07-12 19:43:51.000,96b92e15,0,OTHER
874,10% off next visit,250,2025-07-12 19:43:51.000,65f4302a,300,DISCOUNT
875,Free product,251,2025-07-12 19:43:51.000,96b5af9a,0,FREE_PRODUCT
876,Complimentary upgrade,251,2025-07-12 19:43:51.000,caf0fc7d,0,OTHER
877,Buy 9 get 1 free,251,2025-07-12 19:43:51.000,75629dec,0,FREE_PRODUCT
878,15% discount,251,2025-07-12 19:43:51.000,c0024bd8,0,DISCOUNT
879,Exclusive member offer,252,2025-07-12 19:43:51.000,92290b85,0,OTHER
880,Member discount 5%,252,2025-07-12 19:43:51.000,b387e4d9,0,DISCOUNT
881,Free coffee,253,2025-07-12 19:43:51.000,1a4192dc,150,FREE_PRODUCT
882,20% off any purchase,253,2025-07-12 19:43:51.000,cb6a8a2c,800,DISCOUNT
883,10% off next visit,253,2025-07-12 19:43:51.000,a275bfc9,300,DISCOUNT
884,Free dessert,253,2025-07-12 19:43:51.000,f8e8b3f9,500,FREE_PRODUCT
885,15% discount,254,2025-07-12 19:43:51.000,2b3aa61b,0,DISCOUNT
886,Complimentary upgrade,254,2025-07-12 19:43:51.000,c207e626,0,OTHER
887,Buy 9 get 1 free,254,2025-07-12 19:43:51.000,c322e33a,0,FREE_PRODUCT
888,Free product,254,2025-07-12 19:43:51.000,54eb1b42,0,FREE_PRODUCT
889,Birthday bonus,255,2025-07-12 19:43:51.000,10d154f8,0,OTHER
890,Free coffee,255,2025-07-12 19:43:51.000,cfec3a6e,150,FREE_PRODUCT
891,Free dessert,255,2025-07-12 19:43:51.000,41a43a21,500,FREE_PRODUCT
892,10% off next visit,255,2025-07-12 19:43:51.000,00566d45,300,DISCOUNT
893,20% off any purchase,255,2025-07-12 19:43:51.000,69541985,800,DISCOUNT
894,15% discount,256,2025-07-12 19:43:51.000,80267913,0,DISCOUNT
895,Free product,256,2025-07-12 19:43:51.000,f6bda6f9,0,FREE_PRODUCT
896,Exclusive member offer,257,2025-07-12 19:43:51.000,4b88e58d,0,OTHER
897,Member discount 5%,257,2025-07-12 19:43:51.000,bf10b14e,0,DISCOUNT
898,Free coffee,258,2025-07-12 19:43:51.000,293bf318,150,FREE_PRODUCT
899,Free dessert,258,2025-07-12 19:43:51.000,e0c95ab4,500,FREE_PRODUCT
900,10% off next visit,258,2025-07-12 19:43:51.000,41b0d018,300,DISCOUNT
901,Birthday bonus,258,2025-07-12 19:43:51.000,a38f1451,0,OTHER
902,20% off any purchase,258,2025-07-12 19:43:51.000,64cec884,800,DISCOUNT
903,Free coffee,259,2025-07-12 19:43:51.000,8a67c696,150,FREE_PRODUCT
904,Free dessert,259,2025-07-12 19:43:51.000,566acea9,500,FREE_PRODUCT
905,20% off any purchase,259,2025-07-12 19:43:51.000,466d75d0,800,DISCOUNT
906,10% off next visit,259,2025-07-12 19:43:51.000,82625830,300,DISCOUNT
907,Complimentary upgrade,260,2025-07-12 19:43:51.000,e650a6da,0,OTHER
908,Free product,260,2025-07-12 19:43:51.000,510101d5,0,FREE_PRODUCT
909,Buy 9 get 1 free,260,2025-07-12 19:43:51.000,a2cf7676,0,FREE_PRODUCT
910,15% discount,260,2025-07-12 19:43:51.000,fe645613,0,DISCOUNT
911,Complimentary upgrade,261,2025-07-12 19:43:51.000,c001ac34,0,OTHER
912,Buy 9 get 1 free,261,2025-07-12 19:43:51.000,68051f78,0,FREE_PRODUCT
913,15% discount,261,2025-07-12 19:43:51.000,4842dc36,0,DISCOUNT
914,Free product,261,2025-07-12 19:43:51.000,ca8546f8,0,FREE_PRODUCT
915,Buy 9 get 1 free,262,2025-07-12 19:43:51.000,de9997dd,0,FREE_PRODUCT
916,Complimentary upgrade,262,2025-07-12 19:43:51.000,9e4dfed4,0,OTHER
917,Free product,262,2025-07-12 19:43:51.000,c0eea286,0,FREE_PRODUCT
918,15% discount,262,2025-07-12 19:43:51.000,1eff23b4,0,DISCOUNT
919,Free dessert,263,2025-07-12 19:43:51.000,4e3812d8,500,FREE_PRODUCT
920,20% off any purchase,263,2025-07-12 19:43:51.000,573fc2a0,800,DISCOUNT
921,10% off next visit,263,2025-07-12 19:43:51.000,c89a0892,300,DISCOUNT
922,Complimentary upgrade,264,2025-07-12 19:43:51.000,559a971b,0,OTHER
923,Free product,264,2025-07-12 19:43:51.000,39dea272,0,FREE_PRODUCT
924,Birthday bonus,265,2025-07-12 19:43:51.000,b4f18361,0,OTHER
925,20% off any purchase,265,2025-07-12 19:43:51.000,a1b63a78,800,DISCOUNT
926,Free dessert,266,2025-07-12 19:43:51.000,7d6b403e,500,FREE_PRODUCT
927,Free coffee,266,2025-07-12 19:43:51.000,0a815010,150,FREE_PRODUCT
928,20% off any purchase,266,2025-07-12 19:43:51.000,c9a31a5e,800,DISCOUNT
929,10% off next visit,266,2025-07-12 19:43:51.000,7dfac6ae,300,DISCOUNT
930,Birthday bonus,266,2025-07-12 19:43:51.000,0307a49c,0,OTHER
931,Free coffee,267,2025-07-12 19:43:51.000,493092a3,150,FREE_PRODUCT
932,20% off any purchase,267,2025-07-12 19:43:51.000,9216117b,800,DISCOUNT
933,Free dessert,267,2025-07-12 19:43:51.000,7efb1e28,500,FREE_PRODUCT
934,Birthday bonus,267,2025-07-12 19:43:51.000,fa8dae55,0,OTHER
935,10% off next visit,267,2025-07-12 19:43:51.000,90061a2c,300,DISCOUNT
936,Free coffee,268,2025-07-12 19:43:51.000,7366aac3,150,FREE_PRODUCT
937,10% off next visit,268,2025-07-12 19:43:51.000,d9923846,300,DISCOUNT
938,Birthday bonus,268,2025-07-12 19:43:51.000,d252b617,0,OTHER
939,Free dessert,268,2025-07-12 19:43:51.000,921da388,500,FREE_PRODUCT
940,20% off any purchase,268,2025-07-12 19:43:51.000,129eb0bf,800,DISCOUNT
941,20% off any purchase,269,2025-07-12 19:43:51.000,f8080d13,800,DISCOUNT
942,Birthday bonus,269,2025-07-12 19:43:51.000,335a13d2,0,OTHER
943,10% off next visit,270,2025-07-12 19:43:51.000,de64403b,300,DISCOUNT
944,Free dessert,270,2025-07-12 19:43:51.000,300d6bc4,500,FREE_PRODUCT
945,Birthday bonus,270,2025-07-12 19:43:51.000,b9af6788,0,OTHER
946,Free dessert,271,2025-07-12 19:43:51.000,baa6f238,500,FREE_PRODUCT
947,Birthday bonus,271,2025-07-12 19:43:51.000,febedb39,0,OTHER
948,20% off any purchase,271,2025-07-12 19:43:51.000,cc761ab4,800,DISCOUNT
949,Free coffee,272,2025-07-12 19:43:51.000,613764ba,150,FREE_PRODUCT
950,Free dessert,272,2025-07-12 19:43:51.000,a438488f,500,FREE_PRODUCT
951,10% off next visit,272,2025-07-12 19:43:51.000,9ff4cdd2,300,DISCOUNT
952,Birthday bonus,272,2025-07-12 19:43:51.000,ac0808d3,0,OTHER
953,20% off any purchase,272,2025-07-12 19:43:51.000,39a2cd1e,800,DISCOUNT
954,Member discount 5%,273,2025-07-12 19:43:51.000,ae896a47,0,DISCOUNT
955,Exclusive member offer,273,2025-07-12 19:43:51.000,aba770bc,0,OTHER
956,Free coffee,274,2025-07-12 19:43:51.000,d6a1b66b,150,FREE_PRODUCT
957,Birthday bonus,274,2025-07-12 19:43:51.000,6b46eba1,0,OTHER
958,10% off next visit,274,2025-07-12 19:43:51.000,a3328de2,300,DISCOUNT
959,20% off any purchase,274,2025-07-12 19:43:51.000,4f1add86,800,DISCOUNT
960,Free dessert,274,2025-07-12 19:43:51.000,0e4ba73d,500,FREE_PRODUCT
961,Free coffee,275,2025-07-12 19:43:51.000,5786c993,150,FREE_PRODUCT
962,Birthday bonus,275,2025-07-12 19:43:51.000,eed86a45,0,OTHER
963,20% off any purchase,275,2025-07-12 19:43:51.000,3f6b6bc7,800,DISCOUNT
964,Free dessert,275,2025-07-12 19:43:51.000,c4121411,500,FREE_PRODUCT
965,10% off next visit,275,2025-07-12 19:43:51.000,e4fe1a42,300,DISCOUNT
966,20% off any purchase,276,2025-07-12 19:43:51.000,c7d49dc6,800,DISCOUNT
967,Free coffee,276,2025-07-12 19:43:51.000,0c8fd07c,150,FREE_PRODUCT
