id,type,enable,body,value,business_id
766,NEW_REWARD,1,Congrats! You just earned a new reward.,0,192
767,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,192
768,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,192
769,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,193
770,NEW_REWARD,1,Congrats! You just earned a new reward.,0,193
771,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,193
772,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,193
773,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,194
774,NEW_REWARD,0,Congrats! You just earned a new reward.,0,194
775,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,194
776,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,194
777,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,195
778,NEW_REWARD,0,Congrats! You just earned a new reward.,0,195
779,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,195
780,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,195
781,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,196
782,NEW_REWARD,1,Congrats! You just earned a new reward.,0,196
783,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,196
784,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,196
785,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,197
786,NEW_REWARD,1,Congrats! You just earned a new reward.,0,197
787,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,197
788,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,197
789,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,198
790,NEW_REWARD,1,Congrats! You just earned a new reward.,0,198
791,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,198
792,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,198
793,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,199
794,NEW_REWARD,1,Congrats! You just earned a new reward.,0,199
795,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,199
796,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,199
797,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,200
798,NEW_REWARD,1,Congrats! You just earned a new reward.,0,200
799,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,200
800,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,200
801,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,201
802,NEW_REWARD,0,Congrats! You just earned a new reward.,0,201
803,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,201
804,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,201
805,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,202
806,NEW_REWARD,1,Congrats! You just earned a new reward.,0,202
807,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,202
808,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,202
809,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,203
810,NEW_REWARD,1,Congrats! You just earned a new reward.,0,203
811,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,203
812,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,203
813,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,204
814,NEW_REWARD,1,Congrats! You just earned a new reward.,0,204
815,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,204
816,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,204
817,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,205
818,NEW_REWARD,1,Congrats! You just earned a new reward.,0,205
819,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,205
820,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,205
821,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,206
822,NEW_REWARD,1,Congrats! You just earned a new reward.,0,206
823,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,206
824,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,206
825,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,207
826,NEW_REWARD,0,Congrats! You just earned a new reward.,0,207
827,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,207
828,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,207
829,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,208
830,NEW_REWARD,0,Congrats! You just earned a new reward.,0,208
831,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,208
832,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,208
833,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,209
834,NEW_REWARD,1,Congrats! You just earned a new reward.,0,209
835,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,209
836,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,209
837,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,210
838,NEW_REWARD,1,Congrats! You just earned a new reward.,0,210
839,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,210
840,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,210
841,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,211
842,NEW_REWARD,1,Congrats! You just earned a new reward.,0,211
843,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,211
844,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,211
845,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,212
846,NEW_REWARD,1,Congrats! You just earned a new reward.,0,212
847,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,212
848,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,212
849,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,213
850,NEW_REWARD,0,Congrats! You just earned a new reward.,0,213
851,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,213
852,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,213
853,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,214
854,NEW_REWARD,1,Congrats! You just earned a new reward.,0,214
855,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,214
856,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,214
857,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,215
858,NEW_REWARD,0,Congrats! You just earned a new reward.,0,215
859,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,215
860,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,215
861,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,216
862,NEW_REWARD,1,Congrats! You just earned a new reward.,0,216
863,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,216
864,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,216
865,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,217
866,NEW_REWARD,1,Congrats! You just earned a new reward.,0,217
867,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,217
868,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,217
869,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,218
870,NEW_REWARD,1,Congrats! You just earned a new reward.,0,218
871,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,218
872,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,218
873,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,219
874,NEW_REWARD,1,Congrats! You just earned a new reward.,0,219
875,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,219
876,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,219
877,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,220
878,NEW_REWARD,1,Congrats! You just earned a new reward.,0,220
879,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,220
880,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,220
881,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,221
882,NEW_REWARD,1,Congrats! You just earned a new reward.,0,221
883,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,221
884,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,221
885,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,222
886,NEW_REWARD,1,Congrats! You just earned a new reward.,0,222
887,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,222
888,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,222
889,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,223
890,NEW_REWARD,1,Congrats! You just earned a new reward.,0,223
891,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,223
892,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,223
893,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,224
894,NEW_REWARD,1,Congrats! You just earned a new reward.,0,224
895,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,224
896,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,224
897,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,225
898,NEW_REWARD,1,Congrats! You just earned a new reward.,0,225
899,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,225
900,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,225
901,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,226
902,NEW_REWARD,0,Congrats! You just earned a new reward.,0,226
903,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,226
904,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,226
905,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,227
906,NEW_REWARD,1,Congrats! You just earned a new reward.,0,227
907,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,227
908,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,227
909,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,228
910,NEW_REWARD,1,Congrats! You just earned a new reward.,0,228
911,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,228
912,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,228
913,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,229
914,NEW_REWARD,1,Congrats! You just earned a new reward.,0,229
915,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,229
916,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,229
917,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,230
918,NEW_REWARD,1,Congrats! You just earned a new reward.,0,230
919,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,230
920,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,230
921,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,231
922,NEW_REWARD,0,Congrats! You just earned a new reward.,0,231
923,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,231
924,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,231
925,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,232
926,NEW_REWARD,1,Congrats! You just earned a new reward.,0,232
927,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,232
928,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,232
929,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,233
930,NEW_REWARD,1,Congrats! You just earned a new reward.,0,233
931,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,233
932,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,233
933,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,234
934,NEW_REWARD,1,Congrats! You just earned a new reward.,0,234
935,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,234
936,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,234
937,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,235
938,NEW_REWARD,1,Congrats! You just earned a new reward.,0,235
939,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,235
940,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,235
941,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,236
942,NEW_REWARD,1,Congrats! You just earned a new reward.,0,236
943,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,236
944,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,236
945,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,237
946,NEW_REWARD,1,Congrats! You just earned a new reward.,0,237
947,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,237
948,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,237
949,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,238
950,NEW_REWARD,1,Congrats! You just earned a new reward.,0,238
951,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,238
952,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,238
953,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,239
954,NEW_REWARD,1,Congrats! You just earned a new reward.,0,239
955,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,239
956,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,239
957,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,240
958,NEW_REWARD,1,Congrats! You just earned a new reward.,0,240
959,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,240
960,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,240
961,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,241
962,NEW_REWARD,1,Congrats! You just earned a new reward.,0,241
963,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,241
964,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,241
965,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,242
966,NEW_REWARD,1,Congrats! You just earned a new reward.,0,242
967,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,242
968,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,242
969,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,243
970,NEW_REWARD,1,Congrats! You just earned a new reward.,0,243
971,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,243
972,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,243
973,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,244
974,NEW_REWARD,1,Congrats! You just earned a new reward.,0,244
975,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,244
976,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,244
977,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,245
978,NEW_REWARD,1,Congrats! You just earned a new reward.,0,245
979,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,245
980,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,245
981,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,246
982,NEW_REWARD,1,Congrats! You just earned a new reward.,0,246
983,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,246
984,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,246
985,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,247
986,NEW_REWARD,1,Congrats! You just earned a new reward.,0,247
987,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,247
988,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,247
989,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,248
990,NEW_REWARD,1,Congrats! You just earned a new reward.,0,248
991,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,248
992,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,248
993,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,249
994,NEW_REWARD,1,Congrats! You just earned a new reward.,0,249
995,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,249
996,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,249
997,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,250
998,NEW_REWARD,1,Congrats! You just earned a new reward.,0,250
999,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,250
1000,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,250
1001,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,251
1002,NEW_REWARD,1,Congrats! You just earned a new reward.,0,251
1003,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,251
1004,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,251
1005,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,252
1006,NEW_REWARD,1,Congrats! You just earned a new reward.,0,252
1007,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,252
1008,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,252
1009,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,253
1010,NEW_REWARD,1,Congrats! You just earned a new reward.,0,253
1011,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,253
1012,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,253
1013,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,254
1014,NEW_REWARD,1,Congrats! You just earned a new reward.,0,254
1015,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,254
1016,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,254
1017,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,255
1018,NEW_REWARD,1,Congrats! You just earned a new reward.,0,255
1019,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,255
1020,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,255
1021,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,256
1022,NEW_REWARD,1,Congrats! You just earned a new reward.,0,256
1023,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,256
1024,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,256
1025,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,257
1026,NEW_REWARD,1,Congrats! You just earned a new reward.,0,257
1027,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,257
1028,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,257
1029,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,258
1030,NEW_REWARD,1,Congrats! You just earned a new reward.,0,258
1031,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,258
1032,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,258
1033,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,259
1034,NEW_REWARD,1,Congrats! You just earned a new reward.,0,259
1035,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,259
1036,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,259
1037,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,260
1038,NEW_REWARD,1,Congrats! You just earned a new reward.,0,260
1039,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,260
1040,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,260
1041,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,261
1042,NEW_REWARD,1,Congrats! You just earned a new reward.,0,261
1043,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,261
1044,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,261
1045,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,262
1046,NEW_REWARD,1,Congrats! You just earned a new reward.,0,262
1047,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,262
1048,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,262
1049,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,263
1050,NEW_REWARD,1,Congrats! You just earned a new reward.,0,263
1051,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,263
1052,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,263
1053,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,264
1054,NEW_REWARD,1,Congrats! You just earned a new reward.,0,264
1055,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,264
1056,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,264
1057,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,265
1058,NEW_REWARD,1,Congrats! You just earned a new reward.,0,265
1059,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,265
1060,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,265
1061,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,266
1062,NEW_REWARD,1,Congrats! You just earned a new reward.,0,266
1063,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,266
1064,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,266
1065,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,267
1066,NEW_REWARD,1,Congrats! You just earned a new reward.,0,267
1067,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,267
1068,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,267
1069,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,268
1070,NEW_REWARD,1,Congrats! You just earned a new reward.,0,268
1071,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,268
1072,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,268
1073,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,269
1074,NEW_REWARD,1,Congrats! You just earned a new reward.,0,269
1075,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,269
1076,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,269
1077,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,270
1078,NEW_REWARD,0,Congrats! You just earned a new reward.,0,270
1079,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,270
1080,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,270
1081,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,271
1082,NEW_REWARD,1,Congrats! You just earned a new reward.,0,271
1083,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,271
1084,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,271
1085,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,272
1086,NEW_REWARD,1,Congrats! You just earned a new reward.,0,272
1087,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,272
1088,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,272
1089,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,273
1090,NEW_REWARD,1,Congrats! You just earned a new reward.,0,273
1091,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,273
1092,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,273
1093,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,274
1094,NEW_REWARD,0,Congrats! You just earned a new reward.,0,274
1095,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,274
1096,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,274
1097,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,275
1098,NEW_REWARD,1,Congrats! You just earned a new reward.,0,275
1099,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,275
1100,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,275
1101,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,276
1102,NEW_REWARD,0,Congrats! You just earned a new reward.,0,276
1103,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,276
1104,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,276
1105,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,277
1106,NEW_REWARD,1,Congrats! You just earned a new reward.,0,277
1107,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,277
1108,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,277
1109,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,278
1110,NEW_REWARD,0,Congrats! You just earned a new reward.,0,278
1111,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,278
1112,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,278
1113,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,279
1114,NEW_REWARD,1,Congrats! You just earned a new reward.,0,279
1115,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,279
1116,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,279
1117,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,280
1118,NEW_REWARD,1,Congrats! You just earned a new reward.,0,280
1119,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,280
1120,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,280
1121,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,281
1122,NEW_REWARD,1,Congrats! You just earned a new reward.,0,281
1123,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,281
1124,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,281
1125,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,282
1126,NEW_REWARD,1,Congrats! You just earned a new reward.,0,282
1127,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,282
1128,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,282
1129,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,283
1130,NEW_REWARD,1,Congrats! You just earned a new reward.,0,283
1131,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,283
1132,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,283
1133,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,284
1134,NEW_REWARD,1,Congrats! You just earned a new reward.,0,284
1135,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,284
1136,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,284
1137,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,285
1138,NEW_REWARD,1,Congrats! You just earned a new reward.,0,285
1139,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,285
1140,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,285
1141,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,286
1142,NEW_REWARD,0,Congrats! You just earned a new reward.,0,286
1143,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,286
1144,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,286
