id,type,value,reward_id,business_id,enable,expiresInHours
1273,BIRTHDAY,3,623,181,1,720
1274,TRANSACTION,10,623,181,1,720
1275,BIRTHDAY,5,624,181,1,1440
1276,NEW_CLIENT,2,625,181,1,4320
1277,BIRTHDAY,3,625,181,1,720
1278,TRANSACTION,2,625,181,1,2160
1279,TRANSACTION,5,626,181,1,720
1280,NEW_CLIENT,1,626,181,1,720
1281,BIRTHDAY,3,626,181,1,1440
1282,NEW_CLIENT,5,627,181,1,4320
1283,BIRTHDAY,3,627,181,1,4320
1284,NEW_CLIENT,1,628,182,1,720
1285,TRANSACTION,10,628,182,1,4320
1286,NEW_CLIENT,3,629,182,1,720
1287,BIRTHDAY,2,630,183,1,720
1288,NEW_CLIENT,1,630,183,1,2160
1289,TRANSACTION,3,630,183,1,4320
1290,BIRTHDAY,5,631,183,1,1440
1291,NEW_CLIENT,5,631,183,1,2160
1292,BIRTHDAY,5,632,184,1,2160
1293,NEW_CLIENT,2,632,184,1,2160
1294,TRANSACTION,10,633,184,1,4320
1295,BIRTHDAY,2,633,184,1,4320
1296,NEW_CLIENT,5,633,184,1,2160
1297,TRANSACTION,5,634,185,1,1440
1298,NEW_CLIENT,10,635,185,1,4320
1299,TRANSACTION,1,635,185,1,4320
1300,BIRTHDAY,1,635,185,1,720
1301,BIRTHDAY,5,636,185,1,720
1302,TRANSACTION,10,636,185,1,720
1303,NEW_CLIENT,5,636,185,1,4320
1304,NEW_CLIENT,5,637,185,1,720
1305,TRANSACTION,2,637,185,1,1440
1306,TRANSACTION,3,638,185,1,2160
1307,NEW_CLIENT,1,638,185,1,1440
1308,TRANSACTION,10,639,186,1,4320
1309,NEW_CLIENT,5,639,186,1,720
1310,TRANSACTION,1,640,186,1,2160
1311,TRANSACTION,5,641,186,1,2160
1312,BIRTHDAY,5,641,186,1,2160
1313,NEW_CLIENT,2,641,186,1,2160
1314,TRANSACTION,3,642,186,1,4320
1315,NEW_CLIENT,3,643,186,1,4320
1316,BIRTHDAY,2,643,186,1,2160
1317,TRANSACTION,5,643,186,1,2160
1318,BIRTHDAY,10,644,187,1,4320
1319,NEW_CLIENT,10,644,187,1,2160
1320,BIRTHDAY,2,645,187,1,4320
1321,NEW_CLIENT,2,645,187,1,720
1322,TRANSACTION,5,645,187,1,1440
1323,BIRTHDAY,1,646,187,1,4320
1324,TRANSACTION,3,647,187,1,720
1325,BIRTHDAY,1,647,187,1,720
1326,BIRTHDAY,10,648,188,1,4320
1327,TRANSACTION,5,648,188,1,1440
1328,TRANSACTION,1,649,188,1,1440
1329,NEW_CLIENT,10,649,188,1,4320
1330,BIRTHDAY,1,649,188,1,4320
1331,NEW_CLIENT,10,650,188,1,1440
1332,BIRTHDAY,2,651,188,1,4320
1333,TRANSACTION,1,652,188,1,2160
1334,BIRTHDAY,2,653,189,1,1440
1335,NEW_CLIENT,2,653,189,1,720
1336,TRANSACTION,10,653,189,1,720
1337,NEW_CLIENT,3,654,189,1,1440
1338,TRANSACTION,2,655,190,1,4320
1339,NEW_CLIENT,1,655,190,1,720
1340,BIRTHDAY,1,655,190,1,720
1341,TRANSACTION,2,656,190,1,4320
1342,NEW_CLIENT,5,657,190,1,1440
1343,BIRTHDAY,5,657,190,1,4320
1344,TRANSACTION,3,657,190,1,1440
1345,BIRTHDAY,3,658,190,1,1440
1346,NEW_CLIENT,10,659,191,1,720
1347,BIRTHDAY,1,659,191,1,1440
1348,BIRTHDAY,10,660,191,1,1440
1349,NEW_CLIENT,10,660,191,1,720
1350,TRANSACTION,10,661,192,1,2160
1351,NEW_CLIENT,10,661,192,1,1440
1352,BIRTHDAY,2,661,192,1,2160
1353,NEW_CLIENT,2,662,192,1,2160
1354,TRANSACTION,10,662,192,1,2160
1355,BIRTHDAY,3,662,192,1,2160
1356,BIRTHDAY,1,663,192,1,2160
1357,NEW_CLIENT,1,663,192,1,1440
1358,TRANSACTION,1,663,192,1,1440
1359,NEW_CLIENT,2,664,192,1,4320
1360,TRANSACTION,1,665,193,1,2160
1361,BIRTHDAY,3,665,193,1,1440
1362,TRANSACTION,5,666,193,1,1440
1363,BIRTHDAY,1,667,193,1,720
1364,TRANSACTION,2,667,193,1,2160
1365,BIRTHDAY,5,668,193,1,1440
1366,TRANSACTION,3,668,193,1,1440
1367,NEW_CLIENT,10,668,193,1,1440
1368,NEW_CLIENT,1,669,194,1,1440
1369,BIRTHDAY,10,670,194,1,2160
1370,TRANSACTION,2,670,194,1,2160
1371,NEW_CLIENT,1,670,194,1,4320
1372,NEW_CLIENT,10,671,194,1,2160
1373,TRANSACTION,5,671,194,1,1440
1374,TRANSACTION,3,672,195,1,720
1375,BIRTHDAY,1,673,195,1,1440
1376,NEW_CLIENT,10,673,195,1,1440
1377,NEW_CLIENT,2,674,196,1,4320
1378,TRANSACTION,5,674,196,1,4320
1379,BIRTHDAY,10,675,196,1,1440
1380,NEW_CLIENT,5,675,196,1,1440
1381,TRANSACTION,1,675,196,1,2160
1382,BIRTHDAY,10,676,196,1,4320
1383,NEW_CLIENT,2,676,196,1,2160
1384,TRANSACTION,1,676,196,1,2160
1385,BIRTHDAY,5,677,196,1,720
1386,TRANSACTION,5,677,196,1,1440
1387,NEW_CLIENT,5,677,196,1,4320
1388,BIRTHDAY,5,678,197,1,2160
1389,NEW_CLIENT,1,678,197,1,1440
1390,TRANSACTION,3,678,197,1,4320
1391,TRANSACTION,2,679,197,1,720
1392,BIRTHDAY,2,679,197,1,2160
1393,TRANSACTION,5,680,197,1,2160
1394,NEW_CLIENT,5,680,197,1,1440
1395,BIRTHDAY,1,680,197,1,4320
1396,BIRTHDAY,3,681,197,1,2160
1397,NEW_CLIENT,2,681,197,1,4320
1398,TRANSACTION,2,682,197,1,2160
1399,NEW_CLIENT,5,682,197,1,720
1400,BIRTHDAY,10,683,198,1,4320
1401,NEW_CLIENT,5,683,198,1,4320
1402,BIRTHDAY,3,684,198,1,1440
1403,TRANSACTION,3,684,198,1,2160
1404,NEW_CLIENT,2,684,198,1,2160
1405,NEW_CLIENT,5,685,199,1,2160
1406,BIRTHDAY,2,686,199,1,4320
1407,TRANSACTION,1,687,199,1,720
1408,BIRTHDAY,5,687,199,1,1440
1409,NEW_CLIENT,3,687,199,1,720
1410,BIRTHDAY,5,688,200,1,1440
1411,NEW_CLIENT,3,689,200,1,4320
1412,BIRTHDAY,1,690,200,1,1440
1413,NEW_CLIENT,5,690,200,1,4320
1414,TRANSACTION,3,690,200,1,1440
1415,TRANSACTION,2,691,200,1,4320
1416,BIRTHDAY,10,691,200,1,1440
1417,NEW_CLIENT,3,691,200,1,1440
1418,BIRTHDAY,10,692,201,1,4320
1419,TRANSACTION,3,692,201,1,2160
1420,NEW_CLIENT,3,693,201,1,4320
1421,BIRTHDAY,1,694,201,1,4320
1422,TRANSACTION,2,695,201,1,1440
1423,NEW_CLIENT,2,695,201,1,2160
1424,BIRTHDAY,5,695,201,1,4320
1425,TRANSACTION,3,696,201,1,720
1426,NEW_CLIENT,3,697,202,1,720
1427,TRANSACTION,5,697,202,1,4320
1428,BIRTHDAY,3,698,202,1,1440
1429,NEW_CLIENT,1,698,202,1,1440
1430,TRANSACTION,5,698,202,1,4320
1431,NEW_CLIENT,2,699,202,1,2160
1432,TRANSACTION,3,699,202,1,720
1433,BIRTHDAY,10,699,202,1,1440
1434,BIRTHDAY,3,700,203,1,4320
1435,TRANSACTION,3,700,203,1,720
1436,BIRTHDAY,3,701,203,1,2160
1437,TRANSACTION,5,701,203,1,720
1438,NEW_CLIENT,5,701,203,1,1440
1439,BIRTHDAY,2,702,204,1,2160
1440,NEW_CLIENT,3,703,204,1,2160
1441,BIRTHDAY,2,703,204,1,4320
1442,TRANSACTION,1,703,204,1,2160
1443,TRANSACTION,10,704,204,1,720
1444,NEW_CLIENT,10,704,204,1,1440
1445,BIRTHDAY,3,704,204,1,2160
1446,BIRTHDAY,10,705,205,1,4320
1447,NEW_CLIENT,3,705,205,1,720
1448,TRANSACTION,1,705,205,1,1440
1449,BIRTHDAY,3,706,205,1,720
1450,TRANSACTION,10,706,205,1,720
1451,NEW_CLIENT,1,706,205,1,2160
1452,TRANSACTION,5,707,205,1,2160
1453,NEW_CLIENT,1,707,205,1,2160
1454,BIRTHDAY,10,707,205,1,4320
1455,NEW_CLIENT,10,708,205,1,2160
1456,BIRTHDAY,2,709,205,1,720
1457,NEW_CLIENT,1,709,205,1,2160
1458,TRANSACTION,10,709,205,1,720
1459,NEW_CLIENT,3,710,206,1,4320
1460,NEW_CLIENT,3,711,206,1,1440
1461,BIRTHDAY,2,712,206,1,2160
1462,NEW_CLIENT,2,713,207,1,720
1463,BIRTHDAY,3,713,207,1,1440
1464,TRANSACTION,5,714,207,1,4320
1465,NEW_CLIENT,3,715,207,1,720
1466,BIRTHDAY,3,715,207,1,2160
1467,TRANSACTION,1,716,208,1,2160
1468,NEW_CLIENT,5,717,208,1,1440
1469,BIRTHDAY,1,717,208,1,2160
1470,TRANSACTION,10,717,208,1,2160
1471,NEW_CLIENT,1,718,208,1,4320
1472,TRANSACTION,1,719,208,1,720
1473,BIRTHDAY,1,719,208,1,4320
1474,NEW_CLIENT,3,719,208,1,720
1475,TRANSACTION,2,720,208,1,720
1476,TRANSACTION,3,721,209,1,4320
1477,NEW_CLIENT,2,722,209,1,2160
1478,TRANSACTION,5,722,209,1,2160
1479,BIRTHDAY,10,723,209,1,1440
1480,NEW_CLIENT,1,723,209,1,720
1481,TRANSACTION,2,723,209,1,2160
1482,TRANSACTION,10,724,210,1,2160
1483,NEW_CLIENT,1,725,210,1,720
1484,BIRTHDAY,3,725,210,1,2160
1485,TRANSACTION,10,725,210,1,720
1486,TRANSACTION,2,726,210,1,4320
1487,NEW_CLIENT,10,726,210,1,4320
1488,BIRTHDAY,3,726,210,1,2160
1489,BIRTHDAY,10,727,210,1,2160
1490,TRANSACTION,2,728,210,1,4320
1491,TRANSACTION,2,729,211,1,4320
1492,NEW_CLIENT,10,730,211,1,2160
1493,NEW_CLIENT,10,731,211,1,4320
1494,BIRTHDAY,1,731,211,1,2160
1495,TRANSACTION,1,731,211,1,4320
1496,NEW_CLIENT,1,732,211,1,2160
1497,BIRTHDAY,10,732,211,1,1440
1498,TRANSACTION,5,733,211,1,1440
1499,NEW_CLIENT,10,734,212,1,2160
1500,TRANSACTION,2,734,212,1,1440
1501,NEW_CLIENT,2,735,212,1,720
1502,TRANSACTION,5,735,212,1,4320
1503,BIRTHDAY,10,736,212,1,4320
1504,NEW_CLIENT,1,736,212,1,2160
1505,TRANSACTION,5,736,212,1,720
1506,BIRTHDAY,2,737,212,1,720
1507,BIRTHDAY,5,738,213,1,4320
1508,NEW_CLIENT,3,738,213,1,720
1509,NEW_CLIENT,1,739,213,1,2160
1510,BIRTHDAY,10,739,213,1,4320
1511,NEW_CLIENT,1,740,213,1,4320
1512,TRANSACTION,2,740,213,1,4320
1513,TRANSACTION,10,741,213,1,2160
1514,NEW_CLIENT,5,741,213,1,1440
1515,BIRTHDAY,5,742,213,1,720
1516,NEW_CLIENT,3,742,213,1,2160
1517,TRANSACTION,10,743,214,1,720
1518,NEW_CLIENT,10,743,214,1,1440
1519,TRANSACTION,5,744,214,1,720
1520,BIRTHDAY,3,745,214,1,720
1521,BIRTHDAY,3,746,215,1,4320
1522,TRANSACTION,5,746,215,1,4320
1523,NEW_CLIENT,2,746,215,1,4320
1524,TRANSACTION,1,747,215,1,720
1525,BIRTHDAY,5,747,215,1,720
1526,NEW_CLIENT,5,747,215,1,4320
1527,NEW_CLIENT,3,748,215,1,720
1528,BIRTHDAY,5,748,215,1,720
1529,BIRTHDAY,1,749,215,1,4320
1530,NEW_CLIENT,3,750,216,1,2160
1531,NEW_CLIENT,10,751,216,1,2160
1532,BIRTHDAY,5,751,216,1,1440
1533,TRANSACTION,1,751,216,1,1440
1534,BIRTHDAY,1,752,217,1,2160
1535,NEW_CLIENT,5,752,217,1,4320
1536,TRANSACTION,1,753,217,1,1440
1537,NEW_CLIENT,10,754,218,1,720
1538,TRANSACTION,3,754,218,1,2160
1539,NEW_CLIENT,10,755,218,1,2160
1540,BIRTHDAY,2,755,218,1,2160
1541,TRANSACTION,1,755,218,1,4320
1542,TRANSACTION,2,756,218,1,4320
1543,NEW_CLIENT,3,756,218,1,720
1544,BIRTHDAY,5,757,218,1,1440
1545,TRANSACTION,5,757,218,1,720
1546,NEW_CLIENT,5,757,218,1,2160
1547,TRANSACTION,5,758,219,1,2160
1548,BIRTHDAY,1,758,219,1,1440
1549,NEW_CLIENT,5,759,219,1,4320
1550,TRANSACTION,10,759,219,1,2160
1551,BIRTHDAY,3,759,219,1,720
1552,NEW_CLIENT,3,760,219,1,2160
1553,NEW_CLIENT,5,761,219,1,2160
1554,TRANSACTION,10,761,219,1,1440
1555,NEW_CLIENT,5,762,220,1,720
1556,TRANSACTION,3,763,220,1,2160
1557,BIRTHDAY,10,763,220,1,2160
1558,BIRTHDAY,5,764,221,1,4320
1559,TRANSACTION,1,764,221,1,2160
1560,NEW_CLIENT,3,764,221,1,2160
1561,BIRTHDAY,1,765,221,1,4320
1562,BIRTHDAY,3,766,221,1,1440
1563,TRANSACTION,2,766,221,1,2160
1564,NEW_CLIENT,10,766,221,1,720
1565,BIRTHDAY,1,767,221,1,1440
1566,TRANSACTION,5,767,221,1,4320
1567,BIRTHDAY,10,768,222,1,720
1568,NEW_CLIENT,2,768,222,1,2160
1569,NEW_CLIENT,2,769,222,1,720
1570,BIRTHDAY,2,770,222,1,2160
1571,NEW_CLIENT,1,770,222,1,1440
1572,TRANSACTION,2,770,222,1,720
1573,TRANSACTION,2,771,223,1,4320
1574,BIRTHDAY,2,771,223,1,4320
1575,NEW_CLIENT,3,772,223,1,1440
1576,NEW_CLIENT,3,773,223,1,1440
1577,TRANSACTION,1,774,224,1,1440
1578,NEW_CLIENT,1,774,224,1,1440
1579,BIRTHDAY,10,774,224,1,1440
1580,TRANSACTION,5,775,224,1,2160
1581,BIRTHDAY,5,775,224,1,720
1582,NEW_CLIENT,5,775,224,1,4320
1583,NEW_CLIENT,10,776,224,1,4320
1584,TRANSACTION,5,776,224,1,4320
1585,BIRTHDAY,1,777,224,1,720
1586,TRANSACTION,2,777,224,1,4320
1587,BIRTHDAY,10,778,224,1,1440
1588,BIRTHDAY,10,779,225,1,1440
1589,NEW_CLIENT,5,779,225,1,2160
1590,TRANSACTION,5,779,225,1,2160
1591,TRANSACTION,2,780,225,1,1440
1592,NEW_CLIENT,1,781,225,1,720
1593,TRANSACTION,5,782,225,1,1440
1594,NEW_CLIENT,2,782,225,1,4320
1595,NEW_CLIENT,5,783,226,1,1440
1596,TRANSACTION,2,783,226,1,4320
1597,BIRTHDAY,10,784,226,1,720
1598,TRANSACTION,10,785,226,1,1440
1599,NEW_CLIENT,2,785,226,1,1440
1600,BIRTHDAY,1,786,226,1,1440
1601,BIRTHDAY,10,787,226,1,2160
1602,TRANSACTION,5,787,226,1,2160
1603,TRANSACTION,3,788,227,1,1440
1604,BIRTHDAY,3,788,227,1,2160
1605,NEW_CLIENT,5,788,227,1,1440
1606,NEW_CLIENT,1,789,227,1,720
1607,BIRTHDAY,5,790,227,1,2160
1608,NEW_CLIENT,5,790,227,1,2160
1609,TRANSACTION,3,790,227,1,2160
1610,NEW_CLIENT,1,791,227,1,2160
1611,TRANSACTION,3,791,227,1,2160
1612,TRANSACTION,3,792,227,1,720
1613,BIRTHDAY,3,793,228,1,720
1614,NEW_CLIENT,2,793,228,1,1440
1615,BIRTHDAY,10,794,228,1,720
1616,NEW_CLIENT,5,795,228,1,4320
1617,NEW_CLIENT,2,796,228,1,2160
1618,TRANSACTION,2,796,228,1,4320
1619,NEW_CLIENT,3,797,229,1,4320
1620,NEW_CLIENT,1,798,229,1,1440
1621,TRANSACTION,2,799,229,1,720
1622,NEW_CLIENT,3,799,229,1,4320
1623,BIRTHDAY,5,799,229,1,720
1624,BIRTHDAY,1,800,229,1,720
1625,NEW_CLIENT,3,801,229,1,1440
1626,BIRTHDAY,1,801,229,1,4320
1627,TRANSACTION,5,801,229,1,2160
1628,BIRTHDAY,3,802,230,1,4320
1629,TRANSACTION,5,803,230,1,2160
1630,NEW_CLIENT,1,803,230,1,720
1631,NEW_CLIENT,1,804,230,1,1440
1632,TRANSACTION,3,805,230,1,720
1633,NEW_CLIENT,2,806,231,1,1440
1634,BIRTHDAY,1,806,231,1,720
1635,TRANSACTION,1,806,231,1,4320
1636,BIRTHDAY,3,807,231,1,720
1637,NEW_CLIENT,5,807,231,1,720
1638,NEW_CLIENT,3,808,231,1,4320
1639,TRANSACTION,10,808,231,1,1440
1640,BIRTHDAY,10,809,231,1,1440
1641,TRANSACTION,10,809,231,1,4320
1642,NEW_CLIENT,2,810,232,1,720
1643,TRANSACTION,1,810,232,1,4320
1644,BIRTHDAY,3,811,232,1,720
1645,TRANSACTION,2,812,233,1,2160
1646,NEW_CLIENT,3,812,233,1,4320
1647,BIRTHDAY,5,812,233,1,2160
1648,BIRTHDAY,3,813,233,1,4320
1649,NEW_CLIENT,5,814,233,1,2160
1650,BIRTHDAY,1,814,233,1,4320
1651,TRANSACTION,3,815,234,1,2160
1652,BIRTHDAY,5,816,234,1,2160
1653,NEW_CLIENT,1,817,234,1,720
1654,TRANSACTION,5,818,234,1,720
1655,BIRTHDAY,5,818,234,1,720
1656,NEW_CLIENT,2,818,234,1,1440
1657,BIRTHDAY,3,819,235,1,2160
1658,NEW_CLIENT,2,819,235,1,4320
1659,TRANSACTION,2,819,235,1,2160
1660,TRANSACTION,3,820,235,1,2160
1661,BIRTHDAY,1,820,235,1,4320
1662,NEW_CLIENT,2,820,235,1,4320
1663,BIRTHDAY,5,821,236,1,720
1664,NEW_CLIENT,10,822,236,1,2160
1665,NEW_CLIENT,10,823,237,1,1440
1666,BIRTHDAY,5,823,237,1,4320
1667,TRANSACTION,1,823,237,1,1440
1668,BIRTHDAY,5,824,237,1,1440
1669,TRANSACTION,5,824,237,1,720
1670,NEW_CLIENT,1,824,237,1,720
1671,BIRTHDAY,5,825,238,1,2160
1672,NEW_CLIENT,2,826,238,1,2160
1673,TRANSACTION,5,827,238,1,720
1674,BIRTHDAY,5,827,238,1,720
1675,BIRTHDAY,1,828,238,1,720
1676,NEW_CLIENT,3,829,239,1,1440
1677,TRANSACTION,5,829,239,1,720
1678,NEW_CLIENT,2,830,239,1,1440
1679,BIRTHDAY,1,830,239,1,2160
1680,BIRTHDAY,1,831,239,1,1440
1681,NEW_CLIENT,1,831,239,1,4320
1682,NEW_CLIENT,2,832,239,1,1440
1683,BIRTHDAY,5,832,239,1,720
1684,TRANSACTION,2,832,239,1,1440
1685,NEW_CLIENT,3,833,240,1,1440
1686,TRANSACTION,3,833,240,1,720
1687,TRANSACTION,5,834,240,1,2160
1688,NEW_CLIENT,2,834,240,1,2160
1689,BIRTHDAY,10,834,240,1,1440
1690,BIRTHDAY,2,835,240,1,4320
1691,NEW_CLIENT,3,835,240,1,2160
1692,TRANSACTION,3,836,240,1,4320
1693,NEW_CLIENT,5,836,240,1,1440
1694,BIRTHDAY,2,836,240,1,720
1695,TRANSACTION,10,837,241,1,2160
1696,BIRTHDAY,3,838,241,1,4320
1697,TRANSACTION,10,838,241,1,2160
1698,NEW_CLIENT,2,838,241,1,720
1699,TRANSACTION,5,839,241,1,4320
1700,BIRTHDAY,10,839,241,1,720
1701,NEW_CLIENT,5,839,241,1,4320
1702,TRANSACTION,5,840,241,1,4320
1703,NEW_CLIENT,5,840,241,1,4320
1704,BIRTHDAY,2,841,241,1,1440
1705,BIRTHDAY,10,842,242,1,2160
1706,BIRTHDAY,2,843,242,1,1440
1707,NEW_CLIENT,10,844,243,1,2160
1708,TRANSACTION,10,844,243,1,720
1709,BIRTHDAY,3,844,243,1,4320
1710,TRANSACTION,5,845,243,1,720
1711,BIRTHDAY,10,846,243,1,1440
1712,TRANSACTION,2,846,243,1,720
1713,TRANSACTION,2,847,243,1,720
1714,BIRTHDAY,5,847,243,1,4320
1715,NEW_CLIENT,1,848,243,1,4320
1716,BIRTHDAY,1,849,244,1,720
1717,TRANSACTION,10,849,244,1,720
1718,NEW_CLIENT,3,850,244,1,4320
1719,TRANSACTION,5,850,244,1,2160
1720,NEW_CLIENT,1,851,245,1,1440
1721,BIRTHDAY,1,852,245,1,2160
1722,NEW_CLIENT,2,852,245,1,4320
1723,TRANSACTION,1,852,245,1,1440
1724,NEW_CLIENT,2,853,245,1,1440
1725,BIRTHDAY,2,853,245,1,720
1726,BIRTHDAY,1,854,245,1,720
1727,TRANSACTION,2,855,246,1,720
1728,BIRTHDAY,2,855,246,1,720
1729,NEW_CLIENT,1,855,246,1,2160
1730,TRANSACTION,10,856,246,1,2160
1731,NEW_CLIENT,3,856,246,1,2160
1732,BIRTHDAY,3,856,246,1,2160
1733,TRANSACTION,5,857,246,1,4320
1734,TRANSACTION,5,858,246,1,2160
1735,NEW_CLIENT,2,858,246,1,2160
1736,NEW_CLIENT,2,859,246,1,1440
1737,BIRTHDAY,10,859,246,1,720
1738,TRANSACTION,5,859,246,1,720
1739,TRANSACTION,2,860,247,1,4320
1740,TRANSACTION,2,861,247,1,4320
1741,BIRTHDAY,3,862,248,1,2160
1742,TRANSACTION,1,862,248,1,720
1743,TRANSACTION,5,863,248,1,720
1744,NEW_CLIENT,1,864,248,1,2160
1745,TRANSACTION,3,864,248,1,4320
1746,BIRTHDAY,3,864,248,1,720
1747,BIRTHDAY,3,865,249,1,720
1748,TRANSACTION,1,865,249,1,4320
1749,NEW_CLIENT,10,865,249,1,2160
1750,TRANSACTION,10,866,249,1,4320
1751,BIRTHDAY,1,866,249,1,1440
1752,NEW_CLIENT,1,866,249,1,2160
1753,NEW_CLIENT,5,867,249,1,4320
1754,BIRTHDAY,10,867,249,1,720
1755,NEW_CLIENT,1,868,249,1,720
1756,BIRTHDAY,3,868,249,1,1440
1757,TRANSACTION,5,869,249,1,720
1758,BIRTHDAY,10,870,250,1,4320
1759,BIRTHDAY,1,871,250,1,720
1760,TRANSACTION,3,872,250,1,720
1761,NEW_CLIENT,2,872,250,1,4320
1762,TRANSACTION,2,873,250,1,1440
1763,BIRTHDAY,3,873,250,1,2160
1764,NEW_CLIENT,5,873,250,1,720
1765,BIRTHDAY,5,874,250,1,720
1766,NEW_CLIENT,10,874,250,1,2160
1767,TRANSACTION,2,874,250,1,2160
1768,BIRTHDAY,1,875,251,1,720
1769,NEW_CLIENT,5,875,251,1,720
1770,NEW_CLIENT,10,876,251,1,720
1771,TRANSACTION,10,877,251,1,720
1772,NEW_CLIENT,3,878,251,1,2160
1773,BIRTHDAY,3,878,251,1,1440
1774,TRANSACTION,1,878,251,1,1440
1775,TRANSACTION,1,879,252,1,1440
1776,TRANSACTION,2,880,252,1,2160
1777,BIRTHDAY,10,880,252,1,720
1778,NEW_CLIENT,3,880,252,1,720
1779,NEW_CLIENT,2,881,253,1,720
1780,BIRTHDAY,1,881,253,1,1440
1781,TRANSACTION,10,881,253,1,2160
1782,NEW_CLIENT,10,882,253,1,4320
1783,BIRTHDAY,5,882,253,1,1440
1784,BIRTHDAY,3,883,253,1,4320
1785,TRANSACTION,2,883,253,1,1440
1786,NEW_CLIENT,10,883,253,1,720
1787,BIRTHDAY,3,884,253,1,2160
1788,TRANSACTION,2,885,254,1,720
1789,NEW_CLIENT,3,885,254,1,720
1790,NEW_CLIENT,2,886,254,1,2160
1791,TRANSACTION,5,886,254,1,1440
1792,BIRTHDAY,1,886,254,1,2160
1793,NEW_CLIENT,3,887,254,1,2160
1794,TRANSACTION,2,887,254,1,2160
1795,BIRTHDAY,1,887,254,1,1440
1796,NEW_CLIENT,3,888,254,1,1440
1797,BIRTHDAY,10,888,254,1,720
1798,TRANSACTION,5,888,254,1,720
1799,BIRTHDAY,2,889,255,1,1440
1800,BIRTHDAY,1,890,255,1,4320
1801,BIRTHDAY,5,891,255,1,4320
1802,TRANSACTION,3,891,255,1,2160
1803,NEW_CLIENT,10,892,255,1,4320
1804,BIRTHDAY,2,893,255,1,4320
1805,NEW_CLIENT,5,893,255,1,1440
1806,TRANSACTION,5,893,255,1,1440
1807,BIRTHDAY,5,894,256,1,720
1808,BIRTHDAY,2,895,256,1,2160
1809,TRANSACTION,5,895,256,1,1440
1810,NEW_CLIENT,2,895,256,1,4320
1811,BIRTHDAY,3,896,257,1,720
1812,NEW_CLIENT,5,896,257,1,1440
1813,NEW_CLIENT,1,897,257,1,4320
1814,BIRTHDAY,1,897,257,1,4320
1815,TRANSACTION,1,897,257,1,2160
1816,TRANSACTION,1,898,258,1,2160
1817,BIRTHDAY,5,898,258,1,4320
1818,NEW_CLIENT,3,898,258,1,1440
1819,BIRTHDAY,10,899,258,1,1440
1820,TRANSACTION,3,899,258,1,4320
1821,NEW_CLIENT,1,900,258,1,4320
1822,TRANSACTION,5,901,258,1,2160
1823,BIRTHDAY,2,901,258,1,720
1824,NEW_CLIENT,2,901,258,1,720
1825,NEW_CLIENT,10,902,258,1,2160
1826,TRANSACTION,1,902,258,1,4320
1827,BIRTHDAY,3,903,259,1,720
1828,TRANSACTION,10,903,259,1,720
1829,NEW_CLIENT,2,903,259,1,1440
1830,NEW_CLIENT,3,904,259,1,720
1831,NEW_CLIENT,1,905,259,1,2160
1832,BIRTHDAY,5,905,259,1,2160
1833,BIRTHDAY,5,906,259,1,1440
1834,BIRTHDAY,5,907,260,1,2160
1835,TRANSACTION,1,907,260,1,720
1836,TRANSACTION,3,908,260,1,720
1837,NEW_CLIENT,5,909,260,1,720
1838,BIRTHDAY,2,909,260,1,4320
1839,TRANSACTION,10,909,260,1,720
1840,TRANSACTION,1,910,260,1,2160
1841,NEW_CLIENT,3,910,260,1,2160
1842,BIRTHDAY,5,910,260,1,2160
1843,NEW_CLIENT,3,911,261,1,1440
1844,TRANSACTION,2,911,261,1,2160
1845,TRANSACTION,10,912,261,1,4320
1846,TRANSACTION,10,913,261,1,720
1847,TRANSACTION,5,914,261,1,720
1848,NEW_CLIENT,5,915,262,1,4320
1849,TRANSACTION,3,915,262,1,720
1850,BIRTHDAY,3,915,262,1,2160
1851,NEW_CLIENT,2,916,262,1,4320
1852,TRANSACTION,5,916,262,1,1440
1853,BIRTHDAY,3,917,262,1,720
1854,NEW_CLIENT,5,917,262,1,720
1855,TRANSACTION,2,917,262,1,1440
1856,TRANSACTION,5,918,262,1,720
1857,BIRTHDAY,1,918,262,1,2160
1858,NEW_CLIENT,2,918,262,1,4320
1859,BIRTHDAY,5,919,263,1,2160
1860,TRANSACTION,10,919,263,1,720
1861,NEW_CLIENT,5,919,263,1,2160
1862,TRANSACTION,3,920,263,1,2160
1863,BIRTHDAY,1,920,263,1,720
1864,NEW_CLIENT,3,920,263,1,1440
1865,NEW_CLIENT,10,921,263,1,720
1866,NEW_CLIENT,1,922,264,1,2160
1867,NEW_CLIENT,2,923,264,1,2160
1868,BIRTHDAY,1,923,264,1,1440
1869,TRANSACTION,1,924,265,1,720
1870,NEW_CLIENT,3,924,265,1,4320
1871,BIRTHDAY,3,925,265,1,720
1872,BIRTHDAY,5,926,266,1,1440
1873,TRANSACTION,2,926,266,1,2160
1874,NEW_CLIENT,2,926,266,1,2160
1875,TRANSACTION,3,927,266,1,1440
1876,BIRTHDAY,3,927,266,1,2160
1877,NEW_CLIENT,1,928,266,1,2160
1878,BIRTHDAY,5,929,266,1,1440
1879,TRANSACTION,3,929,266,1,1440
1880,BIRTHDAY,5,930,266,1,720
1881,BIRTHDAY,10,931,267,1,720
1882,NEW_CLIENT,2,932,267,1,4320
1883,TRANSACTION,1,932,267,1,2160
1884,NEW_CLIENT,3,933,267,1,720
1885,NEW_CLIENT,2,934,267,1,2160
1886,TRANSACTION,10,934,267,1,1440
