id,uid,name,slug,loyalty_type,stamps_in_strip,apple_background_color,apple_description,apple_foreground_color,apple_label_color,enroll_logo,apple_pass_icon,apple_pass_strips_folder,apple_back_fields,apple_header_field_label,apple_header_field_value,cardholder_label,max_transaction_amount,tier,active,header_text,max_transaction_amount_per_day,enable_new_transaction_email,apple_pass_icon_rectangle,timezone_id,country_id,require_business_branch_in_form,enable_raffles,card_qr_redirect_url,additional_form_checkbox,can_see_products_analytics,can_see_business_branches_analytics,can_do_exports
254,045b8521,WineCorner,winecorner,STAMPS,10,#1A1A2E,Loyalty card for WineCorner,#FFFFFF,#CCCCCC,assets/logos/winecorner.png,assets/icons/winecorner.png,assets/strips/winecorner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/winecorner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to WineCorner,1000,1,assets/icons/winecorner_rect.png,1,1,0,0,https://luyoa.com/enroll/winecorner,[],0,0,0
255,014f4f60,Fabric House,fabric-house-665,BALANCE,,#F5F5F5,Loyalty card for Fabric House,#FFFFFF,#CCCCCC,assets/logos/fabric-house-665.png,assets/icons/fabric-house-665.png,assets/strips/fabric-house-665/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fabric-house-665""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to Fabric House,5000,1,assets/icons/fabric-house-665_rect.png,3,2,0,1,https://luyoa.com/enroll/fabric-house-665,[],1,1,1
256,65952af9,WineHouse,winehouse-182,STAMPS,6,#0F3460,Loyalty card for WineHouse,#FFFFFF,#CCCCCC,assets/logos/winehouse-182.png,assets/icons/winehouse-182.png,assets/strips/winehouse-182/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/winehouse-182""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,STARTER,1,Welcome to WineHouse,25000,0,assets/icons/winehouse-182_rect.png,3,2,0,1,https://luyoa.com/enroll/winehouse-182,[],0,0,0
257,6466ba60,Shelf Life,shelf-life-107,STATIC,,#F5F5F5,Loyalty card for Shelf Life,#FFFFFF,#CCCCCC,assets/logos/shelf-life-107.png,assets/icons/shelf-life-107.png,assets/strips/shelf-life-107/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/shelf-life-107""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,GROW,1,Welcome to Shelf Life,4000,0,assets/icons/shelf-life-107_rect.png,1,1,1,0,https://luyoa.com/enroll/shelf-life-107,[],1,1,1
258,05ccc37a,PowerHouse,powerhouse-458,BALANCE,,#1A1A2E,Loyalty card for PowerHouse,#FFFFFF,#CCCCCC,assets/logos/powerhouse-458.png,assets/icons/powerhouse-458.png,assets/strips/powerhouse-458/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/powerhouse-458""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to PowerHouse,1000,0,assets/icons/powerhouse-458_rect.png,4,2,1,0,https://luyoa.com/enroll/powerhouse-458,[],1,1,1
259,616be518,Warm Oven,warm-oven-993,BALANCE,,#0F3460,Loyalty card for Warm Oven,#FFFFFF,#CCCCCC,assets/logos/warm-oven-993.png,assets/icons/warm-oven-993.png,assets/strips/warm-oven-993/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/warm-oven-993""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to Warm Oven,1500,1,assets/icons/warm-oven-993_rect.png,1,1,1,0,https://luyoa.com/enroll/warm-oven-993,[],0,0,0
260,987b76e4,The Mat Room,the-mat-room-463,STAMPS,6,#1A1A2E,Loyalty card for The Mat Room,#FFFFFF,#CCCCCC,assets/logos/the-mat-room-463.png,assets/icons/the-mat-room-463.png,assets/strips/the-mat-room-463/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-mat-room-463""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,0,Welcome to The Mat Room,600,0,assets/icons/the-mat-room-463_rect.png,2,2,0,0,https://luyoa.com/enroll/the-mat-room-463,[],1,1,0
261,2e31885f,Iron Club,iron-club,STAMPS,12,#0F3460,Loyalty card for Iron Club,#FFFFFF,#CCCCCC,assets/logos/iron-club.png,assets/icons/iron-club.png,assets/strips/iron-club/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/iron-club""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Iron Club,400,1,assets/icons/iron-club_rect.png,1,1,0,0,https://luyoa.com/enroll/iron-club,[],0,0,0
262,dc391564,The Dough Co,the-dough-co-740,STAMPS,10,#1A1A2E,Loyalty card for The Dough Co,#FFFFFF,#CCCCCC,assets/logos/the-dough-co-740.png,assets/icons/the-dough-co-740.png,assets/strips/the-dough-co-740/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dough-co-740""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,GROW,1,Welcome to The Dough Co,2000,1,assets/icons/the-dough-co-740_rect.png,1,1,1,0,https://luyoa.com/enroll/the-dough-co-740,[],1,1,1
263,acc00fd2,The Bistro,the-bistro-492,BALANCE,,#FFFFFF,Loyalty card for The Bistro,#FFFFFF,#CCCCCC,assets/logos/the-bistro-492.png,assets/icons/the-bistro-492.png,assets/strips/the-bistro-492/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-bistro-492""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,0,Welcome to The Bistro,1000,1,assets/icons/the-bistro-492_rect.png,1,1,0,0,https://luyoa.com/enroll/the-bistro-492,[],1,1,0
264,10fb3d27,Crusty Corner,crusty-corner-94,STAMPS,12,#1A1A2E,Loyalty card for Crusty Corner,#FFFFFF,#CCCCCC,assets/logos/crusty-corner-94.png,assets/icons/crusty-corner-94.png,assets/strips/crusty-corner-94/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/crusty-corner-94""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,STARTER,1,Welcome to Crusty Corner,1500,0,assets/icons/crusty-corner-94_rect.png,1,1,1,0,https://luyoa.com/enroll/crusty-corner-94,[],0,0,0
265,32b70657,FreshMart,freshmart,BALANCE,,#FFFFFF,Loyalty card for FreshMart,#FFFFFF,#CCCCCC,assets/logos/freshmart.png,assets/icons/freshmart.png,assets/strips/freshmart/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/freshmart""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to FreshMart,1000,1,assets/icons/freshmart_rect.png,4,2,0,1,https://luyoa.com/enroll/freshmart,[],0,0,0
266,6faf647f,La Piazza,la-piazza-704,BALANCE,,#2C3E50,Loyalty card for La Piazza,#FFFFFF,#CCCCCC,assets/logos/la-piazza-704.png,assets/icons/la-piazza-704.png,assets/strips/la-piazza-704/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/la-piazza-704""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to La Piazza,6000,1,assets/icons/la-piazza-704_rect.png,1,1,0,0,https://luyoa.com/enroll/la-piazza-704,[],1,1,1
267,eb4719ea,The Bistro,the-bistro-151,BALANCE,,#0F3460,Loyalty card for The Bistro,#FFFFFF,#CCCCCC,assets/logos/the-bistro-151.png,assets/icons/the-bistro-151.png,assets/strips/the-bistro-151/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-bistro-151""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to The Bistro,400,0,assets/icons/the-bistro-151_rect.png,4,2,0,0,https://luyoa.com/enroll/the-bistro-151,[],1,1,1
268,7055e72e,Green Table,green-table-855,BALANCE,,#1A1A2E,Loyalty card for Green Table,#FFFFFF,#CCCCCC,assets/logos/green-table-855.png,assets/icons/green-table-855.png,assets/strips/green-table-855/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/green-table-855""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,GROW,1,Welcome to Green Table,25000,0,assets/icons/green-table-855_rect.png,1,1,0,0,https://luyoa.com/enroll/green-table-855,[],1,1,1
269,7fd0dc2b,WaveRoll,waveroll-940,BALANCE,,#1B4F72,Loyalty card for WaveRoll,#FFFFFF,#CCCCCC,assets/logos/waveroll-940.png,assets/icons/waveroll-940.png,assets/strips/waveroll-940/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/waveroll-940""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to WaveRoll,1000,1,assets/icons/waveroll-940_rect.png,1,1,0,0,https://luyoa.com/enroll/waveroll-940,[],0,0,0
270,eafd6052,MedPlus,medplus-577,BALANCE,,#1A1A2E,Loyalty card for MedPlus,#FFFFFF,#CCCCCC,assets/logos/medplus-577.png,assets/icons/medplus-577.png,assets/strips/medplus-577/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/medplus-577""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to MedPlus,600,1,assets/icons/medplus-577_rect.png,2,2,1,0,https://luyoa.com/enroll/medplus-577,[],1,1,0
271,a518f336,YogaCorner,yogacorner,BALANCE,,#2C3E50,Loyalty card for YogaCorner,#FFFFFF,#CCCCCC,assets/logos/yogacorner.png,assets/icons/yogacorner.png,assets/strips/yogacorner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/yogacorner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to YogaCorner,15000,0,assets/icons/yogacorner_rect.png,1,1,1,0,https://luyoa.com/enroll/yogacorner,[],1,1,0
272,5e593e09,OralFirst,oralfirst-21,BALANCE,,#1A1A2E,Loyalty card for OralFirst,#FFFFFF,#CCCCCC,assets/logos/oralfirst-21.png,assets/icons/oralfirst-21.png,assets/strips/oralfirst-21/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/oralfirst-21""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to OralFirst,3000,0,assets/icons/oralfirst-21_rect.png,1,1,0,0,https://luyoa.com/enroll/oralfirst-21,[],1,1,0
273,b140b1af,The Style Room,the-style-room-620,STATIC,,#F5F5F5,Loyalty card for The Style Room,#FFFFFF,#CCCCCC,assets/logos/the-style-room-620.png,assets/icons/the-style-room-620.png,assets/strips/the-style-room-620/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-style-room-620""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to The Style Room,600,1,assets/icons/the-style-room-620_rect.png,3,2,1,0,https://luyoa.com/enroll/the-style-room-620,[],1,1,0
274,e1be8017,Juice Lab,juice-lab-800,BALANCE,,#2C3E50,Loyalty card for Juice Lab,#FFFFFF,#CCCCCC,assets/logos/juice-lab-800.png,assets/icons/juice-lab-800.png,assets/strips/juice-lab-800/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/juice-lab-800""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,0,Welcome to Juice Lab,10000,0,assets/icons/juice-lab-800_rect.png,3,2,0,0,https://luyoa.com/enroll/juice-lab-800,[],0,0,0
275,b20be4c4,The Dining Room,the-dining-room-844,BALANCE,,#2C3E50,Loyalty card for The Dining Room,#FFFFFF,#CCCCCC,assets/logos/the-dining-room-844.png,assets/icons/the-dining-room-844.png,assets/strips/the-dining-room-844/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dining-room-844""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to The Dining Room,4000,0,assets/icons/the-dining-room-844_rect.png,3,2,0,0,https://luyoa.com/enroll/the-dining-room-844,[],1,1,1
276,00b86659,Align Yoga,align-yoga-359,BALANCE,,#F5F5F5,Loyalty card for Align Yoga,#FFFFFF,#CCCCCC,assets/logos/align-yoga-359.png,assets/icons/align-yoga-359.png,assets/strips/align-yoga-359/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/align-yoga-359""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to Align Yoga,3000,0,assets/icons/align-yoga-359_rect.png,4,2,1,0,https://luyoa.com/enroll/align-yoga-359,[],0,0,0
277,2dfdedc5,VisionFirst,visionfirst,BALANCE,,#1B4F72,Loyalty card for VisionFirst,#FFFFFF,#CCCCCC,assets/logos/visionfirst.png,assets/icons/visionfirst.png,assets/strips/visionfirst/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/visionfirst""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,GROW,1,Welcome to VisionFirst,2500,1,assets/icons/visionfirst_rect.png,2,2,0,1,https://luyoa.com/enroll/visionfirst,[],1,1,1
278,7fb21e7d,Brew & Go,brew-and-go,BALANCE,,#2C3E50,Loyalty card for Brew & Go,#FFFFFF,#CCCCCC,assets/logos/brew-and-go.png,assets/icons/brew-and-go.png,assets/strips/brew-and-go/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/brew-and-go""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to Brew & Go,3000,1,assets/icons/brew-and-go_rect.png,1,1,1,0,https://luyoa.com/enroll/brew-and-go,[],0,0,0
279,779b59d0,FurryFriends,furryfriends-845,BALANCE,,#0F3460,Loyalty card for FurryFriends,#FFFFFF,#CCCCCC,assets/logos/furryfriends-845.png,assets/icons/furryfriends-845.png,assets/strips/furryfriends-845/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/furryfriends-845""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to FurryFriends,10000,1,assets/icons/furryfriends-845_rect.png,1,1,1,0,https://luyoa.com/enroll/furryfriends-845,[],0,0,0
280,05247971,Sunrise Bakery,sunrise-bakery,STAMPS,10,#1B4F72,Loyalty card for Sunrise Bakery,#FFFFFF,#CCCCCC,assets/logos/sunrise-bakery.png,assets/icons/sunrise-bakery.png,assets/strips/sunrise-bakery/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunrise-bakery""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to Sunrise Bakery,5000,1,assets/icons/sunrise-bakery_rect.png,1,1,0,0,https://luyoa.com/enroll/sunrise-bakery,[],0,0,0
281,b8443c87,SipFresh,sipfresh,BALANCE,,#1B4F72,Loyalty card for SipFresh,#FFFFFF,#CCCCCC,assets/logos/sipfresh.png,assets/icons/sipfresh.png,assets/strips/sipfresh/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sipfresh""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to SipFresh,2000,1,assets/icons/sipfresh_rect.png,4,2,1,0,https://luyoa.com/enroll/sipfresh,[],1,1,1
282,5d5ed69d,QuickShine,quickshine,STAMPS,8,#1B4F72,Loyalty card for QuickShine,#FFFFFF,#CCCCCC,assets/logos/quickshine.png,assets/icons/quickshine.png,assets/strips/quickshine/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/quickshine""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to QuickShine,25000,1,assets/icons/quickshine_rect.png,4,2,1,0,https://luyoa.com/enroll/quickshine,[],1,1,0
283,62560082,Tokyo Table,tokyo-table-743,STAMPS,8,#1B4F72,Loyalty card for Tokyo Table,#FFFFFF,#CCCCCC,assets/logos/tokyo-table-743.png,assets/icons/tokyo-table-743.png,assets/strips/tokyo-table-743/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/tokyo-table-743""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to Tokyo Table,3000,0,assets/icons/tokyo-table-743_rect.png,1,1,1,0,https://luyoa.com/enroll/tokyo-table-743,[],0,0,0
284,c876a47d,Book Nook,book-nook,BALANCE,,#1B4F72,Loyalty card for Book Nook,#FFFFFF,#CCCCCC,assets/logos/book-nook.png,assets/icons/book-nook.png,assets/strips/book-nook/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/book-nook""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to Book Nook,1000,0,assets/icons/book-nook_rect.png,1,1,1,0,https://luyoa.com/enroll/book-nook,[],1,1,0
285,0d63600c,PurePress,purepress-892,STAMPS,8,#F5F5F5,Loyalty card for PurePress,#FFFFFF,#CCCCCC,assets/logos/purepress-892.png,assets/icons/purepress-892.png,assets/strips/purepress-892/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/purepress-892""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to PurePress,2500,1,assets/icons/purepress-892_rect.png,3,2,0,0,https://luyoa.com/enroll/purepress-892,[],1,1,0
286,a69014b2,PowerHouse,powerhouse-650,STAMPS,6,#0F3460,Loyalty card for PowerHouse,#FFFFFF,#CCCCCC,assets/logos/powerhouse-650.png,assets/icons/powerhouse-650.png,assets/strips/powerhouse-650/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/powerhouse-650""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to PowerHouse,400,0,assets/icons/powerhouse-650_rect.png,2,2,1,0,https://luyoa.com/enroll/powerhouse-650,[],1,1,0
287,3a6b51e6,HealthStop,healthstop-393,BALANCE,,#FFFFFF,Loyalty card for HealthStop,#FFFFFF,#CCCCCC,assets/logos/healthstop-393.png,assets/icons/healthstop-393.png,assets/strips/healthstop-393/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/healthstop-393""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to HealthStop,1000,1,assets/icons/healthstop-393_rect.png,1,1,0,0,https://luyoa.com/enroll/healthstop-393,[],1,1,0
288,5338ed0e,TheFreshBar,thefreshbar,STAMPS,10,#F5F5F5,Loyalty card for TheFreshBar,#FFFFFF,#CCCCCC,assets/logos/thefreshbar.png,assets/icons/thefreshbar.png,assets/strips/thefreshbar/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/thefreshbar""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to TheFreshBar,5000,1,assets/icons/thefreshbar_rect.png,2,2,0,0,https://luyoa.com/enroll/thefreshbar,[],1,1,0
289,bc4fab76,La Piazza,la-piazza-346,STAMPS,12,#1A1A2E,Loyalty card for La Piazza,#FFFFFF,#CCCCCC,assets/logos/la-piazza-346.png,assets/icons/la-piazza-346.png,assets/strips/la-piazza-346/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/la-piazza-346""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,STARTER,1,Welcome to La Piazza,1500,1,assets/icons/la-piazza-346_rect.png,4,2,0,0,https://luyoa.com/enroll/la-piazza-346,[],0,0,0
290,46568585,ClearVision,clearvision,BALANCE,,#F5F5F5,Loyalty card for ClearVision,#FFFFFF,#CCCCCC,assets/logos/clearvision.png,assets/icons/clearvision.png,assets/strips/clearvision/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/clearvision""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to ClearVision,25000,0,assets/icons/clearvision_rect.png,2,2,1,1,https://luyoa.com/enroll/clearvision,[],0,0,0
291,37aa3f59,Daily Market,daily-market-670,STAMPS,6,#1B4F72,Loyalty card for Daily Market,#FFFFFF,#CCCCCC,assets/logos/daily-market-670.png,assets/icons/daily-market-670.png,assets/strips/daily-market-670/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/daily-market-670""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to Daily Market,600,1,assets/icons/daily-market-670_rect.png,2,2,0,1,https://luyoa.com/enroll/daily-market-670,[],1,1,0
292,17354c91,FreshMart,freshmart-309,BALANCE,,#1B4F72,Loyalty card for FreshMart,#FFFFFF,#CCCCCC,assets/logos/freshmart-309.png,assets/icons/freshmart-309.png,assets/strips/freshmart-309/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/freshmart-309""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to FreshMart,10000,1,assets/icons/freshmart-309_rect.png,4,2,0,0,https://luyoa.com/enroll/freshmart-309,[],0,0,0
293,1dbc989d,Daily Bread,daily-bread-510,BALANCE,,#2C3E50,Loyalty card for Daily Bread,#FFFFFF,#CCCCCC,assets/logos/daily-bread-510.png,assets/icons/daily-bread-510.png,assets/strips/daily-bread-510/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/daily-bread-510""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to Daily Bread,1500,0,assets/icons/daily-bread-510_rect.png,1,1,1,1,https://luyoa.com/enroll/daily-bread-510,[],1,1,0
294,04b24f55,QuickShine,quickshine-705,STAMPS,12,#F5F5F5,Loyalty card for QuickShine,#FFFFFF,#CCCCCC,assets/logos/quickshine-705.png,assets/icons/quickshine-705.png,assets/strips/quickshine-705/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/quickshine-705""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,0,Welcome to QuickShine,5000,0,assets/icons/quickshine-705_rect.png,1,1,0,1,https://luyoa.com/enroll/quickshine-705,[],0,0,0
295,4a130486,YogaSpace,yogaspace-927,BALANCE,,#1B4F72,Loyalty card for YogaSpace,#FFFFFF,#CCCCCC,assets/logos/yogaspace-927.png,assets/icons/yogaspace-927.png,assets/strips/yogaspace-927/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/yogaspace-927""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to YogaSpace,3000,1,assets/icons/yogaspace-927_rect.png,1,1,1,0,https://luyoa.com/enroll/yogaspace-927,[],0,0,0
296,44e2624c,Sunrise Bakery,sunrise-bakery-437,BALANCE,,#FFFFFF,Loyalty card for Sunrise Bakery,#FFFFFF,#CCCCCC,assets/logos/sunrise-bakery-437.png,assets/icons/sunrise-bakery-437.png,assets/strips/sunrise-bakery-437/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunrise-bakery-437""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to Sunrise Bakery,400,0,assets/icons/sunrise-bakery-437_rect.png,3,2,0,1,https://luyoa.com/enroll/sunrise-bakery-437,[],1,1,1
297,7d8c0113,Iron Club,iron-club-382,BALANCE,,#F5F5F5,Loyalty card for Iron Club,#FFFFFF,#CCCCCC,assets/logos/iron-club-382.png,assets/icons/iron-club-382.png,assets/strips/iron-club-382/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/iron-club-382""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to Iron Club,3000,1,assets/icons/iron-club-382_rect.png,3,2,1,0,https://luyoa.com/enroll/iron-club-382,[],1,1,1
298,0b59ee3c,The Mat Room,the-mat-room-713,STAMPS,6,#FFFFFF,Loyalty card for The Mat Room,#FFFFFF,#CCCCCC,assets/logos/the-mat-room-713.png,assets/icons/the-mat-room-713.png,assets/strips/the-mat-room-713/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-mat-room-713""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to The Mat Room,2500,1,assets/icons/the-mat-room-713_rect.png,2,2,1,0,https://luyoa.com/enroll/the-mat-room-713,[],1,1,0
299,0a852438,The Tech Store,the-tech-store-495,BALANCE,,#FFFFFF,Loyalty card for The Tech Store,#FFFFFF,#CCCCCC,assets/logos/the-tech-store-495.png,assets/icons/the-tech-store-495.png,assets/strips/the-tech-store-495/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-tech-store-495""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to The Tech Store,6000,0,assets/icons/the-tech-store-495_rect.png,1,1,0,0,https://luyoa.com/enroll/the-tech-store-495,[],0,0,0
