A,B
78572,390341
78573,390342
78574,390327
78575,390332
78576,390308
78577,390290
78578,390348
78579,390357
78580,390349
78581,390347
78582,390358
78583,390347
78584,390348
78585,390369
78586,390364
78587,390365
78588,390378
78589,390377
78590,390376
78591,390479
78592,390498
78593,390495
78594,390483
78595,390502
78596,390484
78597,390496
78598,390503
78599,390505
78600,390483
78601,390516
78602,390509
78603,390514
78604,390507
78605,390516
78606,390521
78607,390507
78608,390527
78609,390529
78610,390528
78611,390526
78612,390531
78613,390589
78614,390560
78615,390581
78616,390582
78617,390585
78618,390578
78619,390544
78620,390562
78621,390558
78622,390572
78623,390590
78624,390595
78625,390590
78626,390546
78627,390581
78628,390610
78629,390607
78630,390626
78631,390610
78632,390619
78633,390625
78634,390608
78635,390624
78636,390611
78637,390609
78638,390619
78639,390652
78640,390651
78641,390648
78642,390650
78643,390644
78644,390676
78645,390675
78646,390669
78647,390686
78648,390681
78649,390686
78650,390701
78651,390703
78652,390709
78653,390717
78654,390718
78655,390736
78656,390723
78657,390775
78658,390779
78659,390765
78660,390779
78661,390782
78662,390767
78663,390821
78664,390797
78665,390818
78666,390806
78667,390804
78668,390840
78669,390849
78670,390843
78671,390859
78672,390852
78673,390876
78674,390898
78675,390930
78676,390919
78677,390914
78678,390899
78679,390921
78680,390916
78681,390907
78682,390911
78683,390916
78684,390907
78685,390949
78686,390953
78687,390959
78688,390966
78689,390976
78690,390974
78691,391010
78692,391007
78693,390982
78694,391001
78695,391008
78696,391056
78697,390981
78698,390995
78699,391008
78700,391028
78701,391013
78702,391052
78703,391016
78704,391063
78705,391128
78706,391072
78707,391098
78708,391105
78709,391093
78710,391086
78711,391124
78712,391077
78713,391113
78714,391099
78715,391066
78716,391078
78717,391062
78718,391085
78719,391068
78720,391122
78721,391096
78722,391085
78723,391062
78724,391060
78725,391078
78726,391117
78727,391096
78728,391114
78729,391069
78730,391065
78731,391075
78732,391095
78733,391074
78734,391136
78735,391136
78736,391135
78737,391221
78738,391159
78739,391209
78740,391187
78741,391174
78742,391180
78743,391206
78744,391193
78745,391209
78746,391196
78747,391221
78748,391181
78749,391185
78750,391173
78751,391151
78752,391217
78753,391184
78754,391188
78755,391180
78756,391189
78757,391210
78758,391145
78759,391206
78760,391230
78761,391291
78762,391263
78763,391263
78764,391270
78765,391295
78766,391287
78767,391273
78768,391299
78769,391266
78770,391273
78771,391340
78772,391306
78773,391356
78774,391304
78775,391308
78776,391320
78777,391354
78778,391308
78779,391362
78780,391379
78781,391374
78782,391364
78783,391375
78784,391372
78785,391383
78786,391455
78787,391424
78788,391429
78789,391408
78790,391442
78791,391472
78792,391517
78793,391525
78794,391565
78795,391566
78796,391561
78797,391537
78798,391523
78799,391523
78800,391517
78801,391519
78802,391544
78803,391556
78804,391560
78805,391546
78806,391535
78807,391518
78808,391584
78809,391534
78810,391567
78811,391532
78812,391522
78813,391577
78814,391589
78815,391589
78816,391596
78817,391602
78818,391596
78819,391596
78820,391595
78821,391618
78822,391625
78823,391625
78824,391627
78825,391697
78826,391667
78827,391690
78828,391704
78829,391751
78830,391756
78831,391756
78832,391759
78833,391779
78834,391778
78835,391770
78836,391779
78837,391779
78838,391764
78839,391777
78840,391783
78841,391780
78842,391861
78843,391867
78844,391851
78845,391862
78846,391851
78847,391859
78848,391865
78849,391870
78850,391870
78851,391899
78852,392013
78853,391989
78854,391975
78855,392001
78856,392005
78857,391974
78858,392014
78859,391968
78860,391964
78861,391969
78862,392007
78863,391981
78864,391981
78865,392005
78866,391966
78867,391982
78868,392005
78869,392001
78870,391995
78871,391958
78872,392032
78873,392025
78874,392069
78875,392085
78876,392081
78877,392076
78878,392065
78879,392038
78880,392096
78881,392068
78882,392073
78883,392080
78884,392061
78885,392065
78886,392083
78887,392062
78888,392099
78889,392073
78890,392072
78891,392057
78892,392105
78893,392045
78894,392049
78895,392102
78896,392058
78897,392102
78898,392043
78899,392093
78900,392066
78901,392109
78902,392041
78903,392097
78904,392135
78905,392134
78906,392141
78907,392137
78908,392136
78909,392126
78910,392168
78911,392163
78912,392162
78913,392160
78914,392155
78915,392150
78916,392180
78917,392181
78918,392180
78919,392170
78920,392174
78921,392185
78922,392180
78923,392177
78924,392202
78925,392207
78926,392208
78927,392211
78928,392261
78929,392218
78930,392255
78931,392217
78932,392224
78933,392223
78934,392247
78935,392248
78936,392246
78937,392261
78938,392228
78939,392265
78940,392270
78941,392294
78942,392330
78943,392324
78944,392342
78945,392329
78946,392329
78947,392344
78948,392341
78949,392301
78950,392324
78951,392344
78952,392327
78953,392305
78954,392305
78955,392338
78956,392305
78957,392328
78958,392341
78959,392339
78960,392330
78961,392353
78962,392429
78963,392403
78964,392389
78965,392406
78966,392427
78967,392423
78968,392426
78969,392376
78970,392371
78971,392418
78972,392431
78973,392414
78974,392404
78975,392376
78976,392393
78977,392430
78978,392381
78979,392406
78980,392416
78981,392432
78982,392366
78983,392421
78984,392387
78985,392405
78986,392371
78987,392441
78988,392513
78989,392458
78990,392513
78991,392476
78992,392470
78993,392518
78994,392507
78995,392503
78996,392510
78997,392521
78998,392499
78999,392494
79000,392496
79001,392487
79002,392448
79003,392509
79004,392510
79005,392458
79006,392470
79007,392515
79008,392496
79009,392446
79010,392520
79011,392521
79012,392470
79013,392459
79014,392471
79015,392477
79016,392521
79017,392449
79018,392507
79019,392534
79020,392538
79021,392550
79022,392530
79023,392544
79024,392551
79025,392549
79026,392539
79027,392550
79028,392551
79029,392555
79030,392560
79031,392555
79032,392576
79033,392581
79034,392581
79035,392563
79036,392553
79037,392569
79038,392552
79039,392561
79040,392576
79041,392584
79042,392563
79043,392572
79044,392555
79045,392590
79046,392639
79047,392612
79048,392614
79049,392636
79050,392636
79051,392640
79052,392622
79053,392625
79054,392632
79055,392637
79056,392632
79057,392622
79058,392666
79059,392654
79060,392672
79061,392658
79062,392661
79063,392687
79064,392675
79065,392660
79066,392689
79067,392743
79068,392721
79069,392712
79070,392701
79071,392726
79072,392724
79073,392704
79074,392759
79075,392740
79076,392710
79077,392754
79078,392729
79079,392714
79080,392735
79081,392731
79082,392735
79083,392761
79084,392761
79085,392765
79086,392734
79087,392724
79088,392727
79089,392819
79090,392826
79091,392803
79092,392824
79093,392776
79094,392791
79095,392793
79096,392796
79097,392813
79098,392816
79099,392797
79100,392791
79101,392800
79102,392772
79103,392799
79104,392824
79105,392792
79106,392777
79107,392817
79108,392782
79109,392785
79110,392775
79111,392834
79112,392835
79113,392839
79114,392847
79115,392861
79116,392858
79117,392860
79118,392857
79119,392863
79120,392862
79121,392856
79122,392862
79123,392882
79124,392888
79125,392874
79126,392894
79127,392881
79128,392887
79129,392876
79130,392918
79131,392929
79132,392922
79133,392923
79134,392928
79135,392930
79136,392958
79137,392934
79138,392934
79139,392964
79140,392938
79141,392951
79142,392943
79143,392932
79144,392946
79145,392932
79146,392936
79147,392935
79148,392934
79149,392971
79150,392973
79151,392965
79152,392990
79153,393055
79154,393059
79155,393010
79156,393060
79157,393021
79158,393007
79159,393033
79160,393029
79161,393025
79162,393050
79163,393005
79164,393024
79165,393009
79166,393032
79167,393028
79168,393056
79169,393017
79170,393032
79171,393033
79172,393059
79173,393120
79174,393067
79175,393083
79176,393069
79177,393103
79178,393113
79179,393102
79180,393089
79181,393086
79182,393107
79183,393117
79184,393111
79185,393077
79186,393109
79187,393111
79188,393069
79189,393077
79190,393076
79191,393069
79192,393086
79193,393067
79194,393115
79195,393100
79196,393166
79197,393145
79198,393151
79199,393134
79200,393174
79201,393137
79202,393139
79203,393148
79204,393153
79205,393152
79206,393174
79207,393135
79208,393159
79209,393174
79210,393135
79211,393182
79212,393181
79213,393184
79214,393193
79215,393186
79216,393191
79217,393190
79218,393208
79219,393253
79220,393253
79221,393258
79222,393264
79223,393218
79224,393235
79225,393212
79226,393243
79227,393243
79228,393225
79229,393248
79230,393263
79231,393240
79232,393250
79233,393217
79234,393225
79235,393235
79236,393250
79237,393269
79238,393256
79239,393240
79240,393234
79241,393262
79242,393247
79243,393231
79244,393252
79245,393221
79246,393222
79247,393244
79248,393294
79249,393282
79250,393315
79251,393310
79252,393278
79253,393280
79254,393309
79255,393311
79256,393286
79257,393293
79258,393306
79259,393302
79260,393312
79261,393285
79262,393278
79263,393287
79264,393314
79265,393313
79266,393340
79267,393335
79268,393385
79269,393396
79270,393412
79271,393405
79272,393429
79273,393427
79274,393409
79275,393405
79276,393433
79277,393438
79278,393438
79279,393431
79280,393442
79281,393459
79282,393443
79283,393445
79284,393457
79285,393461
79286,393441
79287,393444
79288,393450
79289,393493
79290,393513
79291,393464
79292,393501
79293,393486
79294,393472
79295,393516
79296,393510
79297,393523
79298,393536
79299,393489
79300,393463
79301,393476
79302,393510
79303,393481
79304,393477
79305,393529
79306,393491
79307,393492
79308,393485
79309,393469
79310,393472
79311,393469
79312,393487
79313,393518
79314,393498
79315,393503
79316,393488
79317,393474
79318,393474
79319,393538
79320,393549
79321,393548
79322,393548
79323,393545
79324,393629
79325,393591
79326,393621
79327,393565
79328,393606
79329,393575
79330,393588
79331,393570
79332,393591
79333,393578
79334,393573
79335,393621
79336,393624
79337,393601
79338,393621
79339,393626
79340,393624
79341,393562
79342,393622
79343,393566
79344,393572
79345,393643
79346,393670
79347,393690
79348,393707
79349,393687
79350,393694
79351,393710
79352,393705
79353,393720
79354,393721
79355,393723
79356,393735
79357,393744
79358,393752
79359,393738
79360,393753
79361,393753
79362,393745
79363,393745
79364,393740
79365,393769
79366,393829
79367,393819
79368,393823
79369,393799
79370,393775
79371,393817
79372,393811
79373,393874
79374,393914
79375,393879
79376,393905
79377,393907
79378,393908
79379,393910
79380,393873
79381,393884
79382,393888
79383,393905
79384,393922
79385,393914
79386,393898
79387,393899
79388,393893
79389,393921
79390,393875
79391,393879
79392,393907
79393,393924
79394,393952
79395,393953
79396,393955
79397,393958
79398,393966
79399,393971
79400,393971
79401,393983
79402,393973
79403,393972
79404,393989
79405,394009
79406,394005
79407,394018
79408,394011
79409,394007
79410,394027
79411,394026
79412,394026
79413,394037
79414,394056
79415,394075
79416,394034
79417,394070
79418,394061
79419,394045
79420,394052
79421,394030
79422,394060
79423,394049
79424,394047
79425,394062
79426,394042
79427,394079
79428,394090
79429,394103
79430,394092
79431,394152
79432,394127
79433,394106
79434,394145
79435,394151
79436,394123
79437,394146
79438,394141
79439,394129
79440,394113
79441,394107
79442,394115
79443,394134
79444,394122
79445,394132
79446,394142
79447,394138
79448,394106
79449,394153
79450,394126
79451,394117
79452,394114
79453,394113
79454,394098
79455,394099
79456,394191
79457,394175
79458,394209
79459,394203
79460,394214
79461,394210
79462,394223
79463,394225
79464,394219
79465,394223
79466,394219
79467,394234
79468,394238
79469,394238
79470,394244
79471,394252
79472,394279
79473,394265
79474,394285
79475,394294
79476,394274
79477,394301
79478,394305
79479,394277
79480,394299
79481,394306
79482,394319
79483,394333
79484,394323
79485,394345
79486,394316
79487,394334
79488,394335
79489,394312
79490,394344
79491,394312
79492,394337
79493,394341
79494,394367
79495,394365
79496,394364
79497,394390
79498,394382
79499,394383
79500,394375
79501,394396
79502,394402
79503,394402
79504,394426
79505,394432
79506,394442
79507,394435
79508,394441
79509,394486
79510,394493
79511,394450
79512,394488
79513,394456
79514,394473
79515,394450
79516,394463
79517,394471
79518,394452
79519,394457
79520,394491
79521,394491
79522,394461
79523,394478
79524,394458
79525,394462
79526,394467
79527,394495
79528,394474
79529,394512
79530,394510
79531,394518
79532,394507
79533,394528
79534,394524
79535,394523
79536,394533
79537,394531
79538,394546
79539,394544
79540,394556
79541,394558
79542,394569
79543,394555
79544,394566
79545,394581
79546,394600
79547,394600
79548,394592
79549,394605
79550,394601
79551,394590
79552,394594
79553,394584
79554,394596
79555,394628
79556,394612
79557,394608
79558,394654
79559,394606
79560,394634
79561,394617
79562,394664
79563,394651
79564,394644
79565,394656
79566,394647
79567,394645
79568,394624
79569,394669
79570,394691
79571,394688
79572,394696
79573,394707
79574,394707
79575,394723
79576,394736
79577,394737
79578,394761
79579,394762
79580,394744
79581,394734
79582,394770
79583,394731
79584,394763
79585,394771
79586,394787
79587,394785
79588,394771
79589,394778
79590,394774
79591,394774
79592,394790
79593,394830
79594,394824
79595,394811
79596,394844
79597,394852
79598,394859
79599,394852
79600,394850
79601,394862
79602,394839
79603,394846
79604,394853
79605,394851
79606,394860
79607,394871
79608,394883
79609,394895
79610,394879
79611,394887
79612,394891
79613,394885
79614,394880
79615,394889
79616,394906
79617,394933
79618,394931
79619,394934
79620,394977
79621,394987
79622,394951
79623,394960
79624,395023
79625,395028
79626,395049
79627,395099
79628,395052
79629,395051
79630,395053
79631,395083
79632,395089
79633,395093
79634,395064
79635,395063
79636,395073
79637,395091
79638,395103
79639,395074
79640,395041
79641,395081
79642,395108
79643,395057
79644,395053
79645,395078
79646,395098
79647,395085
79648,395071
79649,395100
79650,395046
79651,395110
79652,395071
79653,395095
79654,395052
79655,395073
79656,395120
79657,395129
79658,395148
79659,395146
79660,395149
79661,395186
79662,395173
79663,395187
79664,395184
79665,395152
79666,395177
79667,395159
79668,395178
79669,395152
79670,395184
79671,395189
79672,395153
79673,395157
79674,395197
79675,395226
79676,395221
79677,395243
79678,395256
79679,395269
79680,395256
79681,395235
79682,395241
79683,395279
79684,395260
79685,395271
79686,395255
79687,395254
79688,395261
79689,395271
79690,395232
79691,395262
79692,395261
79693,395242
79694,395315
79695,395299
79696,395301
79697,395328
79698,395298
79699,395323
79700,395316
79701,395307
79702,395292
79703,395317
79704,395316
79705,395301
79706,395349
79707,395356
79708,395336
79709,395352
79710,395351
79711,395335
79712,395339
79713,395360
79714,395356
79715,395370
79716,395343
79717,395360
79718,395342
79719,395351
79720,395362
79721,395346
79722,395377
79723,395383
79724,395379
79725,395384
79726,395390
79727,395387
79728,395403
79729,395413
79730,395387
79731,395418
79732,395418
79733,395426
79734,395389
79735,395446
79736,395480
79737,395461
79738,395458
79739,395471
79740,395480
79741,395473
79742,395462
79743,395479
79744,395437
79745,395481
79746,395478
79747,395468
79748,395478
79749,395456
79750,395463
79751,395483
79752,395453
79753,395439
79754,395435
79755,395469
79756,395451
79757,395485
79758,395513
79759,395496
79760,395505
79761,395492
79762,395504
79763,395498
79764,395511
79765,395494
79766,395511
79767,395553
79768,395525
79769,395558
79770,395515
79771,395593
79772,395521
79773,395587
79774,395566
79775,395532
79776,395572
79777,395560
79778,395517
79779,395606
79780,395611
79781,395621
79782,395643
79783,395619
79784,395621
79785,395615
79786,395644
79787,395626
79788,395644
79789,395629
79790,395656
79791,395662
79792,395662
79793,395666
79794,395672
79795,395678
79796,395683
79797,395695
79798,395689
79799,395695
79800,395700
79801,395717
79802,395719
79803,395698
79804,395710
79805,395699
79806,395702
79807,395778
79808,395772
79809,395765
79810,395739
79811,395743
79812,395755
79813,395782
79814,395765
79815,395751
79816,395749
79817,395795
79818,395810
79819,395803
79820,395858
79821,395857
79822,395857
79823,395824
79824,395834
79825,395820
79826,395846
79827,395865
79828,395821
79829,395867
79830,395837
79831,395834
79832,395909
79833,395910
79834,395906
79835,395893
79836,395910
79837,395904
79838,395917
79839,395902
79840,395893
79841,395892
79842,395921
79843,395908
79844,395918
79845,395900
79846,395917
79847,395931
79848,395925
79849,395926
79850,395947
79851,395963
79852,395963
79853,395961
79854,395982
79855,395976
79856,395980
79857,395974
79858,396023
79859,396037
79860,396002
79861,396037
79862,396033
79863,396003
79864,396027
79865,396009
79866,396009
79867,396010
79868,396033
79869,396023
79870,396023
79871,396010
79872,396052
79873,396044
79874,396048
79875,396047
79876,396072
79877,396065
79878,396069
79879,396077
79880,396079
79881,396085
79882,396081
79883,396112
79884,396101
79885,396102
79886,396105
79887,396106
79888,396115
79889,396115
79890,396151
79891,396168
79892,396143
79893,396136
79894,396125
79895,396136
79896,396179
79897,396173
79898,396170
79899,396157
79900,396193
79901,396205
79902,396195
79903,396200
79904,396199
79905,396200
79906,396211
79907,396228
79908,396232
79909,396261
79910,396259
79911,396260
79912,396248
79913,396242
79914,396275
79915,396268
79916,396274
79917,396290
79918,396288
79919,396264
79920,396281
79921,396263
79922,396280
79923,396284
79924,396290
79925,396291
79926,396294
79927,396311
79928,396321
79929,396308
79930,396312
79931,396315
79932,396324
79933,396329
79934,396368
79935,396351
79936,396371
79937,396348
79938,396356
79939,396362
79940,396349
79941,396362
79942,396367
79943,396349
79944,396367
79945,396355
79946,396355
79947,396388
79948,396380
79949,396379
79950,396388
79951,396416
79952,396415
79953,396406
79954,396411
79955,396420
79956,396403
79957,396431
79958,396450
79959,396430
79960,396437
79961,396484
79962,396430
79963,396478
79964,396469
79965,396456
79966,396424
79967,396468
79968,396485
79969,396440
79970,396440
79971,396468
79972,396442
79973,396435
79974,396422
79975,396495
79976,396488
79977,396499
79978,396527
79979,396496
79980,396520
79981,396488
79982,396491
79983,396556
79984,396542
79985,396552
79986,396556
79987,396545
79988,396537
79989,396550
79990,396551
79991,396566
79992,396571
79993,396568
79994,396569
79995,396563
79996,396571
79997,396568
79998,396563
79999,396589
80000,396623
80001,396599
80002,396602
80003,396606
80004,396596
80005,396613
80006,396615
80007,396606
80008,396619
80009,396603
80010,396642
80011,396636
80012,396638
80013,396634
80014,396628
80015,396650
80016,396664
80017,396666
80018,396699
80019,396736
80020,396692
80021,396720
80022,396697
80023,396706
80024,396705
80025,396708
80026,396685
80027,396740
80028,396733
80029,396715
80030,396712
80031,396678
80032,396695
80033,396710
80034,396714
80035,396715
80036,396700
80037,396674
80038,396685
80039,396733
80040,396668
80041,396793
80042,396787
80043,396759
80044,396805
80045,396745
80046,396764
80047,396743
80048,396776
80049,396759
80050,396819
80051,396777
80052,396768
80053,396754
80054,396749
80055,396775
80056,396803
80057,396766
80058,396827
80059,396834
80060,396826
80061,396829
80062,396822
80063,396838
80064,396843
80065,396847
80066,396854
80067,396850
80068,396865
80069,396865
80070,396851
80071,396868
80072,396872
80073,396854
80074,396863
80075,396852
80076,396928
80077,396897
80078,396958
80079,396894
80080,396882
80081,396885
80082,396924
80083,396907
80084,396948
80085,396940
80086,396906
80087,396922
80088,396882
80089,396991
80090,396987
80091,396983
80092,396991
80093,396975
80094,397005
80095,397003
80096,397028
80097,397047
80098,397025
80099,397015
80100,397017
80101,397077
80102,397114
80103,397117
80104,397092
80105,397122
80106,397096
80107,397124
80108,397117
80109,397119
80110,397115
80111,397139
80112,397132
80113,397136
80114,397133
80115,397132
80116,397155
80117,397149
80118,397174
80119,397169
80120,397166
80121,397175
80122,397170
80123,397180
80124,397197
80125,397225
80126,397227
80127,397221
80128,397230
80129,397221
80130,397218
80131,397217
80132,397242
80133,397241
80134,397247
80135,397249
80136,397249
80137,397249
80138,397261
80139,397260
80140,397284
80141,397328
80142,397309
80143,397312
80144,397336
80145,397296
80146,397345
80147,397342
80148,397358
80149,397366
80150,397368
80151,397370
80152,397390
80153,397383
80154,397379
80155,397391
80156,397389
80157,397396
80158,397398
80159,397411
80160,397451
80161,397450
80162,397470
80163,397461
80164,397459
80165,397419
80166,397424
80167,397425
80168,397470
80169,397472
80170,397434
80171,397477
80172,397469
80173,397469
80174,397483
80175,397493
80176,397496
80177,397515
80178,397582
80179,397541
80180,397553
80181,397573
80182,397533
80183,397526
80184,397533
80185,397553
80186,397533
80187,397542
80188,397573
80189,397534
80190,397522
80191,397547
80192,397539
80193,397552
80194,397583
80195,397554
80196,397548
80197,397553
80198,397561
80199,397575
80200,397567
80201,397599
80202,397598
80203,397624
80204,397616
80205,397618
80206,397618
80207,397607
80208,397608
80209,397636
80210,397674
80211,397649
80212,397671
80213,397647
80214,397657
80215,397647
80216,397651
80217,397658
80218,397655
80219,397668
80220,397673
80221,397659
80222,397659
80223,397651
80224,397685
80225,397711
80226,397758
80227,397765
80228,397753
80229,397742
80230,397764
80231,397762
80232,397736
80233,397755
80234,397762
80235,397710
80236,397742
80237,397769
80238,397726
80239,397753
80240,397754
80241,397761
80242,397760
80243,397744
80244,397768
80245,397688
80246,397700
80247,397746
80248,397770
80249,397713
80250,397702
80251,397744
80252,397690
80253,397706
80254,397738
80255,397797
80256,397825
80257,397850
80258,397835
80259,397857
80260,397849
80261,397792
80262,397801
80263,397827
80264,397857
80265,397836
80266,397793
80267,397827
80268,397860
80269,397845
80270,397859
80271,397848
80272,397815
80273,397873
80274,397894
80275,397897
80276,397911
80277,397905
80278,397899
80279,397898
80280,397885
80281,397907
80282,397895
80283,397883
80284,397887
80285,397885
80286,397907
80287,397889
80288,397937
80289,397949
80290,397959
80291,397965
80292,397986
80293,397977
80294,397977
80295,397991
80296,398020
80297,398008
80298,398039
80299,398013
80300,398046
80301,398009
80302,398067
80303,398027
80304,398019
80305,398023
80306,398043
80307,398019
80308,397997
80309,398042
80310,398037
80311,398011
80312,398004
80313,398010
80314,398028
80315,398033
80316,398002
80317,398001
80318,398034
80319,398014
80320,398056
80321,398021
80322,398071
80323,398145
80324,398123
80325,398119
80326,398082
80327,398137
80328,398129
80329,398128
80330,398075
80331,398085
80332,398084
80333,398100
80334,398119
80335,398128
80336,398089
80337,398110
80338,398141
80339,398107
80340,398124
80341,398149
80342,398121
80343,398142
80344,398086
80345,398147
80346,398095
80347,398159
80348,398163
80349,398173
80350,398171
80351,398187
80352,398181
80353,398171
80354,398169
80355,398186
80356,398175
80357,398181
80358,398173
80359,398200
80360,398216
80361,398222
80362,398227
80363,398262
80364,398256
80365,398252
80366,398248
80367,398244
80368,398251
80369,398248
80370,398258
80371,398253
80372,398281
80373,398298
80374,398309
80375,398283
80376,398282
80377,398311
80378,398294
80379,398266
80380,398296
80381,398280
80382,398317
80383,398264
80384,398302
80385,398284
80386,398271
80387,398287
80388,398266
80389,398270
80390,398324
80391,398338
80392,398333
80393,398338
80394,398331
80395,398347
80396,398359
80397,398357
80398,398358
80399,398354
80400,398366
80401,398389
80402,398401
80403,398401
80404,398385
80405,398394
80406,398377
80407,398374
80408,398395
80409,398389
80410,398404
80411,398408
80412,398420
80413,398447
80414,398427
80415,398438
80416,398425
80417,398422
80418,398522
80419,398483
80420,398499
80421,398498
80422,398515
80423,398492
80424,398498
80425,398475
80426,398518
80427,398459
80428,398475
80429,398554
80430,398572
80431,398568
80432,398572
80433,398572
80434,398577
80435,398590
80436,398580
80437,398629
80438,398622
80439,398628
80440,398638
80441,398634
80442,398623
80443,398662
80444,398664
80445,398679
80446,398663
80447,398653
80448,398678
80449,398665
80450,398653
80451,398664
80452,398665
80453,398708
80454,398710
80455,398694
80456,398714
80457,398718
80458,398717
80459,398687
80460,398716
80461,398710
80462,398695
80463,398698
80464,398711
80465,398699
80466,398717
80467,398709
80468,398707
80469,398706
80470,398768
80471,398793
80472,398780
80473,398754
80474,398794
80475,398776
80476,398817
80477,398758
80478,398811
80479,398747
80480,398832
80481,398837
80482,398834
80483,398845
80484,398838
80485,398841
80486,398862
80487,398876
80488,398875
80489,398905
80490,398940
80491,398904
80492,398939
80493,398917
80494,398895
80495,398929
80496,398924
80497,398944
80498,398953
80499,398926
80500,398927
80501,398915
80502,398937
80503,398927
80504,398893
80505,398925
80506,398897
80507,398905
80508,398933
80509,398941
80510,398935
80511,398957
80512,398988
80513,398990
80514,398981
80515,398979
80516,398985
80517,398979
80518,398980
80519,398978
80520,398969
80521,398967
80522,398966
80523,398986
80524,399004
80525,399005
80526,399037
80527,399016
80528,399040
80529,399012
80530,399035
80531,399010
80532,399025
80533,399039
80534,399016
80535,399021
80536,399005
80537,399040
80538,398999
80539,399004
80540,399019
80541,399043
80542,399059
80543,399061
80544,399064
80545,399057
80546,399137
80547,399144
80548,399166
80549,399178
80550,399184
80551,399216
80552,399255
80553,399234
80554,399258
80555,399222
80556,399243
80557,399264
80558,399244
80559,399255
80560,399223
80561,399243
80562,399246
80563,399200
80564,399271
80565,399266
80566,399255
80567,399272
80568,399252
80569,399250
80570,399204
80571,399202
80572,399289
80573,399290
80574,399289
80575,399329
80576,399340
80577,399336
80578,399329
80579,399325
80580,399318
80581,399331
80582,399317
80583,399318
80584,399323
80585,399317
80586,399312
80587,399348
80588,399332
80589,399329
80590,399318
80591,399333
80592,399368
80593,399370
80594,399437
80595,399439
80596,399412
80597,399387
80598,399457
80599,399391
80600,399449
80601,399452
80602,399378
80603,399387
80604,399448
80605,399431
80606,399422
80607,399426
80608,399421
80609,399477
80610,399467
80611,399469
80612,399463
80613,399468
80614,399491
80615,399496
80616,399496
80617,399487
80618,399497
80619,399510
80620,399518
80621,399517
80622,399522
80623,399585
80624,399551
80625,399617
80626,399623
80627,399631
80628,399631
80629,399638
80630,399642
80631,399638
80632,399634
80633,399646
80634,399651
80635,399653
80636,399660
80637,399658
80638,399669
80639,399669
80640,399715
80641,399719
80642,399725
80643,399719
80644,399691
80645,399704
80646,399680
80647,399723
80648,399732
80649,399734
80650,399742
80651,399754
80652,399767
80653,399758
80654,399761
80655,399769
80656,399756
80657,399761
80658,399755
80659,399766
80660,399794
80661,399820
80662,399828
80663,399824
80664,399823
80665,399833
80666,399855
80667,399834
80668,399852
80669,399894
80670,399885
80671,399895
80672,399923
80673,399904
80674,399883
80675,399878
80676,399876
80677,399898
80678,399906
80679,399937
80680,399903
80681,399918
80682,399926
80683,399874
80684,399929
80685,399915
80686,399935
80687,399893
80688,399940
80689,399949
80690,399976
80691,399970
80692,399970
80693,399965
80694,399997
80695,399990
80696,400011
80697,400011
80698,399994
80699,399994
80700,399958
80701,399982
80702,399977
80703,399948
80704,399960
80705,399955
80706,400012
80707,400021
80708,400026
80709,400039
80710,400027
80711,400022
80712,400039
80713,400032
80714,400044
80715,400102
80716,400072
80717,400053
80718,400053
80719,400070
80720,400111
80721,400102
80722,400059
80723,400076
80724,400118
80725,400124
80726,400124
80727,400095
80728,400061
80729,400065
80730,400089
80731,400089
80732,400114
80733,400072
80734,400109
80735,400072
80736,400105
80737,400057
80738,400087
80739,400113
80740,400101
80741,400053
80742,400093
80743,400096
80744,400090
80745,400069
80746,400075
80747,400070
80748,400122
80749,400111
80750,400138
80751,400145
80752,400141
80753,400198
80754,400185
80755,400139
80756,400166
80757,400175
80758,400198
80759,400143
80760,400173
80761,400196
80762,400198
80763,400179
80764,400179
80765,400161
80766,400155
80767,400140
80768,400141
80769,400137
80770,400152
80771,400169
80772,400164
80773,400187
80774,400277
80775,400261
80776,400219
80777,400230
80778,400208
80779,400311
80780,400325
80781,400297
80782,400305
80783,400307
80784,400282
80785,400295
80786,400331
80787,400293
80788,400325
80789,400298
80790,400287
80791,400298
80792,400309
80793,400323
80794,400323
80795,400347
80796,400351
80797,400350
80798,400386
80799,400399
80800,400402
80801,400395
80802,400374
80803,400396
80804,400378
80805,400400
80806,400375
80807,400394
80808,400426
80809,400408
80810,400435
80811,400433
80812,400442
80813,400425
80814,400494
80815,400477
80816,400484
80817,400478
80818,400502
80819,400473
80820,400501
80821,400476
80822,400480
80823,400504
80824,400492
80825,400476
80826,400494
80827,400483
80828,400488
80829,400508
80830,400514
80831,400509
80832,400513
80833,400582
80834,400560
80835,400558
80836,400558
80837,400575
80838,400587
80839,400578
80840,400584
80841,400589
80842,400591
80843,400613
80844,400599
80845,400642
80846,400633
80847,400616
80848,400643
80849,400644
80850,400615
80851,400619
80852,400632
80853,400624
80854,400619
80855,400634
80856,400704
80857,400674
80858,400719
80859,400653
80860,400707
80861,400707
80862,400672
80863,400658
80864,400746
80865,400740
80866,400746
80867,400745
80868,400743
80869,400736
80870,400769
80871,400765
80872,400780
80873,400774
80874,400774
80875,400783
80876,400797
80877,400818
80878,400798
80879,400811
80880,400817
80881,400807
80882,400796
80883,400802
80884,400867
80885,400884
80886,400884
80887,400875
80888,400861
80889,400896
80890,400882
80891,400905
80892,400891
80893,400893
80894,400857
80895,400901
80896,400892
80897,400898
80898,400897
80899,400903
80900,400865
80901,400872
80902,400863
80903,400903
