A,B
608,23318
607,23318
606,23319
601,23319
605,23319
602,23320
603,23320
606,23320
604,23321
601,23321
608,23322
607,23323
602,23323
608,23323
601,23323
605,23323
603,23323
606,23323
604,23323
606,23324
605,23325
607,23325
603,23325
604,23325
608,23326
604,23326
607,23326
601,23326
605,23326
602,23326
606,23326
603,23326
603,23327
601,23327
606,23327
604,23327
607,23327
605,23328
608,23328
607,23329
602,23329
604,23329
608,23329
606,23330
604,23331
607,23331
602,23331
608,23331
603,23331
604,23332
603,23332
607,23332
606,23332
601,23332
605,23332
607,23333
605,23333
604,23333
606,23333
608,23333
601,23333
608,23334
601,23334
604,23334
607,23334
605,23334
606,23334
603,23334
604,23335
607,23335
605,23335
608,23335
606,23335
602,23335
604,23336
607,23337
606,23337
608,23337
602,23337
603,23337
604,23337
605,23337
601,23337
606,23338
603,23338
602,23338
604,23338
603,23339
602,23339
607,23339
606,23340
607,23340
605,23340
601,23340
607,23341
606,23341
604,23341
605,23341
602,23341
601,23342
604,23342
602,23342
608,23342
603,23342
606,23342
605,23342
607,23342
602,23343
603,23343
605,23343
604,23343
606,23343
607,23343
606,23344
608,23344
607,23344
603,23344
604,23344
602,23344
601,23344
608,23345
601,23345
604,23345
603,23345
602,23345
606,23345
607,23346
603,23346
601,23346
605,23346
602,23346
604,23346
608,23347
602,23347
607,23347
604,23347
601,23347
604,23348
603,23348
607,23348
601,23348
605,23348
608,23348
602,23349
607,23349
606,23349
603,23349
605,23349
603,23350
601,23350
604,23350
602,23350
606,23350
607,23350
608,23350
605,23350
607,23351
604,23351
601,23351
603,23351
606,23351
605,23351
606,23352
602,23352
608,23352
604,23353
607,23353
603,23353
603,23354
601,23354
604,23354
605,23354
606,23354
608,23354
602,23354
607,23354
605,23355
603,23355
607,23355
602,23355
601,23355
608,23355
604,23355
606,23355
608,23356
607,23356
603,23356
601,23356
601,23357
607,23357
606,23357
602,23357
605,23357
608,23357
603,23357
606,23358
604,23358
602,23358
601,23358
605,23358
607,23359
601,23359
605,23359
606,23359
603,23360
604,23360
607,23360
605,23360
601,23360
608,23360
605,23361
608,23361
606,23361
608,23362
607,23362
605,23362
602,23362
601,23362
608,23363
604,23363
606,23363
602,23363
603,23363
601,23363
602,23364
607,23364
601,23364
603,23364
605,23364
604,23364
606,23364
608,23364
605,23365
608,23365
606,23365
608,23366
606,23367
607,23368
604,23368
602,23368
601,23368
603,23368
608,23368
605,23368
603,23369
608,23369
605,23369
607,23369
604,23369
601,23369
602,23369
606,23369
601,23370
602,23370
606,23370
605,23371
603,23371
608,23371
607,23371
606,23371
601,23371
602,23371
605,23372
603,23373
605,23373
602,23374
603,23374
603,23375
602,23375
608,23375
607,23375
605,23375
606,23376
604,23376
607,23376
601,23376
603,23376
604,23377
608,23377
607,23377
601,23377
602,23377
601,23378
606,23378
607,23378
607,23379
604,23379
608,23379
601,23379
608,23380
604,23380
608,23381
607,23381
601,23381
602,23381
601,23382
604,23382
606,23382
605,23382
604,23383
603,23383
605,23383
608,23383
601,23383
606,23383
602,23384
603,23384
608,23384
605,23384
604,23385
605,23386
608,23387
602,23387
604,23387
601,23387
606,23387
605,23387
607,23387
607,23388
603,23388
606,23388
601,23388
606,23389
607,23389
601,23389
604,23389
608,23389
603,23389
602,23389
605,23390
603,23390
603,23391
607,23392
601,23392
604,23392
603,23392
606,23392
605,23392
607,23393
602,23393
604,23393
603,23393
605,23393
608,23393
601,23394
608,23394
608,23395
606,23395
603,23395
601,23395
602,23395
604,23395
605,23396
602,23396
606,23397
601,23397
604,23397
602,23397
607,23397
605,23397
608,23397
602,23398
605,23398
601,23398
604,23398
603,23398
607,23398
608,23398
606,23398
602,23399
607,23399
606,23399
603,23399
608,23399
605,23399
601,23399
604,23399
601,23400
606,23401
601,23401
604,23401
605,23401
607,23401
604,23402
605,23402
608,23402
606,23402
602,23403
606,23403
608,23403
603,23403
601,23403
602,23404
604,23404
606,23404
601,23404
608,23404
605,23404
608,23405
603,23405
605,23406
602,23406
601,23407
608,23407
606,23408
607,23408
603,23408
602,23408
607,23409
605,23409
605,23410
606,23410
602,23410
608,23411
603,23411
605,23411
601,23411
603,23412
602,23412
606,23412
607,23412
604,23412
605,23412
602,23413
606,23413
605,23414
602,23414
601,23414
604,23414
606,23414
608,23414
607,23414
603,23414
605,23415
608,23415
604,23415
607,23415
602,23415
607,23416
605,23416
602,23416
608,23416
603,23417
602,23417
606,23417
608,23417
607,23417
604,23417
603,23418
607,23418
606,23418
605,23418
602,23419
601,23419
607,23419
603,23419
606,23419
608,23419
605,23419
607,23420
605,23420
608,23420
602,23421
606,23421
608,23422
607,23423
605,23423
603,23423
607,23424
605,23424
602,23424
604,23424
601,23425
607,23425
604,23425
605,23426
607,23426
604,23426
603,23426
608,23426
606,23426
601,23426
604,23427
605,23427
602,23427
601,23427
606,23427
602,23428
601,23428
604,23428
605,23428
608,23428
607,23428
605,23429
604,23429
602,23429
604,23430
605,23430
607,23430
601,23430
602,23430
608,23430
604,23431
606,23431
601,23431
608,23431
605,23431
602,23431
603,23432
607,23432
606,23432
601,23433
606,23433
604,23434
601,23434
607,23434
603,23434
606,23434
605,23435
603,23435
608,23435
604,23435
601,23435
606,23435
607,23435
605,23436
602,23436
606,23436
607,23436
608,23436
603,23436
604,23436
605,23437
603,23437
604,23437
608,23437
601,23437
606,23437
602,23437
608,23438
602,23438
605,23438
601,23439
604,23439
603,23439
608,23440
602,23440
601,23440
605,23440
607,23440
606,23440
603,23440
604,23440
604,23441
605,23441
603,23441
608,23441
607,23441
602,23441
601,23441
606,23441
603,23442
604,23442
605,23442
606,23442
603,23443
606,23443
602,23443
607,23443
604,23443
601,23443
608,23443
605,23444
601,23444
601,23445
606,23445
608,23446
607,23446
605,23446
604,23446
602,23446
603,23446
606,23446
601,23446
601,23447
604,23447
605,23447
604,23448
608,23448
602,23448
601,23448
605,23449
607,23449
604,23449
608,23450
601,23451
604,23451
607,23451
605,23451
603,23451
602,23451
608,23451
608,23452
604,23452
606,23452
602,23452
605,23453
607,23453
601,23453
602,23453
607,23454
604,23454
601,23454
606,23454
608,23454
602,23454
603,23454
605,23454
608,23455
606,23455
602,23455
605,23455
604,23455
605,23456
601,23456
606,23456
602,23457
607,23457
603,23457
606,23457
604,23457
601,23457
608,23457
605,23458
608,23458
607,23458
606,23458
608,23459
604,23459
601,23459
606,23459
603,23459
605,23459
607,23460
608,23460
601,23460
605,23460
608,23461
604,23461
603,23462
601,23462
608,23462
607,23462
605,23462
601,23463
603,23463
604,23463
602,23463
606,23463
607,23463
608,23464
601,23464
603,23464
606,23464
605,23464
604,23464
602,23464
601,23465
606,23465
603,23465
602,23465
605,23466
601,23467
608,23467
605,23467
602,23467
606,23467
603,23467
604,23467
603,23468
604,23468
606,23468
607,23468
605,23468
601,23468
604,23469
601,23469
607,23469
602,23469
608,23469
606,23469
603,23469
607,23470
604,23470
608,23470
605,23470
601,23470
605,23471
602,23471
608,23471
603,23471
607,23471
601,23471
606,23471
604,23471
603,23472
604,23472
602,23472
608,23472
608,23473
606,23473
606,23474
603,23474
608,23474
605,23474
605,23475
602,23475
606,23475
601,23475
607,23476
608,23476
601,23476
602,23476
603,23476
606,23476
604,23476
605,23477
602,23477
602,23478
608,23478
601,23478
606,23478
604,23478
605,23478
603,23478
607,23478
601,23479
603,23479
605,23479
602,23480
608,23480
606,23480
605,23480
604,23480
601,23480
607,23480
602,23481
607,23482
606,23482
604,23482
607,23483
606,23483
608,23483
604,23483
605,23483
608,23484
601,23484
603,23484
604,23484
606,23484
602,23484
607,23484
605,23484
601,23485
602,23485
606,23485
608,23485
607,23485
604,23485
605,23485
603,23485
601,23486
607,23486
608,23486
605,23486
606,23486
604,23486
608,23487
604,23488
606,23488
605,23489
604,23490
608,23491
605,23491
602,23491
606,23491
603,23491
603,23492
607,23493
603,23493
602,23494
601,23494
606,23494
605,23494
608,23494
607,23494
604,23494
603,23494
604,23495
608,23495
605,23495
602,23495
601,23495
607,23495
606,23495
608,23496
605,23496
607,23496
602,23496
604,23496
606,23497
604,23497
607,23498
602,23498
604,23498
608,23498
605,23498
606,23498
601,23499
607,23499
602,23499
603,23499
604,23499
608,23499
605,23499
607,23500
603,23500
604,23501
607,23501
606,23501
601,23501
603,23501
605,23501
606,23502
602,23502
603,23502
601,23502
604,23502
608,23502
607,23503
602,23503
604,23503
612,23504
610,23504
611,23505
611,23506
609,23506
612,23507
609,23508
612,23508
610,23508
611,23508
611,23509
612,23509
611,23510
611,23511
612,23511
610,23512
609,23513
611,23513
610,23513
612,23513
609,23514
612,23514
611,23514
611,23515
609,23515
612,23515
610,23515
611,23516
610,23516
609,23516
610,23517
611,23517
612,23517
611,23518
612,23518
610,23518
609,23519
611,23519
610,23519
609,23520
609,23521
612,23522
609,23523
610,23523
611,23523
609,23524
610,23524
611,23524
612,23524
609,23525
612,23525
610,23525
609,23526
611,23526
610,23526
610,23527
609,23527
612,23528
611,23528
609,23528
610,23528
610,23529
609,23530
610,23530
610,23531
612,23531
612,23532
610,23533
610,23534
611,23535
610,23536
609,23536
611,23536
611,23537
612,23537
610,23537
610,23538
611,23538
612,23538
609,23539
612,23539
611,23539
609,23540
612,23540
611,23540
610,23540
612,23541
611,23541
609,23542
612,23542
611,23542
610,23542
612,23543
610,23543
609,23543
609,23544
610,23544
612,23544
613,23545
613,23546
613,23547
613,23548
613,23549
613,23550
613,23551
613,23552
613,23553
613,23554
613,23555
613,23556
613,23557
613,23558
613,23559
613,23560
613,23561
613,23562
613,23563
613,23564
613,23565
613,23566
613,23567
613,23568
613,23569
613,23570
613,23571
613,23572
613,23573
613,23574
613,23575
613,23576
613,23577
613,23578
613,23579
613,23580
613,23581
613,23582
613,23583
613,23584
613,23585
613,23586
613,23587
613,23588
613,23589
613,23590
613,23591
613,23592
613,23593
613,23594
613,23595
613,23596
613,23597
613,23598
613,23599
613,23600
613,23601
613,23602
613,23603
613,23604
613,23605
613,23606
613,23607
613,23608
613,23609
613,23610
613,23611
613,23612
613,23613
613,23614
613,23615
613,23616
613,23617
613,23618
613,23619
613,23620
613,23621
613,23622
617,23623
616,23623
616,23624
615,23625
617,23625
614,23625
614,23626
617,23627
614,23627
615,23627
616,23627
616,23628
614,23629
615,23629
615,23630
614,23630
614,23631
616,23632
614,23632
615,23633
617,23633
614,23633
616,23633
615,23634
616,23634
616,23635
614,23635
614,23636
615,23636
617,23636
615,23637
614,23637
615,23638
615,23639
617,23639
614,23640
614,23641
614,23642
616,23643
617,23643
614,23643
615,23643
615,23644
616,23644
614,23644
617,23644
616,23645
617,23645
614,23645
615,23646
614,23646
617,23646
615,23647
617,23647
616,23647
615,23648
614,23648
617,23648
616,23648
616,23649
614,23650
617,23650
616,23650
614,23651
615,23651
617,23651
616,23651
616,23652
617,23652
614,23653
617,23653
615,23653
617,23654
614,23654
615,23654
616,23654
617,23655
617,23656
614,23656
615,23656
616,23656
617,23657
614,23657
614,23658
615,23658
616,23658
615,23659
616,23659
617,23659
614,23659
615,23660
616,23660
614,23660
615,23661
614,23661
615,23662
617,23662
614,23662
617,23663
616,23663
617,23664
616,23664
615,23664
614,23664
615,23665
615,23666
617,23666
614,23666
616,23666
616,23667
615,23667
614,23667
617,23667
617,23668
614,23668
615,23668
616,23669
615,23670
614,23670
615,23671
617,23672
616,23672
614,23672
615,23672
615,23673
617,23673
616,23673
614,23673
614,23674
614,23675
615,23676
616,23677
614,23677
617,23677
615,23677
614,23678
616,23678
617,23678
615,23678
617,23679
614,23679
616,23680
615,23680
614,23680
617,23680
614,23681
617,23682
614,23682
616,23682
617,23683
614,23683
615,23683
616,23683
616,23684
617,23684
614,23684
614,23685
617,23685
616,23685
617,23686
616,23686
617,23687
615,23687
617,23688
617,23689
615,23689
616,23689
616,23690
615,23690
617,23691
616,23691
615,23692
616,23692
617,23692
614,23692
617,23693
614,23693
617,23694
616,23694
615,23694
614,23694
614,23695
617,23695
616,23695
615,23695
615,23696
617,23696
616,23696
615,23697
616,23697
617,23697
616,23698
615,23698
614,23698
617,23699
616,23699
614,23699
615,23699
617,23700
614,23701
616,23701
617,23701
616,23702
614,23702
615,23702
617,23702
616,23703
614,23703
617,23703
615,23703
616,23704
614,23704
615,23705
616,23705
617,23705
616,23706
615,23706
614,23706
615,23707
616,23707
614,23707
617,23708
614,23708
615,23708
616,23708
614,23709
615,23709
614,23710
615,23710
617,23710
616,23710
615,23711
617,23711
614,23711
616,23711
614,23712
616,23712
614,23713
616,23714
617,23715
615,23715
614,23715
614,23716
616,23716
615,23716
617,23716
617,23717
615,23717
615,23718
614,23718
616,23718
616,23719
615,23719
617,23719
617,23720
615,23720
616,23721
614,23721
615,23721
617,23721
616,23722
615,23722
614,23722
614,23723
616,23723
617,23723
615,23724
614,23724
616,23725
614,23725
615,23725
617,23725
615,23726
617,23727
614,23727
615,23728
614,23728
617,23728
616,23728
617,23729
615,23729
616,23729
614,23729
615,23730
617,23730
614,23730
616,23730
614,23731
616,23731
615,23731
614,23732
615,23733
615,23734
614,23734
617,23734
614,23735
615,23736
616,23736
616,23737
614,23737
617,23737
615,23737
614,23738
615,23739
616,23740
617,23740
614,23740
615,23740
616,23741
615,23741
617,23741
616,23742
615,23742
616,23743
615,23744
617,23745
615,23745
617,23746
614,23746
616,23746
615,23746
617,23747
615,23748
616,23748
614,23748
617,23748
615,23749
617,23749
614,23749
617,23750
616,23750
615,23750
614,23750
617,23751
616,23751
615,23751
614,23751
617,23752
615,23752
616,23752
615,23753
616,23753
617,23754
616,23754
615,23755
616,23755
614,23755
617,23756
614,23757
616,23758
616,23759
617,23759
617,23760
615,23760
616,23760
614,23760
614,23761
616,23761
616,23762
614,23762
615,23763
615,23764
614,23764
615,23765
616,23765
617,23766
615,23766
616,23766
614,23766
616,23767
617,23767
615,23767
614,23768
616,23768
616,23769
614,23769
615,23769
617,23769
620,23770
618,23770
621,23770
619,23770
619,23771
618,23772
620,23773
621,23774
618,23774
620,23774
619,23775
621,23775
618,23775
618,23776
620,23776
621,23776
621,23777
620,23777
619,23777
619,23778
618,23778
618,23779
621,23779
619,23780
621,23780
618,23781
621,23781
619,23781
620,23781
619,23782
620,23782
621,23782
618,23782
619,23783
621,23783
620,23783
621,23784
618,23785
620,23786
618,23786
619,23786
621,23786
618,23787
618,23788
621,23788
618,23789
618,23790
621,23790
620,23790
618,23791
620,23791
620,23792
620,23793
618,23793
619,23793
621,23793
619,23794
620,23794
621,23794
621,23795
621,23796
619,23796
618,23796
620,23796
619,23797
619,23798
618,23799
620,23799
619,23799
621,23799
620,23800
621,23801
620,23801
619,23801
618,23802
621,23802
619,23802
621,23803
618,23803
620,23803
619,23803
619,23804
618,23804
621,23804
621,23805
619,23806
621,23807
621,23808
618,23808
618,23809
621,23809
619,23809
620,23809
620,23810
618,23811
620,23811
621,23811
620,23812
620,23813
619,23813
621,23813
618,23813
621,23814
620,23814
618,23814
619,23814
621,23815
620,23816
621,23816
618,23816
619,23816
618,23817
619,23817
621,23817
620,23817
621,23818
618,23819
621,23819
620,23819
618,23820
621,23821
618,23822
619,23823
621,23823
618,23823
620,23823
620,23824
619,23825
618,23825
621,23825
620,23826
618,23826
619,23826
621,23826
618,23827
619,23827
621,23827
620,23827
621,23828
618,23829
619,23829
621,23829
620,23829
621,23830
618,23830
620,23830
619,23831
620,23831
621,23832
618,23832
619,23832
620,23832
619,23833
620,23833
618,23833
619,23834
621,23834
618,23834
620,23834
621,23835
618,23835
620,23835
619,23835
619,23836
618,23836
620,23836
621,23836
619,23837
618,23838
619,23838
621,23838
620,23838
619,23839
621,23839
619,23840
620,23840
619,23841
620,23842
618,23842
620,23843
621,23843
618,23844
620,23844
619,23844
619,23845
621,23846
621,23847
618,23847
619,23847
620,23847
620,23848
619,23848
621,23848
619,23849
618,23850
619,23850
621,23850
618,23851
621,23851
619,23851
618,23852
620,23852
619,23852
618,23853
619,23853
620,23853
621,23853
621,23854
621,23855
618,23856
621,23856
619,23856
621,23857
618,23858
620,23858
619,23858
621,23858
619,23859
621,23859
620,23860
618,23860
621,23860
619,23861
618,23862
621,23862
620,23862
619,23862
618,23863
620,23864
619,23864
618,23865
620,23865
621,23865
621,23866
620,23866
619,23866
618,23866
619,23867
620,23868
621,23868
618,23868
619,23868
619,23869
620,23869
621,23869
618,23869
618,23870
621,23870
619,23870
620,23870
619,23871
618,23871
618,23872
618,23873
621,23873
620,23873
619,23873
620,23874
619,23874
618,23874
618,23875
620,23875
620,23876
619,23876
618,23876
621,23876
621,23877
619,23878
620,23879
621,23879
621,23880
620,23880
619,23880
618,23881
620,23881
621,23882
618,23882
620,23882
619,23882
619,23883
618,23883
621,23883
620,23883
618,23884
619,23884
621,23884
620,23884
620,23885
621,23885
619,23885
619,23886
618,23886
621,23886
620,23886
620,23887
619,23888
620,23889
621,23889
618,23889
621,23890
618,23890
621,23891
620,23891
618,23892
621,23892
620,23893
619,23893
618,23893
621,23893
619,23894
622,23895
623,23895
623,23896
622,23896
622,23897
623,23897
622,23898
623,23899
623,23900
622,23900
623,23901
622,23902
623,23902
622,23903
622,23904
622,23905
623,23905
623,23906
622,23907
622,23908
623,23908
622,23909
623,23910
623,23911
622,23911
622,23912
622,23913
623,23913
622,23914
623,23914
623,23915
622,23915
622,23916
623,23916
622,23917
622,23918
623,23918
623,23919
622,23920
623,23921
622,23921
623,23922
622,23923
623,23924
623,23925
622,23925
623,23926
622,23926
622,23927
622,23928
623,23929
622,23929
623,23930
623,23931
622,23931
622,23932
623,23932
622,23933
623,23934
623,23935
622,23936
623,23937
622,23937
622,23938
622,23939
623,23940
623,23941
622,23942
623,23943
622,23944
623,23945
622,23945
622,23946
623,23946
622,23947
622,23948
622,23949
622,23950
623,23951
622,23951
622,23952
623,23953
622,23953
623,23954
623,23955
622,23955
623,23956
622,23957
622,23958
623,23958
622,23959
623,23960
622,23960
623,23961
622,23962
622,23963
623,23963
622,23964
623,23964
622,23965
623,23966
622,23967
623,23968
622,23969
623,23969
623,23970
622,23970
623,23971
622,23972
623,23972
622,23973
623,23973
623,23974
622,23975
623,23976
622,23977
623,23977
622,23978
622,23979
622,23980
623,23980
622,23981
623,23981
622,23982
623,23982
622,23983
623,23983
622,23984
623,23985
623,23986
622,23986
622,23987
623,23988
623,23989
622,23989
623,23990
622,23990
623,23991
622,23991
627,23992
626,23992
624,23993
626,23993
624,23994
626,23994
627,23994
628,23994
626,23995
625,23995
627,23995
624,23995
628,23995
625,23996
624,23996
627,23996
628,23996
626,23996
625,23997
624,23997
626,23998
625,23998
628,23998
628,23999
625,23999
626,23999
627,24000
625,24000
624,24000
626,24000
625,24001
628,24001
624,24002
628,24003
627,24003
626,24003
624,24003
628,24004
625,24004
626,24004
627,24004
625,24005
626,24005
627,24006
625,24006
628,24006
625,24007
628,24007
626,24007
624,24007
627,24008
625,24008
626,24009
628,24010
627,24010
625,24010
624,24011
628,24011
626,24011
627,24011
625,24011
624,24012
626,24012
627,24012
628,24012
624,24013
625,24013
627,24013
628,24013
626,24013
626,24014
628,24014
624,24014
628,24015
626,24015
624,24015
625,24015
624,24016
627,24016
626,24016
628,24016
626,24017
627,24017
628,24017
625,24017
624,24017
624,24018
625,24018
627,24018
628,24018
626,24018
624,24019
627,24020
628,24020
625,24020
624,24020
627,24021
628,24021
627,24022
625,24022
626,24022
627,24023
624,24023
626,24023
626,24024
624,24024
628,24025
627,24025
627,24026
628,24026
626,24026
627,24027
628,24027
624,24027
626,24027
625,24027
624,24028
628,24028
626,24028
625,24028
627,24028
627,24029
626,24029
626,24030
627,24030
627,24031
625,24031
628,24031
628,24032
626,24033
628,24033
627,24033
625,24033
625,24034
624,24034
628,24035
624,24036
627,24036
624,24037
627,24037
625,24037
626,24037
626,24038
625,24039
628,24039
627,24039
626,24039
628,24040
625,24040
625,24041
628,24041
626,24042
627,24043
624,24043
626,24043
628,24043
627,24044
624,24044
626,24044
625,24045
624,24045
626,24045
627,24046
625,24046
626,24046
628,24046
624,24046
628,24047
627,24047
628,24048
624,24048
625,24048
627,24048
626,24048
627,24049
626,24050
627,24050
628,24051
624,24052
627,24052
624,24053
627,24053
626,24054
624,24054
628,24054
625,24054
627,24054
626,24055
628,24055
624,24055
624,24056
627,24056
626,24056
628,24056
627,24057
626,24057
624,24057
628,24057
625,24057
625,24058
627,24058
624,24058
626,24058
628,24059
627,24059
625,24059
626,24059
628,24060
626,24060
625,24061
624,24061
628,24061
626,24061
627,24061
624,24062
627,24063
628,24063
626,24063
624,24063
625,24063
628,24064
628,24065
624,24065
628,24066
627,24067
628,24068
624,24069
625,24070
628,24070
626,24071
624,24071
628,24071
625,24072
628,24072
626,24072
627,24072
627,24073
625,24074
628,24074
624,24074
627,24074
626,24074
625,24075
624,24075
626,24075
627,24075
628,24075
625,24076
628,24077
625,24077
624,24077
627,24077
624,24078
626,24078
628,24079
627,24079
627,24080
626,24080
625,24080
624,24080
628,24081
624,24082
627,24082
625,24082
628,24082
626,24082
624,24083
628,24083
626,24083
628,24084
626,24084
625,24085
627,24085
625,24086
627,24086
626,24086
624,24086
628,24086
625,24087
627,24088
626,24088
625,24088
624,24088
628,24089
627,24090
628,24090
626,24090
624,24090
626,24091
627,24091
628,24091
625,24091
624,24092
627,24092
625,24092
626,24092
628,24092
626,24093
624,24093
625,24093
628,24093
626,24094
628,24094
627,24095
625,24095
628,24095
625,24096
626,24096
627,24096
624,24096
628,24096
626,24097
624,24098
626,24098
626,24099
624,24099
627,24100
625,24100
628,24100
627,24101
628,24101
625,24101
626,24101
626,24102
625,24102
624,24103
625,24103
628,24103
626,24103
626,24104
626,24105
624,24106
627,24106
626,24106
628,24106
625,24106
626,24107
624,24107
624,24108
627,24108
628,24108
627,24109
628,24109
624,24109
626,24109
628,24110
627,24110
625,24111
624,24111
626,24111
628,24111
627,24111
626,24112
624,24112
628,24112
626,24113
625,24113
628,24113
624,24114
627,24114
626,24114
625,24114
628,24115
625,24115
626,24115
627,24116
628,24116
628,24117
626,24117
627,24117
625,24117
624,24117
625,24118
628,24118
627,24118
624,24118
626,24118
626,24119
626,24120
627,24120
624,24120
625,24120
628,24120
624,24121
627,24121
625,24122
624,24122
627,24122
628,24122
626,24122
625,24123
626,24123
624,24123
628,24123
627,24123
628,24124
625,24125
628,24125
626,24125
627,24125
628,24126
624,24127
626,24127
628,24127
624,24128
627,24128
625,24128
625,24129
627,24129
628,24130
628,24131
626,24131
625,24131
624,24131
628,24132
627,24132
626,24132
628,24133
627,24133
624,24133
628,24134
627,24134
625,24135
627,24136
627,24137
625,24137
624,24138
627,24138
625,24139
626,24139
624,24139
627,24139
624,24140
627,24140
626,24140
625,24140
628,24140
624,24141
628,24141
625,24141
624,24142
626,24142
625,24142
625,24143
626,24143
628,24143
627,24143
624,24143
626,24144
627,24144
625,24144
624,24144
624,24145
628,24145
625,24145
627,24145
625,24146
626,24146
624,24146
628,24147
627,24147
626,24147
624,24147
624,24148
625,24148
628,24148
626,24148
627,24148
627,24149
628,24149
624,24150
627,24150
625,24150
625,24151
626,24151
625,24152
627,24152
626,24152
628,24152
624,24152
625,24153
624,24153
624,24154
627,24154
628,24154
625,24154
626,24154
626,24155
625,24155
624,24155
628,24155
627,24155
627,24156
625,24156
624,24156
626,24156
628,24157
625,24157
624,24157
626,24157
627,24157
624,24158
625,24158
626,24158
624,24159
627,24159
628,24159
627,24160
627,24161
626,24161
625,24161
625,24162
628,24162
624,24163
625,24163
628,24163
627,24163
626,24163
626,24164
628,24164
625,24164
624,24164
627,24164
626,24165
624,24165
628,24165
624,24166
625,24166
626,24166
628,24167
627,24167
627,24168
625,24169
626,24169
627,24169
627,24170
626,24170
628,24170
624,24170
627,24171
628,24171
624,24171
626,24171
628,24172
626,24172
627,24172
624,24172
625,24172
624,24173
626,24174
626,24175
628,24175
624,24175
625,24175
627,24175
627,24176
628,24177
625,24177
628,24178
624,24178
626,24178
625,24178
627,24178
627,24179
625,24179
624,24179
628,24179
626,24179
627,24180
625,24180
628,24180
626,24180
624,24180
625,24181
624,24181
628,24182
625,24182
627,24182
624,24182
628,24183
625,24184
624,24184
627,24184
626,24185
627,24185
624,24185
628,24186
624,24186
625,24186
626,24186
627,24186
626,24187
625,24187
628,24187
627,24187
626,24188
624,24188
627,24188
628,24188
625,24188
628,24189
625,24189
627,24190
626,24190
624,24190
625,24190
628,24190
628,24191
626,24191
625,24192
628,24193
624,24193
627,24193
625,24194
626,24194
624,24194
627,24194
626,24195
625,24195
628,24195
624,24195
627,24196
624,24196
625,24196
626,24196
628,24197
627,24197
624,24197
625,24197
626,24197
628,24198
627,24198
624,24198
626,24199
625,24199
628,24199
627,24200
625,24200
626,24200
627,24201
628,24201
626,24202
628,24202
625,24202
627,24202
627,24203
625,24203
625,24204
624,24204
628,24204
626,24204
625,24205
626,24206
627,24207
626,24208
625,24208
626,24209
625,24209
627,24209
626,24210
628,24210
624,24210
627,24210
625,24210
628,24211
626,24211
627,24211
625,24211
624,24211
624,24212
627,24212
628,24212
626,24212
625,24212
626,24213
627,24213
628,24213
624,24213
626,24214
624,24214
628,24214
627,24215
627,24216
628,24216
625,24216
624,24216
627,24217
627,24218
628,24219
626,24219
625,24219
624,24220
625,24221
628,24221
626,24221
626,24222
627,24222
624,24222
624,24223
628,24223
625,24223
625,24224
626,24224
624,24224
627,24224
627,24225
628,24225
628,24226
624,24226
625,24226
627,24226
627,24227
625,24227
628,24227
624,24227
626,24227
628,24228
625,24229
628,24229
626,24229
624,24229
627,24229
625,24230
626,24230
625,24231
626,24231
628,24231
627,24231
624,24232
625,24232
626,24232
627,24232
628,24232
628,24233
627,24233
626,24233
627,24234
628,24234
626,24235
628,24235
625,24235
627,24235
626,24236
627,24236
628,24236
625,24236
624,24236
627,24237
626,24237
626,24238
627,24238
624,24239
628,24239
627,24239
625,24239
627,24240
624,24240
628,24240
625,24240
626,24240
625,24241
626,24241
628,24241
627,24241
624,24241
626,24242
627,24242
624,24243
628,24243
625,24243
626,24243
627,24243
628,24244
626,24244
624,24244
628,24245
627,24245
624,24245
624,24246
626,24246
625,24246
626,24247
626,24248
628,24248
627,24248
625,24248
624,24248
626,24249
627,24249
628,24249
625,24249
624,24249
626,24250
627,24251
626,24251
625,24251
628,24251
624,24251
625,24252
627,24252
624,24252
628,24252
626,24253
625,24253
625,24254
628,24254
626,24254
627,24254
624,24254
624,24255
625,24255
628,24255
628,24256
625,24256
624,24256
626,24256
627,24256
625,24257
627,24257
626,24257
624,24257
625,24258
624,24258
626,24258
628,24258
627,24258
628,24259
625,24259
627,24259
624,24259
624,24260
627,24260
628,24260
626,24260
625,24260
628,24261
625,24261
626,24262
625,24262
625,24263
624,24263
627,24264
624,24264
628,24264
625,24265
628,24265
625,24266
626,24266
628,24266
627,24266
627,24267
626,24268
628,24268
627,24268
628,24269
625,24269
625,24270
626,24271
624,24272
624,24273
628,24273
625,24273
626,24273
627,24273
628,24274
626,24274
627,24274
624,24274
628,24275
624,24275
626,24276
625,24276
627,24277
624,24277
626,24277
625,24277
626,24278
627,24279
624,24279
624,24280
628,24281
625,24281
624,24281
626,24281
624,24282
627,24282
626,24283
624,24283
628,24284
624,24284
625,24284
627,24284
624,24285
627,24286
628,24286
624,24286
626,24286
628,24287
624,24287
625,24287
624,24288
628,24288
627,24289
628,24290
625,24290
627,24290
625,24291
624,24292
625,24292
627,24292
626,24292
627,24293
625,24293
628,24293
628,24294
627,24294
627,24295
626,24295
628,24296
626,24296
624,24296
625,24296
625,24297
627,24297
626,24297
624,24298
628,24298
626,24299
628,24299
624,24299
625,24299
627,24299
626,24300
625,24300
627,24300
624,24301
626,24301
625,24301
624,24302
625,24302
626,24302
627,24302
626,24303
625,24303
627,24303
628,24304
625,24304
624,24304
626,24304
627,24305
624,24305
625,24306
625,24307
624,24307
