id,label,type,limit,business_id
1224,Gold,MONTHLY_VISITS,5,408
1225,Bronze,STAMPS_BALANCE,300,409
1226,Silver,STAMPS_BALANCE,1000,409
1227,Gold,MONTHLY_VISITS,5,409
1228,Bronze,STAMPS_BALANCE,300,410
1229,Silver,STAMPS_BALANCE,1000,410
1230,Gold,MONTHLY_VISITS,5,410
1231,Bronze,STAMPS_BALANCE,300,411
1232,Silver,STAMPS_BALANCE,1000,411
1233,Gold,MONTHLY_VISITS,5,411
1234,Bronze,STAMPS_BALANCE,300,412
1235,Silver,STAMPS_BALANCE,1000,412
1236,Gold,MONTHLY_VISITS,5,412
1237,Bronze,STAMPS_BALANCE,300,413
1238,Silver,STAMPS_BALANCE,1000,413
1239,Gold,MONTHLY_VISITS,5,413
1240,Bronze,STAMPS_BALANCE,300,414
1241,Silver,STAMPS_BALANCE,1000,414
1242,Gold,MONTHLY_VISITS,5,414
1243,Bronze,STAMPS_BALANCE,300,415
1244,Silver,STAMPS_BALANCE,1000,415
1245,Gold,MONTHLY_VISITS,5,415
1246,Bronze,STAMPS_BALANCE,300,416
1247,Silver,STAMPS_BALANCE,1000,416
1248,Gold,MONTHLY_VISITS,5,416
1249,Bronze,STAMPS_BALANCE,300,417
1250,Silver,STAMPS_BALANCE,1000,417
1251,Gold,MONTHLY_VISITS,5,417
1252,Bronze,STAMPS_BALANCE,300,418
1253,Silver,STAMPS_BALANCE,1000,418
1254,Gold,MONTHLY_VISITS,5,418
1255,Bronze,STAMPS_BALANCE,300,419
1256,Silver,STAMPS_BALANCE,1000,419
1257,Gold,MONTHLY_VISITS,5,419
1258,Bronze,STAMPS_BALANCE,300,420
1259,Silver,STAMPS_BALANCE,1000,420
1260,Gold,MONTHLY_VISITS,5,420
1261,Bronze,STAMPS_BALANCE,300,421
1262,Silver,STAMPS_BALANCE,1000,421
1263,Gold,MONTHLY_VISITS,5,421
1264,Bronze,STAMPS_BALANCE,300,422
1265,Silver,STAMPS_BALANCE,1000,422
1266,Gold,MONTHLY_VISITS,5,422
1267,Bronze,STAMPS_BALANCE,300,423
1268,Silver,STAMPS_BALANCE,1000,423
1269,Gold,MONTHLY_VISITS,5,423
1270,Bronze,STAMPS_BALANCE,300,424
1271,Silver,STAMPS_BALANCE,1000,424
1272,Gold,MONTHLY_VISITS,5,424
1273,Bronze,STAMPS_BALANCE,300,425
1274,Silver,STAMPS_BALANCE,1000,425
1275,Gold,MONTHLY_VISITS,5,425
1276,Bronze,STAMPS_BALANCE,300,426
1277,Silver,STAMPS_BALANCE,1000,426
1278,Gold,MONTHLY_VISITS,5,426
1279,Bronze,STAMPS_BALANCE,300,427
1280,Silver,STAMPS_BALANCE,1000,427
1281,Gold,MONTHLY_VISITS,5,427
1282,Bronze,STAMPS_BALANCE,300,428
1283,Silver,STAMPS_BALANCE,1000,428
1284,Gold,MONTHLY_VISITS,5,428
1285,Bronze,STAMPS_BALANCE,300,429
1286,Silver,STAMPS_BALANCE,1000,429
1287,Gold,MONTHLY_VISITS,5,429
1288,Bronze,STAMPS_BALANCE,300,430
1289,Silver,STAMPS_BALANCE,1000,430
1290,Gold,MONTHLY_VISITS,5,430
1291,Bronze,STAMPS_BALANCE,300,431
1292,Silver,STAMPS_BALANCE,1000,431
1293,Gold,MONTHLY_VISITS,5,431
1294,Bronze,STAMPS_BALANCE,300,432
1295,Silver,STAMPS_BALANCE,1000,432
1296,Gold,MONTHLY_VISITS,5,432
1297,Bronze,STAMPS_BALANCE,300,433
1298,Silver,STAMPS_BALANCE,1000,433
1299,Gold,MONTHLY_VISITS,5,433
1300,Bronze,STAMPS_BALANCE,300,434
1301,Silver,STAMPS_BALANCE,1000,434
1302,Gold,MONTHLY_VISITS,5,434
1303,Bronze,STAMPS_BALANCE,300,435
1304,Silver,STAMPS_BALANCE,1000,435
1305,Gold,MONTHLY_VISITS,5,435
1306,Bronze,STAMPS_BALANCE,300,436
1307,Silver,STAMPS_BALANCE,1000,436
1308,Gold,MONTHLY_VISITS,5,436
1309,Bronze,STAMPS_BALANCE,300,437
1310,Silver,STAMPS_BALANCE,1000,437
1311,Gold,MONTHLY_VISITS,5,437
1312,Bronze,STAMPS_BALANCE,300,438
1313,Silver,STAMPS_BALANCE,1000,438
1314,Gold,MONTHLY_VISITS,5,438
1315,Bronze,STAMPS_BALANCE,300,439
1316,Silver,STAMPS_BALANCE,1000,439
1317,Gold,MONTHLY_VISITS,5,439
1318,Bronze,STAMPS_BALANCE,300,440
1319,Silver,STAMPS_BALANCE,1000,440
1320,Gold,MONTHLY_VISITS,5,440
1321,Bronze,STAMPS_BALANCE,300,441
1322,Silver,STAMPS_BALANCE,1000,441
1323,Gold,MONTHLY_VISITS,5,441
1324,Bronze,STAMPS_BALANCE,300,442
1325,Silver,STAMPS_BALANCE,1000,442
1326,Gold,MONTHLY_VISITS,5,442
1327,Bronze,STAMPS_BALANCE,300,443
1328,Silver,STAMPS_BALANCE,1000,443
1329,Gold,MONTHLY_VISITS,5,443
1330,Bronze,STAMPS_BALANCE,300,444
1331,Silver,STAMPS_BALANCE,1000,444
1332,Gold,MONTHLY_VISITS,5,444
1333,Bronze,STAMPS_BALANCE,300,445
1334,Silver,STAMPS_BALANCE,1000,445
1335,Gold,MONTHLY_VISITS,5,445
1336,Bronze,STAMPS_BALANCE,300,446
1337,Silver,STAMPS_BALANCE,1000,446
1338,Gold,MONTHLY_VISITS,5,446
1339,Bronze,STAMPS_BALANCE,300,447
1340,Silver,STAMPS_BALANCE,1000,447
1341,Gold,MONTHLY_VISITS,5,447
1342,Bronze,STAMPS_BALANCE,300,448
1343,Silver,STAMPS_BALANCE,1000,448
1344,Gold,MONTHLY_VISITS,5,448
1345,Bronze,STAMPS_BALANCE,300,449
1346,Silver,STAMPS_BALANCE,1000,449
1347,Gold,MONTHLY_VISITS,5,449
1348,Bronze,STAMPS_BALANCE,300,450
1349,Silver,STAMPS_BALANCE,1000,450
1350,Gold,MONTHLY_VISITS,5,450
1351,Bronze,STAMPS_BALANCE,300,451
1352,Silver,STAMPS_BALANCE,1000,451
1353,Gold,MONTHLY_VISITS,5,451
1354,Bronze,STAMPS_BALANCE,300,452
1355,Silver,STAMPS_BALANCE,1000,452
1356,Gold,MONTHLY_VISITS,5,452
1357,Bronze,STAMPS_BALANCE,300,453
1358,Silver,STAMPS_BALANCE,1000,453
1359,Gold,MONTHLY_VISITS,5,453
1360,Bronze,STAMPS_BALANCE,300,454
1361,Silver,STAMPS_BALANCE,1000,454
1362,Gold,MONTHLY_VISITS,5,454
1363,Bronze,STAMPS_BALANCE,300,455
1364,Silver,STAMPS_BALANCE,1000,455
1365,Gold,MONTHLY_VISITS,5,455
1366,Bronze,STAMPS_BALANCE,300,456
1367,Silver,STAMPS_BALANCE,1000,456
1368,Gold,MONTHLY_VISITS,5,456
1369,Bronze,STAMPS_BALANCE,300,457
1370,Silver,STAMPS_BALANCE,1000,457
1371,Gold,MONTHLY_VISITS,5,457
1372,Bronze,STAMPS_BALANCE,300,458
1373,Silver,STAMPS_BALANCE,1000,458
1374,Gold,MONTHLY_VISITS,5,458
1375,Bronze,STAMPS_BALANCE,300,459
1376,Silver,STAMPS_BALANCE,1000,459
1377,Gold,MONTHLY_VISITS,5,459
1378,Bronze,STAMPS_BALANCE,300,460
1379,Silver,STAMPS_BALANCE,1000,460
1380,Gold,MONTHLY_VISITS,5,460
1381,Bronze,STAMPS_BALANCE,300,461
1382,Silver,STAMPS_BALANCE,1000,461
1383,Gold,MONTHLY_VISITS,5,461
1384,Bronze,STAMPS_BALANCE,300,462
1385,Silver,STAMPS_BALANCE,1000,462
1386,Gold,MONTHLY_VISITS,5,462
1387,Bronze,STAMPS_BALANCE,300,463
1388,Silver,STAMPS_BALANCE,1000,463
1389,Gold,MONTHLY_VISITS,5,463
1390,Bronze,STAMPS_BALANCE,300,464
1391,Silver,STAMPS_BALANCE,1000,464
1392,Gold,MONTHLY_VISITS,5,464
1393,Bronze,STAMPS_BALANCE,300,465
1394,Silver,STAMPS_BALANCE,1000,465
1395,Gold,MONTHLY_VISITS,5,465
1396,Bronze,STAMPS_BALANCE,300,466
1397,Silver,STAMPS_BALANCE,1000,466
1398,Gold,MONTHLY_VISITS,5,466
1399,Bronze,STAMPS_BALANCE,300,467
1400,Silver,STAMPS_BALANCE,1000,467
1401,Gold,MONTHLY_VISITS,5,467
1402,Bronze,STAMPS_BALANCE,300,468
1403,Silver,STAMPS_BALANCE,1000,468
1404,Gold,MONTHLY_VISITS,5,468
1405,Bronze,STAMPS_BALANCE,300,469
1406,Silver,STAMPS_BALANCE,1000,469
1407,Gold,MONTHLY_VISITS,5,469
1408,Bronze,STAMPS_BALANCE,300,470
1409,Silver,STAMPS_BALANCE,1000,470
1410,Gold,MONTHLY_VISITS,5,470
1411,Bronze,STAMPS_BALANCE,300,471
1412,Silver,STAMPS_BALANCE,1000,471
1413,Gold,MONTHLY_VISITS,5,471
1414,Bronze,STAMPS_BALANCE,300,472
1415,Silver,STAMPS_BALANCE,1000,472
1416,Gold,MONTHLY_VISITS,5,472
1417,Bronze,STAMPS_BALANCE,300,473
1418,Silver,STAMPS_BALANCE,1000,473
1419,Gold,MONTHLY_VISITS,5,473
1420,Bronze,STAMPS_BALANCE,300,474
1421,Silver,STAMPS_BALANCE,1000,474
1422,Gold,MONTHLY_VISITS,5,474
1423,Bronze,STAMPS_BALANCE,300,475
1424,Silver,STAMPS_BALANCE,1000,475
1425,Gold,MONTHLY_VISITS,5,475
1426,Bronze,STAMPS_BALANCE,300,476
1427,Silver,STAMPS_BALANCE,1000,476
1428,Gold,MONTHLY_VISITS,5,476
1429,Bronze,STAMPS_BALANCE,300,477
1430,Silver,STAMPS_BALANCE,1000,477
1431,Gold,MONTHLY_VISITS,5,477
1432,Bronze,STAMPS_BALANCE,300,478
1433,Silver,STAMPS_BALANCE,1000,478
1434,Gold,MONTHLY_VISITS,5,478
1435,Bronze,STAMPS_BALANCE,300,479
1436,Silver,STAMPS_BALANCE,1000,479
1437,Gold,MONTHLY_VISITS,5,479
1438,Bronze,STAMPS_BALANCE,300,480
1439,Silver,STAMPS_BALANCE,1000,480
1440,Gold,MONTHLY_VISITS,5,480
1441,Bronze,STAMPS_BALANCE,300,481
1442,Silver,STAMPS_BALANCE,1000,481
1443,Gold,MONTHLY_VISITS,5,481
1444,Bronze,STAMPS_BALANCE,300,482
1445,Silver,STAMPS_BALANCE,1000,482
1446,Gold,MONTHLY_VISITS,5,482
1447,Bronze,STAMPS_BALANCE,300,483
1448,Silver,STAMPS_BALANCE,1000,483
1449,Gold,MONTHLY_VISITS,5,483
1450,Bronze,STAMPS_BALANCE,300,484
1451,Silver,STAMPS_BALANCE,1000,484
1452,Gold,MONTHLY_VISITS,5,484
1453,Bronze,STAMPS_BALANCE,300,485
1454,Silver,STAMPS_BALANCE,1000,485
1455,Gold,MONTHLY_VISITS,5,485
1456,Bronze,STAMPS_BALANCE,300,486
1457,Silver,STAMPS_BALANCE,1000,486
1458,Gold,MONTHLY_VISITS,5,486
1459,Bronze,STAMPS_BALANCE,300,487
1460,Silver,STAMPS_BALANCE,1000,487
1461,Gold,MONTHLY_VISITS,5,487
1462,Bronze,STAMPS_BALANCE,300,488
1463,Silver,STAMPS_BALANCE,1000,488
1464,Gold,MONTHLY_VISITS,5,488
1465,Bronze,STAMPS_BALANCE,300,489
1466,Silver,STAMPS_BALANCE,1000,489
1467,Gold,MONTHLY_VISITS,5,489
1468,Bronze,STAMPS_BALANCE,300,490
1469,Silver,STAMPS_BALANCE,1000,490
1470,Gold,MONTHLY_VISITS,5,490
1471,Bronze,STAMPS_BALANCE,300,491
1472,Silver,STAMPS_BALANCE,1000,491
1473,Gold,MONTHLY_VISITS,5,491
1474,Bronze,STAMPS_BALANCE,300,492
1475,Silver,STAMPS_BALANCE,1000,492
1476,Gold,MONTHLY_VISITS,5,492
1477,Bronze,STAMPS_BALANCE,300,493
1478,Silver,STAMPS_BALANCE,1000,493
1479,Gold,MONTHLY_VISITS,5,493
1480,Bronze,STAMPS_BALANCE,300,494
1481,Silver,STAMPS_BALANCE,1000,494
1482,Gold,MONTHLY_VISITS,5,494
1483,Bronze,STAMPS_BALANCE,300,495
1484,Silver,STAMPS_BALANCE,1000,495
1485,Gold,MONTHLY_VISITS,5,495
1486,Bronze,STAMPS_BALANCE,300,496
1487,Silver,STAMPS_BALANCE,1000,496
1488,Gold,MONTHLY_VISITS,5,496
1489,Bronze,STAMPS_BALANCE,300,497
1490,Silver,STAMPS_BALANCE,1000,497
1491,Gold,MONTHLY_VISITS,5,497
1492,Bronze,STAMPS_BALANCE,300,498
1493,Silver,STAMPS_BALANCE,1000,498
1494,Gold,MONTHLY_VISITS,5,498
1495,Bronze,STAMPS_BALANCE,300,499
1496,Silver,STAMPS_BALANCE,1000,499
1497,Gold,MONTHLY_VISITS,5,499
1498,Bronze,STAMPS_BALANCE,300,500
1499,Silver,STAMPS_BALANCE,1000,500
1500,Gold,MONTHLY_VISITS,5,500
