id,created_at,type,rating,message,business_branch_id,customer_id
6285,2025-08-05 22:44:12.000,REMOTE,2,Disappointing visit.,814,31225
6286,2025-09-04 15:06:39.000,REMOTE,4,Happy with my visit.,814,31226
6287,2025-06-26 07:31:25.000,LOCAL,3,"Decent, but could improve.",814,31229
6288,2026-03-20 08:21:15.000,LOCAL,4,Happy with my visit.,814,31231
6289,2025-06-22 13:41:13.000,LOCAL,3,OK but not outstanding.,814,31237
6290,2025-07-05 02:31:53.000,REMOTE,2,Disappointing visit.,814,31242
6291,2025-10-18 14:32:02.000,LOCAL,5,"Best in the area, no doubt.",814,31244
6292,2025-11-14 15:29:04.000,LOCAL,4,Solid experience overall.,814,31249
6293,2025-12-31 23:31:56.000,REMOTE,3,"Average experience, nothing special.",814,31258
6294,2025-11-26 10:22:09.000,REMOTE,4,Solid experience overall.,814,31260
6295,2025-05-20 10:13:46.000,LOCAL,4,Happy with my visit.,814,31263
6296,2026-02-05 05:02:18.000,REMOTE,5,Will definitely be back!,814,31264
6297,2025-08-20 20:22:11.000,REMOTE,5,Always a pleasure coming here.,814,31274
6298,2026-04-05 09:42:38.000,LOCAL,3,"Decent, but could improve.",814,31298
6299,2025-07-13 19:54:58.000,REMOTE,4,"Very good, would come again.",814,31301
6300,2025-07-24 08:01:39.000,REMOTE,4,Great service and friendly staff.,814,31306
6301,2025-07-15 02:47:36.000,REMOTE,4,Great service and friendly staff.,814,31310
6302,2025-05-10 06:57:31.000,LOCAL,3,OK but not outstanding.,814,31313
6303,2025-12-30 18:33:31.000,REMOTE,5,Will definitely be back!,814,31324
6304,2026-01-08 15:25:16.000,LOCAL,1,Completely disappointed.,814,31330
6305,2025-07-04 19:38:35.000,LOCAL,3,"Decent, but could improve.",814,31333
6306,2026-03-11 00:26:59.000,REMOTE,4,Great service and friendly staff.,814,31335
6307,2026-03-21 22:11:55.000,REMOTE,5,Always a pleasure coming here.,814,31337
6308,2025-12-21 05:17:12.000,REMOTE,4,Great service and friendly staff.,816,31347
6309,2025-11-14 15:49:14.000,LOCAL,5,Excellent service! Highly recommended.,816,31348
6310,2025-10-13 13:25:20.000,LOCAL,4,"Very good, would come again.",816,31351
6311,2025-12-05 14:51:34.000,REMOTE,5,Always a pleasure coming here.,816,31361
6312,2026-02-20 11:10:11.000,LOCAL,3,Expected a bit more to be honest.,815,31379
6313,2026-02-09 07:10:15.000,REMOTE,3,OK but not outstanding.,816,31388
6314,2025-11-01 00:11:14.000,LOCAL,5,Always a pleasure coming here.,816,31394
6315,2025-11-22 18:46:22.000,REMOTE,5,Excellent service! Highly recommended.,815,31395
6316,2026-02-22 14:32:24.000,LOCAL,3,OK but not outstanding.,815,31401
6317,2026-04-18 12:46:54.000,LOCAL,1,Not what I expected at all.,816,31405
6318,2025-09-10 02:56:01.000,LOCAL,4,Great service and friendly staff.,817,31409
6319,2026-03-02 22:15:39.000,REMOTE,4,Solid experience overall.,819,31411
6320,2025-09-10 07:56:03.000,LOCAL,5,Always a pleasure coming here.,817,31418
6321,2025-08-23 09:09:47.000,LOCAL,5,Will definitely be back!,819,31431
6322,2026-05-06 20:26:31.000,LOCAL,4,Great service and friendly staff.,819,31435
6323,2026-03-03 20:40:33.000,REMOTE,5,Always a pleasure coming here.,817,31442
6324,2026-03-31 23:53:46.000,LOCAL,4,"Very good, would come again.",818,31446
6325,2026-02-28 12:09:48.000,REMOTE,5,"Best in the area, no doubt.",817,31447
6326,2026-02-09 23:45:49.000,LOCAL,3,"Decent, but could improve.",817,31449
6327,2025-06-13 21:28:57.000,LOCAL,3,OK but not outstanding.,818,31456
6328,2025-08-19 17:55:45.000,LOCAL,4,Solid experience overall.,817,31461
6329,2025-11-23 10:12:17.000,LOCAL,3,Expected a bit more to be honest.,817,31468
6330,2026-04-22 01:43:48.000,LOCAL,5,Always a pleasure coming here.,819,31469
6331,2026-04-10 17:09:05.000,REMOTE,4,Great service and friendly staff.,819,31471
6332,2026-04-04 20:05:48.000,REMOTE,4,Great service and friendly staff.,817,31474
6333,2025-08-28 11:32:58.000,LOCAL,3,OK but not outstanding.,819,31483
6334,2025-09-05 03:47:04.000,REMOTE,1,Very poor service.,818,31487
6335,2026-03-25 15:09:05.000,REMOTE,3,"Decent, but could improve.",817,31494
6336,2025-12-11 20:10:05.000,LOCAL,5,Always a pleasure coming here.,818,31497
6337,2025-07-11 02:49:51.000,REMOTE,4,Great service and friendly staff.,819,31498
6338,2025-07-03 17:38:47.000,REMOTE,1,Will not return.,818,31513
6339,2025-12-27 09:09:31.000,LOCAL,4,Great service and friendly staff.,819,31517
6340,2026-05-08 08:01:22.000,REMOTE,5,Always a pleasure coming here.,818,31522
6341,2025-05-31 03:11:19.000,LOCAL,5,Will definitely be back!,817,31523
6342,2025-06-26 07:15:00.000,REMOTE,2,Staff could be more attentive.,818,31524
6343,2025-05-29 06:24:12.000,LOCAL,4,Happy with my visit.,819,31526
6344,2026-03-18 18:41:13.000,LOCAL,5,Will definitely be back!,817,31535
6345,2026-03-29 10:17:27.000,LOCAL,4,Great service and friendly staff.,821,31548
6346,2026-01-21 19:55:47.000,LOCAL,5,Always a pleasure coming here.,821,31550
6347,2026-04-28 09:07:50.000,REMOTE,4,Solid experience overall.,820,31551
6348,2025-08-20 10:23:07.000,REMOTE,5,Always a pleasure coming here.,820,31556
6349,2026-01-26 14:01:37.000,LOCAL,3,OK but not outstanding.,823,31565
6350,2025-07-19 20:42:35.000,REMOTE,3,"Decent, but could improve.",822,31567
6351,2025-10-05 10:11:06.000,REMOTE,3,"Decent, but could improve.",822,31569
6352,2025-09-03 17:24:59.000,LOCAL,4,Great service and friendly staff.,825,31582
6353,2025-08-27 04:05:52.000,LOCAL,5,Excellent service! Highly recommended.,825,31592
6354,2026-03-21 13:15:56.000,REMOTE,5,"Best in the area, no doubt.",824,31593
6355,2025-07-31 17:32:28.000,REMOTE,3,"Average experience, nothing special.",825,31607
6356,2025-09-08 08:24:18.000,LOCAL,2,Product did not meet my expectations.,824,31620
6357,2025-07-08 08:32:18.000,REMOTE,3,"Average experience, nothing special.",825,31622
6358,2026-05-04 21:07:11.000,LOCAL,4,"Very good, would come again.",825,31624
6359,2025-10-23 13:59:30.000,REMOTE,5,Will definitely be back!,824,31629
6360,2025-10-24 00:07:45.000,LOCAL,1,Will not return.,825,31639
6361,2026-04-12 18:23:23.000,LOCAL,5,Will definitely be back!,825,31652
6362,2026-04-11 23:43:56.000,LOCAL,5,Always a pleasure coming here.,825,31659
6363,2025-10-17 09:27:22.000,LOCAL,3,"Average experience, nothing special.",825,31664
6364,2025-06-18 10:59:45.000,LOCAL,4,Solid experience overall.,824,31665
6365,2025-07-28 21:30:39.000,LOCAL,5,"Best in the area, no doubt.",825,31674
6366,2025-09-10 03:39:45.000,REMOTE,3,Expected a bit more to be honest.,824,31675
6367,2025-10-26 01:27:56.000,REMOTE,5,Always a pleasure coming here.,824,31679
6368,2025-07-02 14:36:31.000,LOCAL,5,Always a pleasure coming here.,824,31680
6369,2025-12-17 20:23:46.000,REMOTE,5,Will definitely be back!,824,31682
6370,2026-03-13 18:02:37.000,LOCAL,5,"Best in the area, no doubt.",824,31683
6371,2025-07-29 06:50:57.000,LOCAL,3,"Average experience, nothing special.",824,31684
6372,2025-09-07 08:53:18.000,REMOTE,4,Happy with my visit.,825,31685
6373,2025-10-29 05:37:58.000,REMOTE,2,Service was quite slow today.,825,31688
6374,2025-08-05 23:26:57.000,REMOTE,3,OK but not outstanding.,824,31700
6375,2026-02-17 11:16:59.000,REMOTE,1,Completely disappointed.,825,31707
6376,2025-08-26 16:45:29.000,REMOTE,5,Always a pleasure coming here.,824,31708
6377,2025-10-22 06:45:51.000,REMOTE,3,Expected a bit more to be honest.,824,31713
6378,2025-06-08 11:51:14.000,REMOTE,5,"Best in the area, no doubt.",824,31715
6379,2025-10-23 11:04:11.000,LOCAL,1,Very poor service.,825,31720
6380,2025-10-10 13:35:44.000,LOCAL,2,Service was quite slow today.,824,31727
6381,2026-02-14 13:36:38.000,LOCAL,3,"Decent, but could improve.",824,31741
6382,2025-10-29 22:33:53.000,LOCAL,5,Excellent service! Highly recommended.,824,31742
6383,2025-06-04 14:28:17.000,LOCAL,5,Always a pleasure coming here.,825,31744
6384,2026-01-22 04:54:04.000,REMOTE,3,Expected a bit more to be honest.,825,31751
6385,2026-02-07 19:32:41.000,LOCAL,4,"Very good, would come again.",824,31753
6386,2026-04-05 03:45:10.000,REMOTE,4,Solid experience overall.,824,31756
6387,2026-03-02 16:47:58.000,LOCAL,5,Excellent service! Highly recommended.,825,31759
6388,2025-11-12 21:38:06.000,LOCAL,4,"Very good, would come again.",824,31766
6389,2026-01-17 22:25:51.000,REMOTE,5,Always a pleasure coming here.,824,31767
6390,2025-08-17 00:10:07.000,REMOTE,3,Expected a bit more to be honest.,824,31772
6391,2025-05-24 08:46:28.000,REMOTE,4,Great service and friendly staff.,824,31778
6392,2025-07-27 06:31:47.000,REMOTE,4,Solid experience overall.,825,31779
6393,2025-11-25 06:02:06.000,LOCAL,5,Always a pleasure coming here.,825,31789
6394,2025-07-10 19:16:20.000,LOCAL,2,Product did not meet my expectations.,825,31790
6395,2025-08-17 03:09:34.000,LOCAL,1,Completely disappointed.,824,31794
6396,2025-05-21 01:33:14.000,REMOTE,3,"Decent, but could improve.",824,31795
6397,2025-11-06 03:41:15.000,REMOTE,4,Solid experience overall.,824,31798
6398,2025-12-30 10:18:19.000,REMOTE,2,Staff could be more attentive.,824,31800
6399,2026-01-06 15:00:01.000,REMOTE,4,Great service and friendly staff.,825,31812
6400,2025-11-28 02:56:37.000,REMOTE,4,Solid experience overall.,825,31816
6401,2026-04-16 14:25:50.000,LOCAL,5,Will definitely be back!,824,31820
6402,2025-09-09 13:13:14.000,LOCAL,4,Happy with my visit.,825,31822
6403,2025-08-22 11:57:19.000,REMOTE,5,Always a pleasure coming here.,825,31823
6404,2025-07-09 22:20:30.000,REMOTE,1,Completely disappointed.,824,31825
6405,2026-02-27 09:49:20.000,LOCAL,3,OK but not outstanding.,824,31833
6406,2026-03-21 11:55:51.000,REMOTE,2,Service was quite slow today.,825,31838
6407,2025-07-16 20:16:13.000,LOCAL,4,"Very good, would come again.",825,31842
6408,2026-01-11 08:01:08.000,REMOTE,4,Solid experience overall.,825,31847
6409,2025-11-27 23:50:37.000,REMOTE,4,Solid experience overall.,824,31848
6410,2025-06-26 04:46:40.000,REMOTE,2,Product did not meet my expectations.,824,31849
6411,2025-11-24 10:43:11.000,LOCAL,1,Will not return.,827,31856
6412,2025-06-18 09:52:05.000,LOCAL,4,Happy with my visit.,826,31863
6413,2025-12-05 16:12:25.000,LOCAL,4,"Very good, would come again.",826,31887
6414,2025-09-25 17:16:16.000,LOCAL,4,Happy with my visit.,827,31895
6415,2025-10-24 07:54:07.000,LOCAL,3,"Average experience, nothing special.",828,31896
6416,2026-03-20 04:39:58.000,LOCAL,2,Product did not meet my expectations.,826,31900
6417,2025-08-28 17:55:35.000,LOCAL,3,"Average experience, nothing special.",827,31903
6418,2026-02-10 12:15:31.000,LOCAL,5,Always a pleasure coming here.,826,31906
6419,2025-10-02 11:13:22.000,REMOTE,2,Product did not meet my expectations.,826,31914
6420,2026-05-01 05:03:31.000,LOCAL,5,Will definitely be back!,828,31925
6421,2026-05-08 05:14:28.000,REMOTE,2,Staff could be more attentive.,827,31931
6422,2025-06-30 07:15:16.000,REMOTE,5,Will definitely be back!,826,31939
6423,2025-05-19 22:27:23.000,REMOTE,3,"Average experience, nothing special.",828,31950
6424,2025-06-18 15:01:36.000,LOCAL,3,"Average experience, nothing special.",828,31953
6425,2026-04-15 11:44:15.000,LOCAL,3,"Average experience, nothing special.",827,31966
6426,2025-05-26 07:17:21.000,LOCAL,5,Always a pleasure coming here.,826,31968
6427,2026-04-27 21:00:08.000,LOCAL,4,"Very good, would come again.",827,31976
6428,2025-07-19 13:08:31.000,REMOTE,4,Solid experience overall.,828,31978
6429,2026-03-25 08:18:15.000,REMOTE,5,Excellent service! Highly recommended.,827,31980
6430,2026-01-21 02:31:43.000,LOCAL,5,Will definitely be back!,827,31983
6431,2026-01-29 06:49:12.000,REMOTE,4,Happy with my visit.,828,31992
6432,2025-10-08 21:31:33.000,LOCAL,5,"Best in the area, no doubt.",826,31998
6433,2026-04-17 15:58:53.000,LOCAL,5,Excellent service! Highly recommended.,826,32001
6434,2025-08-15 10:06:12.000,REMOTE,4,Solid experience overall.,827,32002
6435,2026-01-28 03:51:01.000,LOCAL,5,"Best in the area, no doubt.",827,32003
6436,2025-05-22 14:47:45.000,REMOTE,4,Happy with my visit.,828,32006
6437,2025-06-20 03:18:49.000,LOCAL,3,"Average experience, nothing special.",827,32008
6438,2026-02-08 15:54:20.000,REMOTE,4,Solid experience overall.,827,32009
6439,2025-11-07 08:42:54.000,REMOTE,5,Will definitely be back!,828,32014
6440,2026-03-05 03:25:21.000,LOCAL,3,"Average experience, nothing special.",828,32024
6441,2025-07-26 23:16:19.000,REMOTE,5,"Best in the area, no doubt.",828,32025
6442,2025-05-13 08:54:42.000,LOCAL,2,Staff could be more attentive.,826,32027
6443,2025-06-23 00:29:36.000,REMOTE,5,"Best in the area, no doubt.",828,32029
6444,2025-06-20 01:12:52.000,REMOTE,4,Solid experience overall.,828,32033
6445,2025-10-24 06:40:13.000,REMOTE,5,"Best in the area, no doubt.",827,32038
6446,2025-08-26 12:37:23.000,LOCAL,5,"Best in the area, no doubt.",826,32042
6447,2025-07-23 12:38:50.000,LOCAL,3,OK but not outstanding.,826,32047
6448,2026-05-02 22:17:54.000,LOCAL,3,"Average experience, nothing special.",826,32051
6449,2025-09-05 01:48:35.000,LOCAL,3,OK but not outstanding.,827,32053
6450,2025-09-13 02:16:46.000,REMOTE,3,"Average experience, nothing special.",827,32056
6451,2025-11-29 04:33:04.000,LOCAL,5,Always a pleasure coming here.,828,32073
6452,2025-06-30 08:22:18.000,REMOTE,5,Always a pleasure coming here.,827,32076
6453,2026-02-12 03:18:00.000,LOCAL,4,Solid experience overall.,828,32082
6454,2025-08-26 00:00:24.000,LOCAL,5,Always a pleasure coming here.,826,32083
6455,2026-04-21 13:41:58.000,REMOTE,4,Solid experience overall.,827,32090
6456,2026-01-24 16:56:07.000,REMOTE,3,OK but not outstanding.,827,32093
6457,2026-04-17 04:04:51.000,REMOTE,3,OK but not outstanding.,827,32097
6458,2025-06-07 23:37:14.000,LOCAL,3,"Decent, but could improve.",826,32100
6459,2025-06-19 10:47:49.000,LOCAL,1,Completely disappointed.,827,32104
6460,2025-09-05 03:41:56.000,REMOTE,2,Disappointing visit.,828,32111
6461,2025-10-02 03:03:10.000,REMOTE,2,Staff could be more attentive.,827,32114
6462,2025-05-22 15:13:57.000,REMOTE,5,"Best in the area, no doubt.",827,32118
6463,2025-07-07 09:57:12.000,REMOTE,4,Happy with my visit.,826,32119
6464,2025-07-27 04:58:20.000,REMOTE,5,Will definitely be back!,826,32123
6465,2025-07-30 05:26:54.000,LOCAL,4,"Very good, would come again.",828,32126
6466,2025-08-07 17:39:38.000,LOCAL,3,Expected a bit more to be honest.,828,32128
6467,2025-09-14 01:15:01.000,REMOTE,3,OK but not outstanding.,826,32130
6468,2026-02-18 09:42:56.000,REMOTE,4,Solid experience overall.,827,32134
6469,2025-05-10 08:35:58.000,REMOTE,5,"Best in the area, no doubt.",827,32135
6470,2026-03-19 18:12:59.000,REMOTE,4,Solid experience overall.,826,32137
6471,2026-04-23 22:51:16.000,REMOTE,2,Staff could be more attentive.,827,32139
6472,2025-11-06 18:40:31.000,LOCAL,3,"Average experience, nothing special.",827,32140
6473,2026-01-24 22:24:50.000,LOCAL,4,Happy with my visit.,827,32141
6474,2025-05-18 15:02:44.000,LOCAL,5,Will definitely be back!,826,32143
6475,2026-03-27 06:56:11.000,REMOTE,5,Excellent service! Highly recommended.,827,32156
6476,2025-07-16 02:40:46.000,REMOTE,3,"Average experience, nothing special.",827,32157
6477,2025-09-06 17:09:19.000,LOCAL,4,Solid experience overall.,827,32163
6478,2025-08-30 19:33:02.000,REMOTE,4,Happy with my visit.,827,32166
6479,2026-04-26 13:28:34.000,REMOTE,4,Happy with my visit.,827,32169
6480,2025-10-30 17:05:48.000,LOCAL,3,"Average experience, nothing special.",827,32172
6481,2026-04-30 04:10:05.000,LOCAL,4,Happy with my visit.,828,32175
6482,2025-06-16 18:21:38.000,LOCAL,5,"Best in the area, no doubt.",826,32176
6483,2025-11-29 07:59:37.000,LOCAL,5,"Best in the area, no doubt.",826,32178
6484,2025-12-23 02:09:47.000,LOCAL,3,Expected a bit more to be honest.,828,32188
6485,2026-01-21 20:17:36.000,REMOTE,4,Solid experience overall.,828,32196
6486,2026-03-22 13:53:29.000,REMOTE,4,Great service and friendly staff.,828,32206
6487,2025-05-21 12:14:11.000,REMOTE,4,Solid experience overall.,827,32207
6488,2026-02-05 02:20:03.000,LOCAL,1,Completely disappointed.,828,32213
6489,2025-12-27 06:32:18.000,REMOTE,5,Will definitely be back!,827,32216
6490,2026-02-21 21:07:31.000,LOCAL,3,Expected a bit more to be honest.,828,32219
6491,2025-10-17 00:57:42.000,LOCAL,4,Solid experience overall.,828,32222
6492,2026-03-25 20:55:18.000,REMOTE,4,"Very good, would come again.",828,32223
6493,2025-11-22 13:13:26.000,LOCAL,1,Will not return.,828,32224
6494,2025-06-08 03:25:07.000,REMOTE,3,Expected a bit more to be honest.,827,32226
6495,2025-06-27 16:36:18.000,REMOTE,4,Solid experience overall.,826,32233
6496,2025-05-16 12:44:47.000,LOCAL,3,"Average experience, nothing special.",829,32246
6497,2026-01-03 23:02:36.000,LOCAL,5,Always a pleasure coming here.,829,32248
6498,2025-10-18 14:28:10.000,LOCAL,3,OK but not outstanding.,829,32253
6499,2026-01-10 16:10:49.000,LOCAL,5,Always a pleasure coming here.,829,32267
6500,2025-11-23 14:41:15.000,REMOTE,5,Will definitely be back!,829,32270
6501,2026-03-31 22:25:08.000,LOCAL,5,Will definitely be back!,829,32273
6502,2025-07-20 12:22:04.000,LOCAL,4,"Very good, would come again.",830,32281
6503,2025-08-16 17:38:42.000,LOCAL,4,Great service and friendly staff.,831,32282
6504,2025-09-05 11:30:31.000,REMOTE,4,Solid experience overall.,830,32283
6505,2025-07-30 23:36:05.000,REMOTE,2,Product did not meet my expectations.,831,32286
6506,2025-11-17 16:59:16.000,LOCAL,5,Always a pleasure coming here.,830,32291
6507,2026-01-15 12:01:58.000,LOCAL,4,"Very good, would come again.",830,32295
6508,2026-02-10 21:25:57.000,LOCAL,5,Excellent service! Highly recommended.,833,32297
6509,2026-03-06 05:03:54.000,REMOTE,4,Happy with my visit.,834,32298
6510,2026-04-10 00:04:57.000,REMOTE,4,Solid experience overall.,835,32309
6511,2025-11-06 14:21:13.000,REMOTE,5,Excellent service! Highly recommended.,837,32320
6512,2025-07-27 00:26:40.000,LOCAL,5,Always a pleasure coming here.,838,32330
6513,2025-05-30 06:32:46.000,REMOTE,4,"Very good, would come again.",835,32332
6514,2026-02-13 15:57:53.000,LOCAL,2,Staff could be more attentive.,833,32333
6515,2026-05-05 17:19:25.000,REMOTE,3,"Average experience, nothing special.",838,32336
6516,2025-05-20 07:05:20.000,LOCAL,5,Excellent service! Highly recommended.,838,32340
6517,2025-12-20 01:40:18.000,LOCAL,4,"Very good, would come again.",834,32341
6518,2025-11-30 23:12:15.000,LOCAL,5,Always a pleasure coming here.,832,32342
6519,2025-07-06 21:42:14.000,REMOTE,5,Always a pleasure coming here.,834,32348
6520,2025-11-08 21:01:49.000,REMOTE,3,Expected a bit more to be honest.,837,32351
6521,2025-07-03 20:22:27.000,LOCAL,2,Service was quite slow today.,836,32362
6522,2025-09-26 21:03:57.000,LOCAL,3,"Average experience, nothing special.",838,32363
6523,2025-08-17 17:28:49.000,REMOTE,3,"Average experience, nothing special.",833,32365
6524,2025-06-08 18:17:55.000,LOCAL,3,"Average experience, nothing special.",832,32366
6525,2026-04-06 19:18:56.000,REMOTE,4,Great service and friendly staff.,839,32380
6526,2025-12-06 16:43:13.000,LOCAL,4,Solid experience overall.,834,32391
6527,2026-01-05 12:12:18.000,LOCAL,5,Will definitely be back!,832,32394
6528,2025-08-28 22:26:16.000,LOCAL,4,Solid experience overall.,836,32400
6529,2026-03-23 12:31:00.000,LOCAL,5,Always a pleasure coming here.,835,32401
6530,2026-03-28 13:27:16.000,REMOTE,2,Service was quite slow today.,834,32402
6531,2025-09-15 06:54:15.000,REMOTE,3,"Average experience, nothing special.",835,32403
6532,2026-01-09 14:41:36.000,LOCAL,2,Service was quite slow today.,839,32405
6533,2026-04-15 11:36:16.000,REMOTE,5,Will definitely be back!,839,32411
6534,2026-03-09 16:02:13.000,REMOTE,3,Expected a bit more to be honest.,832,32415
6535,2025-12-04 08:55:52.000,LOCAL,5,"Best in the area, no doubt.",835,32419
6536,2025-10-12 17:51:59.000,REMOTE,4,"Very good, would come again.",832,32423
6537,2025-07-22 04:40:58.000,LOCAL,5,Always a pleasure coming here.,836,32430
6538,2025-05-29 09:57:30.000,REMOTE,3,OK but not outstanding.,835,32434
6539,2025-07-12 19:02:56.000,LOCAL,3,OK but not outstanding.,835,32436
6540,2025-09-30 05:44:27.000,LOCAL,5,Will definitely be back!,832,32443
6541,2026-02-13 03:11:42.000,LOCAL,5,Excellent service! Highly recommended.,836,32444
6542,2025-11-13 22:39:12.000,LOCAL,4,Solid experience overall.,837,32460
6543,2026-01-25 09:39:41.000,REMOTE,4,Great service and friendly staff.,837,32465
6544,2025-08-10 04:08:45.000,REMOTE,2,Staff could be more attentive.,833,32467
6545,2025-09-22 01:59:09.000,LOCAL,5,Will definitely be back!,834,32473
6546,2026-01-25 15:47:59.000,LOCAL,3,"Decent, but could improve.",837,32474
6547,2026-05-01 09:00:20.000,REMOTE,4,"Very good, would come again.",833,32481
6548,2025-08-20 05:42:15.000,LOCAL,5,Excellent service! Highly recommended.,833,32483
6549,2025-09-03 05:59:01.000,REMOTE,3,"Decent, but could improve.",837,32484
6550,2025-09-14 07:53:10.000,REMOTE,3,OK but not outstanding.,837,32485
6551,2026-03-28 12:53:07.000,LOCAL,3,Expected a bit more to be honest.,833,32492
6552,2025-10-22 00:05:32.000,REMOTE,4,Great service and friendly staff.,835,32493
6553,2025-11-11 06:50:33.000,LOCAL,5,Will definitely be back!,836,32498
6554,2026-01-28 15:10:45.000,REMOTE,4,"Very good, would come again.",838,32503
6555,2025-09-10 17:09:36.000,REMOTE,4,Solid experience overall.,833,32507
6556,2025-10-18 22:23:10.000,REMOTE,4,Solid experience overall.,838,32508
6557,2025-12-19 01:36:45.000,REMOTE,5,Excellent service! Highly recommended.,833,32509
6558,2026-04-05 17:56:22.000,REMOTE,3,OK but not outstanding.,837,32512
6559,2025-10-31 03:05:19.000,REMOTE,3,"Decent, but could improve.",836,32515
6560,2025-11-24 14:01:13.000,LOCAL,5,Always a pleasure coming here.,839,32521
6561,2025-05-23 18:38:01.000,LOCAL,4,Great service and friendly staff.,834,32523
6562,2025-10-25 03:31:51.000,LOCAL,3,Expected a bit more to be honest.,835,32525
6563,2025-07-18 05:06:47.000,REMOTE,5,"Best in the area, no doubt.",832,32529
6564,2025-09-05 08:23:13.000,LOCAL,5,Always a pleasure coming here.,839,32536
6565,2026-02-08 18:13:20.000,LOCAL,5,Will definitely be back!,835,32545
6566,2026-04-26 07:37:54.000,LOCAL,4,Great service and friendly staff.,838,32554
6567,2025-09-20 13:23:55.000,REMOTE,5,"Best in the area, no doubt.",838,32559
6568,2026-04-09 03:17:29.000,LOCAL,4,Happy with my visit.,836,32560
6569,2025-10-22 21:53:58.000,LOCAL,4,Solid experience overall.,835,32576
6570,2026-01-11 16:29:44.000,REMOTE,5,Always a pleasure coming here.,838,32583
6571,2025-07-22 01:54:45.000,LOCAL,5,Excellent service! Highly recommended.,833,32584
6572,2025-11-10 23:03:02.000,LOCAL,4,Great service and friendly staff.,833,32595
6573,2026-02-01 06:06:29.000,LOCAL,3,Expected a bit more to be honest.,832,32604
6574,2025-07-15 03:05:16.000,REMOTE,3,Expected a bit more to be honest.,838,32607
6575,2025-09-11 01:58:50.000,LOCAL,1,Not what I expected at all.,833,32617
6576,2025-09-11 21:59:02.000,REMOTE,4,Great service and friendly staff.,838,32618
6577,2026-04-06 22:00:04.000,REMOTE,5,Will definitely be back!,838,32620
6578,2025-09-13 14:00:05.000,REMOTE,2,Product did not meet my expectations.,837,32621
6579,2025-08-16 19:54:10.000,LOCAL,4,"Very good, would come again.",835,32624
6580,2026-03-06 12:30:11.000,REMOTE,3,OK but not outstanding.,836,32625
6581,2025-06-26 10:39:20.000,LOCAL,4,"Very good, would come again.",837,32629
6582,2026-01-21 21:04:44.000,REMOTE,1,Not what I expected at all.,834,32632
6583,2025-06-24 23:54:07.000,LOCAL,4,Solid experience overall.,840,32641
6584,2026-03-15 08:05:54.000,REMOTE,4,"Very good, would come again.",840,32643
6585,2025-12-30 17:21:00.000,LOCAL,4,Solid experience overall.,842,32644
6586,2025-08-13 06:55:36.000,LOCAL,3,OK but not outstanding.,840,32645
6587,2025-08-07 09:23:20.000,LOCAL,5,Always a pleasure coming here.,842,32653
6588,2025-08-06 09:02:41.000,LOCAL,5,"Best in the area, no doubt.",841,32655
6589,2025-07-10 15:20:37.000,REMOTE,5,"Best in the area, no doubt.",842,32666
6590,2025-07-21 20:09:01.000,LOCAL,3,OK but not outstanding.,841,32667
6591,2025-07-01 10:16:48.000,REMOTE,2,Disappointing visit.,840,32680
6592,2025-06-02 05:42:50.000,LOCAL,3,OK but not outstanding.,841,32686
6593,2025-08-27 23:02:01.000,REMOTE,4,Happy with my visit.,840,32689
6594,2025-11-23 04:28:18.000,LOCAL,1,Completely disappointed.,840,32692
6595,2025-10-13 14:44:14.000,REMOTE,4,"Very good, would come again.",840,32699
6596,2025-10-07 01:00:08.000,REMOTE,2,Staff could be more attentive.,842,32706
6597,2025-09-26 22:01:44.000,REMOTE,5,Always a pleasure coming here.,841,32707
6598,2026-01-05 18:44:38.000,LOCAL,1,Not what I expected at all.,841,32709
6599,2025-11-17 21:41:17.000,LOCAL,2,Service was quite slow today.,841,32710
6600,2025-11-19 08:37:08.000,LOCAL,2,Staff could be more attentive.,842,32713
6601,2025-10-09 10:49:03.000,REMOTE,3,Expected a bit more to be honest.,842,32715
6602,2026-01-27 03:47:00.000,REMOTE,3,Expected a bit more to be honest.,841,32716
6603,2026-03-05 00:36:20.000,REMOTE,4,Happy with my visit.,842,32722
6604,2026-02-24 02:46:56.000,REMOTE,4,Solid experience overall.,842,32725
6605,2025-06-23 17:25:40.000,LOCAL,4,Great service and friendly staff.,840,32732
6606,2025-08-21 14:28:10.000,REMOTE,1,Will not return.,840,32736
6607,2025-10-29 02:16:27.000,REMOTE,2,Product did not meet my expectations.,843,32755
6608,2026-04-27 22:10:57.000,LOCAL,5,Excellent service! Highly recommended.,843,32764
6609,2025-08-24 22:44:52.000,LOCAL,4,"Very good, would come again.",844,32765
6610,2026-03-10 00:39:34.000,REMOTE,5,"Best in the area, no doubt.",843,32766
6611,2025-10-12 19:55:34.000,REMOTE,5,Always a pleasure coming here.,844,32767
6612,2026-02-21 15:46:48.000,REMOTE,3,OK but not outstanding.,844,32768
6613,2025-06-11 03:39:54.000,REMOTE,4,Happy with my visit.,844,32775
6614,2025-09-15 17:57:52.000,REMOTE,3,Expected a bit more to be honest.,844,32777
6615,2025-07-18 11:52:03.000,LOCAL,3,"Average experience, nothing special.",848,32788
6616,2025-11-19 15:09:58.000,REMOTE,5,Will definitely be back!,847,32789
6617,2025-07-08 14:24:35.000,LOCAL,5,Excellent service! Highly recommended.,845,32799
6618,2025-07-26 04:33:30.000,REMOTE,2,Staff could be more attentive.,846,32801
